N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	11	29
2	том что	7	27
3	в том	8	27
4	в этом	12	21
5	но и	27	19
6	что в	3	19
7	не только	31	19
8	о том	4	17
9	что он	3	13
10	в его	6	13
11	то что	9	11
12	к тому	6	10
13	в своем	3	9
14	так и	5	9
15	этом отношении	3	9
16	и не	23	9
17	потому что	5	9
18	он не	3	9
19	как раз	6	8
20	но в	7	8
21	в самом	6	7
22	в ней	4	7
23	в своей	5	7
24	вместе с	2	7
25	для того	3	7
26	об этом	6	6
27	в одном	4	6
28	до сих	2	6
29	все же	4	6
30	того чтобы	4	6
31	и его	10	6
32	и на	5	6
33	о чем	4	5
34	прежде всего	4	5
35	в той	2	5
36	в качестве	14	5
37	как бы	6	5
38	своего рода	10	5
39	сих пор	2	5
40	а не	13	5
41	того что	4	5
42	между тем	3	5
43	точки зрения	5	5
44	в русской	3	5
45	времени и	9	4
46	речь идет	3	4
47	именно в	3	4
48	в частности	14	4
49	что у	4	4
50	с другой	2	4
51	в романе	2	4
52	не в	6	4
53	для него	4	4
54	и о	3	4
55	хотя и	4	4
56	в нем	4	4
57	дело в	2	4
58	внимание на	4	4
59	в речи	4	4
60	ничего не	2	4
61	действующих лиц	5	4
62	связи с	2	4
63	у карамзина	3	4
64	и с	3	4
65	в известном	2	3
66	не менее	3	3
67	в этих	2	3
68	не является	3	3
69	оно не	2	3
70	на себя	4	3
71	по себе	4	3
72	идет о	3	3
73	что на	4	3
74	не мог	6	3
75	тому же	6	3
76	у нас	3	3
77	в начале	3	3
78	обращает на	3	3
79	как у	2	3
80	но не	4	3
81	до конца	2	3
82	в обоих	2	3
83	никогда не	4	3
84	и даже	2	3
85	всяком случае	2	3
86	не могло	2	3
87	из них	4	3
88	другой стороны	2	3
89	самом деле	3	3
90	как в	4	3
91	не было	3	3
92	в году	2	3
93	и он	6	3
94	хотя бы	2	3
95	во всяком	2	3
96	столько же	2	3
97	но они	3	2
98	с его	4	2
99	если бы	7	2
100	если не	2	2
101	в конце	2	2
102	тем не	3	2
103	как и	13	2
104	и как	3	2
105	в этой	6	2
106	в москве	2	2
107	в то	4	2
108	по своему	2	2
109	о своей	2	2
110	чем он	2	2
111	как известно	3	2
112	раз в	2	2
113	такого рода	10	2
114	может быть	15	2
115	этом месте	2	2
116	не по	4	2
117	никак не	2	2
118	тем же	2	2
119	а также	6	2
120	еще в	3	2
121	на то	2	2
122	сами по	2	2
123	только в	12	2
124	себя внимание	3	2
125	также и	3	2
126	дело не	2	2
127	со стороны	8	2
128	только что	2	2
129	не может	8	2
130	тогда как	10	2
131	в особенности	2	2
132	то же	8	2
133	при этом	19	2
134	в отличие	2	2
135	не имеет	2	2
136	особенно в	2	2
137	в данном	11	2
138	в результате	2	2
139	сказать что	2	2
140	в себе	6	2
141	как это	3	2
142	отличие от	2	2
143	в области	2	2
144	это было	2	2
