N	2gram	Propp_Isto_4	Myshleni
1	в этом	7	29
2	и в	26	26
3	не только	15	24
4	то что	16	24
5	таким образом	10	23
6	представляет собой	2	19
7	в том	3	18
8	и не	9	18
9	том что	3	17
10	потому что	6	16
11	как и	7	15
12	этом случае	3	14
13	того что	2	14
14	так же	18	14
15	так как	9	14
16	как мы	5	14
17	с помощью	2	13
18	что в	14	12
19	вместе с	6	12
20	и его	10	12
21	но и	12	11
22	не может	6	11
23	что они	6	10
24	по своей	2	10
25	по сравнению	3	9
26	что мы	3	9
27	тем что	5	9
28	в себе	2	9
29	же как	13	8
30	то же	8	8
31	что она	3	8
32	сказать что	2	8
33	сравнению с	3	8
34	что он	10	8
35	только в	3	8
36	может быть	14	7
37	о природе	3	7
38	и то	6	7
39	вопрос о	4	6
40	нас к	7	6
41	и тем	2	6
42	мы должны	5	6
43	как бы	3	6
44	все что	4	6
45	и что	5	6
46	было бы	2	6
47	все эти	3	6
48	все же	9	6
49	связь между	2	6
50	а не	6	6
51	что это	2	6
52	что эта	3	6
53	на вопрос	3	5
54	с этой	2	5
55	если бы	2	5
56	в целом	2	5
57	и их	2	5
58	данном случае	3	5
59	и с	5	5
60	же самое	2	5
61	как это	3	5
62	с тем	2	5
63	в силу	5	5
64	в качестве	7	5
65	она не	3	5
66	у нее	2	5
67	только что	3	5
68	что этот	4	5
69	в данном	3	5
70	не менее	2	4
71	не могут	2	4
72	никогда не	2	4
73	что у	3	4
74	с другой	4	4
75	на то	3	4
76	так что	2	4
77	не по	2	4
78	в свете	3	4
79	и во	2	4
80	в его	5	4
81	о том	4	4
82	но в	5	4
83	о чем	3	4
84	связи с	3	4
85	еще не	6	4
86	не есть	2	4
87	как в	7	4
88	это и	5	4
89	не в	5	4
90	и только	5	4
91	в области	2	4
92	связана с	2	3
93	содержит в	2	3
94	все это	2	3
95	это не	5	3
96	из этих	3	3
97	тем не	2	3
98	но это	3	3
99	есть в	2	3
100	смысле этого	2	3
101	между ними	3	3
102	его с	2	3
103	но мы	3	3
104	мы видели	6	3
105	на котором	3	3
106	и по	5	3
107	он не	7	3
108	мы уже	5	3
109	с собой	5	3
110	по себе	2	3
111	об этом	7	3
112	приводит нас	4	3
113	во всем	3	3
114	но не	5	3
115	в одной	3	3
116	до сих	5	3
117	этого слова	2	3
118	в этот	4	3
119	что и	9	3
120	в своей	4	3
121	сих пор	5	3
122	так и	10	3
123	к нему	6	3
124	мы видим	6	3
125	мы можем	6	3
126	между двумя	12	3
127	в этой	2	3
128	перед нами	3	2
129	уже в	2	2
130	в этих	7	2
131	его и	2	2
132	точно так	5	2
133	показывает что	10	2
134	его к	3	2
135	что на	2	2
136	мы знаем	8	2
137	а по	4	2
138	для нас	3	2
139	ни в	2	2
140	его от	2	2
141	на его	3	2
142	не мог	3	2
143	или в	3	2
144	но для	2	2
145	в нем	2	2
146	есть только	3	2
147	отношение к	2	2
148	показывают что	2	2
149	это мы	2	2
150	и других	3	2
151	лишь в	2	2
152	эта связь	5	2
153	не имеет	3	2
154	а в	8	2
155	в которых	4	2
156	но он	4	2
157	и есть	2	2
158	но этот	2	2
159	его в	9	2
160	к этой	3	2
161	во время	7	2
162	с этим	2	2
163	к этому	5	2
164	вовсе не	4	2
165	в одну	2	2
166	но эта	4	2
167	и здесь	5	2
168	а затем	3	2
169	у нас	2	2
170	и при	3	2
171	этот факт	2	2
172	наряду с	3	2
173	относится к	3	2
174	даже в	4	2
175	в современной	2	2
176	того как	4	2
177	говорит что	2	2
178	из которых	5	2
179	в мышлении	2	2
180	и он	3	2
181	могут быть	6	2
182	ничего не	5	2
