N	3gram	Vygotskiy__6	KulturaY
1	в том что	19	15
2	для того чтобы	8	15
3	с точки зрения	10	9
4	по отношению к	10	8
5	с другой стороны	2	6
6	в этом отношении	3	5
7	в зависимости от	5	5
8	до сих пор	3	4
9	можно было бы	5	3
10	состоит в том	2	3
11	в связи с	2	3
12	не может быть	2	3
13	вместе с тем	2	3
14	в этом смысле	2	3
15	в первую очередь	3	2
16	силу того что	5	2
17	и того же	4	2
18	одного и того	4	2
19	к тому что	7	2
20	на то что	4	2
21	в силу того	5	2
22	том что оно	3	2
23	а только в	2	2
24	заключается в том	5	2
25	в этом случае	2	2
