N	2gram	Losev_Vlad_2	Psycholo
1	и в	30	38
2	то что	20	35
3	в том	18	25
4	в самом	2	25
5	что в	12	20
6	может быть	7	19
7	и что	5	18
8	на то	2	16
9	точки зрения	7	16
10	в ней	4	15
11	то есть	7	15
12	том что	12	14
13	как бы	5	14
14	потому что	9	14
15	в этой	4	13
16	и мы	4	13
17	в этом	20	13
18	было бы	9	12
19	не только	12	12
20	таким образом	3	12
21	не в	9	12
22	что он	13	11
23	что это	4	10
24	в сущности	2	10
25	то же	4	10
26	и не	18	10
27	и все	7	10
28	с точки	3	9
29	в двух	2	9
30	того чтобы	2	9
31	все же	9	8
32	с тем	2	8
33	с этим	5	8
34	вовсе не	4	8
35	для нас	7	8
36	как и	5	8
37	так что	5	8
38	и как	3	8
39	из этого	5	8
40	для того	2	8
41	и то	5	8
42	и это	3	8
43	а не	7	7
44	никак не	3	7
45	не может	9	7
46	как мы	11	7
47	а в	11	7
48	заключается в	2	7
49	мы уже	2	7
50	с и	2	6
51	к тому	2	6
52	мы видели	2	6
53	она не	2	6
54	и если	4	6
55	в котором	5	6
56	не имеет	2	6
57	он не	4	6
58	так как	5	6
59	как это	7	6
60	и его	6	6
61	и на	4	6
62	о том	4	6
63	я не	4	5
64	казалось бы	2	5
65	в своем	8	5
66	на этом	2	5
67	несмотря на	4	5
68	в своей	5	5
69	время в	4	5
70	вместе с	8	5
71	но и	8	5
72	в той	2	5
73	мы не	2	5
74	в его	11	5
75	в которой	4	5
76	что если	2	4
77	никогда не	7	4
78	в свою	3	4
79	по своему	2	4
80	при этом	5	4
81	и для	3	4
82	конечно не	4	4
83	во всех	3	4
84	не мог	8	4
85	не могли	3	4
86	в нем	4	4
87	что и	3	4
88	в целом	4	4
89	как в	3	4
90	в течение	5	4
91	все эти	5	4
92	здесь мы	3	4
93	того что	5	4
94	и даже	10	4
95	время как	2	4
96	в своих	2	4
97	сказать что	11	4
98	у него	19	4
99	только в	6	4
100	что эти	2	4
101	как будто	2	4
102	в себе	6	4
103	не то	3	4
104	в виду	2	4
105	в них	3	3
106	указывал на	2	3
107	из этих	3	3
108	к этому	6	3
109	и к	6	3
110	ни в	7	3
111	он был	6	3
112	но это	4	3
113	к концу	5	3
114	совсем не	4	3
115	того же	5	3
116	тот же	5	3
117	наряду с	2	3
118	и о	4	3
119	все это	5	3
120	что не	2	3
121	в таком	3	3
122	где он	3	3
123	того как	2	3
124	в то	9	3
125	его в	4	3
126	здесь не	4	3
127	едва ли	3	3
128	имеет никакого	2	3
129	но в	8	3
130	в общем	2	2
131	в данном	3	2
132	всех этих	3	2
133	он прямо	2	2
134	можно назвать	2	2
135	в этих	4	2
136	хотя бы	3	2
137	с этой	4	2
138	и во	2	2
139	с с	4	2
140	и я	5	2
141	во всяком	6	2
142	но что	5	2
143	уже давно	2	2
144	увидим ниже	2	2
145	же в	2	2
146	до конца	7	2
147	уже не	3	2
148	у нас	6	2
149	по существу	3	2
150	своей жизни	3	2
151	свою очередь	2	2
152	мы читаем	4	2
153	не могла	2	2
154	то время	6	2
155	здесь в	2	2
156	для него	9	2
157	он все	2	2
158	и может	2	2
159	и часто	2	2
160	со своей	2	2
161	должен был	3	2
162	но он	3	2
163	к ней	3	2
164	и очень	2	2
165	всяком случае	6	2
166	то это	4	2
167	данном случае	2	2
168	со стороны	4	2
169	что же	8	2
170	не могу	2	2
171	что его	4	2
172	так же	4	2
173	отношения к	3	2
174	хотел бы	2	2
175	в виде	3	2
176	еще и	6	2
177	и вот	3	2
178	и больше	3	2
179	говорил о	2	2
180	и наконец	4	2
181	и по	2	2
182	той же	4	2
183	в конце	13	2
184	их в	2	2
185	к его	2	2
186	как к	2	2
187	когда мы	3	2
188	к этой	2	2
189	с ним	5	2
190	ничего не	2	2
