N	2gram	Tiupa_Narr_1	Problemy
1	и в	11	46
2	то есть	9	40
3	и не	23	27
4	может быть	15	23
5	чужого слова	4	23
6	как бы	6	19
7	не может	8	19
8	в нем	4	17
9	в этом	12	16
10	не только	31	14
11	и т.п	8	14
12	слова в	4	13
13	перед нами	5	12
14	но и	27	12
15	как и	13	12
16	как мы	2	12
17	и на	5	11
18	точки зрения	5	11
19	в одном	4	11
20	а не	13	11
21	не в	6	10
22	в пределах	2	10
23	между ними	2	10
24	прежде всего	4	9
25	в том	8	9
26	в самом	6	9
27	и все	3	9
28	в его	6	9
29	до сих	2	8
30	сих пор	2	8
31	или в	6	8
32	и с	3	7
33	по себе	4	7
34	еще не	4	7
35	в сущности	2	7
36	как раз	6	7
37	в себе	6	7
38	никогда не	4	6
39	хотя и	4	6
40	друг друга	2	6
41	к себе	4	6
42	о нем	3	6
43	но в	7	6
44	что он	3	6
45	в романе	2	6
46	то же	8	6
47	и он	6	6
48	и его	10	6
49	только в	12	6
50	это не	3	5
51	же время	4	5
52	при этом	19	5
53	к нему	4	5
54	жизни и	6	5
55	по отношению	3	5
56	особенно в	2	5
57	в то	4	5
58	в жизни	3	5
59	с его	4	5
60	у него	7	5
61	о том	4	5
62	отношению к	3	5
63	так сказать	2	5
64	что в	3	4
65	в этих	2	4
66	можно сказать	5	4
67	да и	2	4
68	до конца	2	4
69	у тургенева	2	4
70	к ним	2	4
71	по мере	2	4
72	потому что	5	4
73	он и	2	4
74	мы не	3	4
75	мы можем	2	4
76	как в	4	4
77	этих двух	2	4
78	точек зрения	2	4
79	том что	7	4
80	но не	4	4
81	он не	3	4
82	все же	4	4
83	то что	9	4
84	своего рода	10	4
85	так и	5	4
86	уже не	8	4
87	самом деле	3	4
88	на себя	4	4
89	героя и	2	4
90	здесь не	2	4
91	с другой	2	3
92	из этих	4	3
93	на то	2	3
94	в мире	4	3
95	в своем	3	3
96	но для	3	3
97	и для	2	3
98	другой стороны	2	3
99	и только	2	3
100	и даже	2	3
101	также и	3	3
102	в конце	2	3
103	их в	3	3
104	мы имеем	3	3
105	но при	3	3
106	если бы	7	3
107	с ее	2	3
108	всех его	2	3
109	в повести	2	3
110	она не	2	3
111	но именно	3	3
112	в своей	5	3
113	и о	3	3
114	никак не	2	3
115	себя в	2	3
116	только на	2	3
117	в центре	3	3
118	в отличие	2	3
119	в той	2	3
120	героя в	3	3
121	слово то	2	3
122	в речи	4	3
123	тем же	2	3
124	в слове	3	3
125	между двумя	5	3
126	в этой	6	3
127	и т.д	6	3
128	дело в	2	3
129	отличие от	2	3
130	не менее	3	2
131	зрения как	2	2
132	он сам	3	2
133	или иной	4	2
134	к тому	6	2
135	как если	2	2
136	слово но	2	2
137	и как	3	2
138	времени и	9	2
139	большей или	2	2
140	для него	4	2
141	во сне	2	2
142	меньшей степени	2	2
143	той или	5	2
144	и является	2	2
145	если в	2	2
146	и тем	4	2
147	в первой	2	2
148	к жизни	2	2
149	не было	3	2
150	лишь в	3	2
151	а в	13	2
152	друг на	2	2
153	в результате	2	2
154	героя но	2	2
155	сказать что	2	2
156	на друга	2	2
157	что мы	2	2
158	в произведении	2	2
159	с ним	2	2
160	могло бы	3	2
161	между тем	3	2
162	раз в	2	2
163	у нас	3	2
164	в присутствии	2	2
165	одна из	4	2
166	все что	2	2
167	он уже	2	2
168	об этом	6	2
169	сами по	2	2
170	не могло	2	2
171	себя внимание	3	2
172	вместе с	2	2
173	так в	4	2
174	и через	2	2
175	все равно	2	2
176	хотя бы	2	2
177	главного героя	3	2
178	слов в	2	2
179	ничего не	2	2
180	в данном	11	2
181	в рассказе	8	2
182	во всяком	2	2
