N	2gram	Bakhtin_Pr_2	Komedia
1	и в	45	22
2	том что	7	12
3	в том	8	11
4	но и	15	11
5	не только	16	10
6	из них	9	10
7	в то	5	10
8	как и	14	9
9	может быть	18	9
10	в одном	6	8
11	таким образом	11	8
12	и не	42	8
13	и его	8	8
14	о том	3	8
15	и других	3	7
16	что в	6	6
17	в конце	4	6
18	что он	7	6
19	ни в	2	6
20	и по	2	6
21	то же	5	6
22	не в	8	6
23	а в	3	6
24	в которой	2	6
25	уже в	4	5
26	прежде всего	11	5
27	при этом	2	5
28	в его	22	5
29	один из	2	5
30	на его	5	5
31	в истории	2	5
32	так и	3	5
33	как в	4	5
34	все это	5	5
35	нового времени	3	5
36	и даже	3	5
37	потому что	8	5
38	именно в	3	4
39	в их	4	4
40	к этому	4	4
41	как мы	8	4
42	на протяжении	3	4
43	что они	3	4
44	же время	3	4
45	в котором	7	4
46	и особенно	2	4
47	в нем	20	4
48	что и	5	4
49	на него	2	4
50	тем что	2	4
51	и вот	2	4
52	в результате	3	4
53	точки зрения	19	4
54	конце концов	3	4
55	так как	5	4
56	но в	6	4
57	мы можем	4	4
58	же как	4	3
59	не менее	2	3
60	и одновременно	2	3
61	в них	4	3
62	в образе	3	3
63	идет о	2	3
64	на то	2	3
65	у нас	2	3
66	и как	2	3
67	х годов	2	3
68	здесь в	2	3
69	тот же	2	3
70	и сам	3	3
71	одной из	2	3
72	в начале	2	3
73	и у	2	3
74	и о	2	3
75	у него	6	3
76	хотя и	2	3
77	он не	9	3
78	даже в	6	3
79	все же	4	3
80	отношению к	8	3
81	в целом	5	3
82	отношение к	8	3
83	так же	5	3
84	по отношению	8	3
85	того как	3	3
86	этом отношении	2	3
87	как раз	6	3
88	его творчества	5	3
89	и на	7	3
90	за счет	2	3
91	в этом	20	3
92	и с	7	3
93	могут быть	4	3
94	и ее	7	3
95	только в	9	3
96	его в	3	3
97	в чем	2	3
98	как это	2	3
99	ничего не	3	3
100	в сознании	2	3
101	и здесь	2	2
102	для них	3	2
103	за пределы	5	2
104	здесь и	2	2
105	и мир	5	2
106	вовсе не	7	2
107	образом в	2	2
108	от них	2	2
109	точек зрения	3	2
110	протяжении всего	2	2
111	мы видели	3	2
112	хоть и	3	2
113	одна из	3	2
114	но не	6	2
115	до конца	7	2
116	до сих	2	2
117	еще не	9	2
118	было бы	4	2
119	в самом	13	2
120	которую он	3	2
121	относится к	2	2
122	для себя	3	2
123	с ее	3	2
124	то что	5	2
125	в большом	3	2
126	ее в	2	2
127	все что	3	2
128	со стороны	4	2
129	всего этого	3	2
130	находится в	2	2
131	только что	2	2
132	для этого	3	2
133	в сущности	7	2
134	не может	24	2
135	не раз	2	2
136	что у	4	2
137	в форме	2	2
138	из которых	2	2
139	к нему	11	2
140	быть даже	2	2
141	правда в	2	2
142	сам автор	4	2
143	или в	2	2
144	но это	2	2
145	чем же	2	2
146	в своих	4	2
147	платона в	2	2
148	в себе	5	2
149	в области	2	2
150	сих пор	2	2
