N	2gram	Potebnia_M_3	FransuaR
1	и в	30	45
2	то есть	34	25
3	и не	15	15
4	не только	21	14
5	в этом	10	14
6	в его	4	13
7	и его	4	13
8	как бы	3	12
9	во время	2	12
10	что в	17	12
11	в своем	5	11
12	то же	23	11
13	в то	10	11
14	прежде всего	3	10
15	в том	32	10
16	в нем	9	10
17	но и	19	10
18	как и	10	10
19	и с	2	10
20	же время	5	9
21	вовсе не	7	8
22	как мы	7	8
23	в ней	8	8
24	жизни и	2	8
25	таким образом	14	8
26	так же	3	8
27	том что	18	7
28	не в	15	7
29	что и	13	7
30	мы видели	4	7
31	все это	4	7
32	потому что	46	7
33	и все	3	7
34	на мир	2	7
35	что он	6	6
36	в этой	2	6
37	он не	4	6
38	так и	11	6
39	мысли и	2	6
40	того чтобы	3	6
41	для того	4	6
42	связи с	2	6
43	так как	13	6
44	в них	5	6
45	с ним	6	5
46	одной из	2	5
47	это и	2	5
48	мы видим	2	5
49	но это	6	5
50	например в	6	5
51	не может	6	5
52	этом отношении	2	5
53	самом деле	2	5
54	и как	5	5
55	и на	3	5
56	его в	3	5
57	перед нами	2	4
58	об этом	2	4
59	и от	4	4
60	мы не	9	4
61	у него	2	4
62	но не	7	4
63	по своему	2	4
64	по поводу	4	4
65	в самом	8	4
66	и о	2	4
67	между собою	6	4
68	мы уже	2	4
69	в их	2	4
70	здесь как	3	4
71	а не	15	4
72	и даже	2	4
73	как на	5	4
74	а в	12	4
75	той же	2	4
76	сказать что	5	4
77	с этим	6	4
78	точки зрения	2	4
79	образов и	2	4
80	только в	21	4
81	о том	2	4
82	и это	4	4
83	бы в	2	4
84	это было	3	4
85	не менее	5	3
86	в приведенном	2	3
87	как в	10	3
88	из этих	9	3
89	в одном	2	3
90	единство и	2	3
91	словом и	5	3
92	ни в	2	3
93	есть в	3	3
94	то время	4	3
95	для него	9	3
96	в своей	2	3
97	от того	8	3
98	до сих	3	3
99	вместе с	12	3
100	сих пор	3	3
101	что она	3	3
102	связь с	3	3
103	не было	4	3
104	именно в	3	3
105	того что	18	3
106	не имеет	6	3
107	в которых	2	3
108	но этот	2	3
109	там где	3	3
110	не могут	5	2
111	с тем	7	2
112	независимо от	5	2
113	и есть	3	2
114	и та	2	2
115	себя и	4	2
116	тут же	2	2
117	и без	7	2
118	говорить о	3	2
119	по тому	5	2
120	относится к	4	2
121	перестает быть	4	2
122	что все	3	2
123	это в	2	2
124	на все	2	2
125	к этому	3	2
126	можно сказать	3	2
127	к тому	7	2
128	слова но	2	2
129	когда в	2	2
130	в начале	3	2
131	то что	18	2
132	как ее	2	2
133	и слова	2	2
134	со словом	4	2
135	так например	2	2
136	было бы	9	2
137	что это	4	2
138	несмотря на	2	2
139	и если	2	2
140	к ней	5	2
141	может быть	28	2
142	том же	2	2
143	даже в	2	2
144	один из	4	2
145	в каждом	3	2
146	слова и	5	2
147	все же	2	2
148	в целом	3	2
149	на него	3	2
150	и до	2	2
151	здесь только	3	2
152	что эта	2	2
153	так в	2	2
154	на котором	2	2
155	при этом	3	2
156	в одно	3	2
157	и слово	6	2
158	и что	10	2
159	в системе	2	2
160	и наконец	2	2
161	и притом	2	2
162	к нему	3	2
163	не подлежит	2	2
164	не столько	2	2
165	между тем	9	2
166	мы можем	3	2
167	эти последние	2	2
168	одно из	5	2
169	и вообще	3	2
170	но мы	2	2
171	этих слов	2	2
172	заметить что	3	2
173	в чем	3	2
174	которая не	2	2
175	нет ни	2	2
176	том как	3	2
177	от этого	2	2
