N	2gram	Vygotskiy__7	Myslijsy
1	потому что	16	33
2	то что	24	29
3	может быть	7	26
4	таким образом	23	24
5	в том	18	23
6	и в	26	23
7	в этом	29	23
8	в слове	11	22
9	и не	18	18
10	что в	12	17
11	только в	8	15
12	для нас	2	14
13	как и	15	14
14	в себе	9	14
15	то же	8	14
16	того что	14	14
17	так как	14	14
18	если бы	5	13
19	том что	17	12
20	а не	6	12
21	по себе	3	11
22	но и	11	11
23	не в	4	11
24	не может	11	11
25	и потому	3	10
26	что мы	9	10
27	по отношению	6	10
28	не только	24	10
29	что слово	2	10
30	тем что	9	10
31	мы можем	3	10
32	не есть	4	9
33	было бы	6	8
34	тогда когда	5	8
35	отношению к	5	8
36	мы не	7	8
37	сказать что	8	8
38	о том	4	8
39	но в	4	8
40	с тем	5	7
41	по мере	7	7
42	что это	6	7
43	это не	3	7
44	на то	4	7
45	в нем	2	7
46	что и	3	7
47	в силу	5	7
48	и что	6	7
49	очевидно что	3	7
50	вовсе не	2	7
51	могут быть	2	7
52	как в	4	7
53	мысли и	11	7
54	мы говорим	2	7
55	с этим	2	7
56	этого слова	3	7
57	поэзии и	2	7
58	что если	2	6
59	и к	7	6
60	для того	18	6
61	вместе с	12	6
62	того как	2	6
63	что не	2	6
64	в которой	11	6
65	так и	3	6
66	уже в	2	5
67	значение слова	13	5
68	так что	4	5
69	есть только	2	5
70	не можем	4	5
71	для него	3	5
72	в его	4	5
73	как бы	6	5
74	к нему	3	5
75	этом случае	14	5
76	что же	2	5
77	все это	3	5
78	не менее	4	5
79	находится в	2	5
80	должно быть	2	5
81	внимание на	2	5
82	а в	2	5
83	с ним	3	5
84	во всяком	2	5
85	образом в	2	5
86	и то	7	5
87	слова и	10	5
88	есть в	3	5
89	не имеет	2	5
90	на вопрос	5	4
91	что все	2	4
92	что он	8	4
93	есть не	3	4
94	тем не	3	4
95	есть то	3	4
96	до сих	3	4
97	на котором	3	4
98	можно сказать	5	4
99	и о	3	4
100	в котором	4	4
101	и тем	6	4
102	между ними	3	4
103	сих пор	3	4
104	на основании	2	4
105	только на	3	4
106	то и	4	4
107	и значением	5	4
108	в той	4	4
109	только потому	3	4
110	тем самым	8	4
111	того чтобы	19	4
112	так же	14	4
113	с другими	3	4
114	точки зрения	28	4
115	в данном	5	4
116	в сознании	6	4
117	в то	3	4
118	же самое	5	4
119	могли бы	5	4
120	если же	2	4
121	его в	2	4
122	и с	5	4
123	слова в	5	3
124	себе в	5	3
125	только не	11	3
126	и есть	2	3
127	никогда не	4	3
128	что между	2	3
129	связи с	4	3
130	в этих	2	3
131	и состоит	3	3
132	о человеке	2	3
133	и вместе	2	3
134	в смысле	6	3
135	именно в	6	3
136	но это	3	3
137	самого слова	3	3
138	еще не	4	3
139	в действительности	2	3
140	мы уже	3	3
141	к тому	7	3
142	к слову	14	3
143	на его	2	3
144	в самом	9	3
145	и следовательно	5	3
146	мы в	3	3
147	в виду	5	3
148	и их	5	3
149	в процессе	5	3
150	только что	5	3
151	связь между	6	3
152	и только	4	3
153	той же	8	3
154	все эти	6	3
155	и других	2	3
156	что у	4	3
157	на самом	3	3
158	лишь в	2	3
159	самом деле	6	3
160	слово и	9	3
161	должны быть	4	3
162	в речи	5	3
163	ко всем	2	3
164	и по	3	3
165	что то	2	3
166	слова с	4	3
167	это есть	4	3
168	в мысли	3	3
169	и значение	5	3
170	и до	2	3
171	в которых	2	3
172	то в	2	3
173	ту же	2	3
174	от одного	2	3
175	с точки	21	3
176	что эти	3	3
177	в первом	3	3
178	возможно только	2	3
179	относящихся к	4	2
180	признать что	2	2
181	от мысли	5	2
182	во время	2	2
183	я не	3	2
184	не могут	4	2
185	самого начала	7	2
186	состоит в	3	2
187	том же	2	2
188	в нашем	4	2
189	тому что	9	2
190	все что	6	2
191	нечто такое	2	2
192	столь же	2	2
193	с другой	4	2
194	из этих	3	2
195	точно так	2	2
196	в наших	4	2
197	представить себе	3	2
198	вопрос о	6	2
199	значение и	2	2
200	отношение к	2	2
201	что на	2	2
202	оно есть	5	2
203	том и	3	2
204	что делает	2	2
205	и здесь	2	2
206	в ее	6	2
207	в самой	3	2
208	у нас	2	2
209	из этого	2	2
210	об этом	3	2
211	мы и	2	2
212	только о	2	2
213	чем в	4	2
214	мы могли	6	2
215	по своему	9	2
216	в большинстве	2	2
217	и слова	6	2
218	отношения между	4	2
219	в свою	2	2
220	что по	2	2
221	она не	5	2
222	в сущности	9	2
223	никем не	2	2
224	которые мы	4	2
225	в ней	3	2
226	он не	3	2
227	той и	3	2
228	от ее	2	2
229	никто не	2	2
230	даже в	2	2
231	один из	2	2
232	его значения	3	2
233	данном случае	5	2
234	что она	8	2
235	отношений между	3	2
236	развития и	2	2
237	как она	5	2
238	развития мысли	2	2
239	мы видим	3	2
240	мысли от	2	2
241	и для	5	2
242	если мы	5	2
243	что его	2	2
244	но эта	2	2
245	как мы	14	2
246	и словом	5	2
247	и другое	3	2
248	эта связь	2	2
249	из которых	2	2
250	друг друга	4	2
251	и его	12	2
252	можно было	2	2
253	нас в	2	2
254	в своих	2	2
255	к ней	2	2
256	и при	2	2
257	к его	2	2
258	бы в	5	2
259	мы должны	6	2
260	но мы	3	2
261	его к	2	2
262	большинстве случаев	2	2
263	мысли в	9	2
264	в области	4	2
265	на деле	2	2
266	есть представление	2	2
267	имеет в	3	2
