N	2gram	Tiupa_Narr_1	Problema
1	и в	11	44
2	и не	23	35
3	то есть	9	34
4	может быть	15	28
5	потому что	5	25
6	по себе	4	25
7	то что	9	23
8	в том	8	21
9	только в	12	19
10	а не	13	18
11	в этом	12	17
12	также и	3	16
13	сказать что	2	16
14	и даже	2	14
15	не только	31	14
16	и то	3	14
17	не в	6	13
18	то же	8	13
19	той или	5	12
20	но в	7	12
21	том что	7	12
22	не является	3	11
23	не менее	3	10
24	но и	27	10
25	отнюдь не	2	10
26	у нас	3	10
27	как и	13	10
28	тем не	3	10
29	так и	5	10
30	это не	3	9
31	и от	2	9
32	и тем	4	9
33	в нем	4	9
34	не имеет	2	9
35	и с	3	9
36	же самое	2	9
37	как бы	6	9
38	что он	3	9
39	в то	4	9
40	никак не	2	9
41	в его	6	9
42	в данном	11	9
43	во всяком	2	9
44	перед нами	5	8
45	что в	3	8
46	или иной	4	8
47	того что	4	8
48	что мы	2	8
49	он не	3	8
50	как раз	6	8
51	как мы	2	8
52	в себе	6	8
53	связи с	2	8
54	здесь не	2	8
55	с другой	2	7
56	данном случае	8	7
57	не может	8	7
58	в связи	2	7
59	уже не	8	7
60	с ним	2	7
61	мы не	3	7
62	никогда не	4	6
63	можно сказать	5	6
64	всяком случае	2	6
65	в целом	3	6
66	такого рода	10	6
67	жизни и	6	6
68	и только	2	6
69	сами по	2	6
70	о том	4	6
71	все же	4	6
72	мы можем	2	6
73	не было	3	5
74	в нашем	3	5
75	в конце	2	5
76	да и	2	5
77	хотя и	4	5
78	в ней	4	5
79	другой стороны	2	5
80	в своем	3	5
81	а в	13	5
82	точки зрения	5	5
83	в таком	2	5
84	еще не	4	5
85	и о	3	5
86	в своей	5	5
87	как в	4	5
88	только на	2	5
89	тем самым	5	5
90	и его	10	5
91	едва ли	3	5
92	он сам	3	4
93	при этом	19	4
94	и притом	2	4
95	и является	2	4
96	но как	3	4
97	а также	6	4
98	в чем	2	4
99	или в	6	4
100	нас в	2	4
101	дело в	2	4
102	ни от	2	4
103	это уже	3	3
104	что у	4	3
105	прежде всего	4	3
106	на то	2	3
107	к тому	6	3
108	и как	3	3
109	в этой	6	3
110	для него	4	3
111	когда в	3	3
112	жизни а	3	3
113	в самом	6	3
114	могло бы	3	3
115	если бы	7	3
116	об этом	6	3
117	же в	2	3
118	то в	4	3
119	но не	4	3
120	в качестве	14	3
121	одно и	2	3
122	она не	2	3
123	ни о	2	3
124	быть и	2	3
125	если не	2	3
126	и все	3	3
127	все равно	2	3
128	в той	2	3
129	самом деле	3	3
130	и тогда	2	3
131	хотя бы	2	3
132	отличие от	2	3
133	у чехова	6	3
134	и ее	3	3
135	как будто	3	3
136	ничего не	2	3
137	в известном	2	2
138	именно в	3	2
139	в частности	14	2
140	в этих	2	2
141	до сих	2	2
142	о чем	4	2
143	у тургенева	2	2
144	тем же	2	2
145	однако в	3	2
146	с ее	2	2
147	из них	4	2
148	друг друга	2	2
149	столько же	2	2
150	о ней	3	2
151	в результате	2	2
152	он и	2	2
153	в начале	3	2
154	как это	3	2
155	мы имеем	3	2
156	для них	2	2
157	о его	2	2
158	она может	2	2
159	по своему	2	2
160	чем он	2	2
161	и после	2	2
162	но именно	3	2
163	в слове	3	2
164	дело не	2	2
165	себя в	2	2
166	вместе с	2	2
167	сих пор	2	2
168	человеческой жизни	2	2
169	только что	2	2
170	в отличие	2	2
171	и сама	2	2
172	на ее	2	2
173	героя в	3	2
174	который в	2	2
175	и для	2	2
176	как она	2	2
177	жизни но	2	2
178	и состоит	4	2
179	это было	2	2
