N	2gram	Medvedev_F_1	Istorich
1	и в	24	25
2	что он	3	22
3	вместе с	2	22
4	и т	12	20
5	т д	8	18
6	может быть	14	17
7	т е	34	16
8	не только	7	13
9	но и	7	13
10	в его	23	12
11	и не	20	11
12	уже не	2	11
13	все же	3	10
14	в этом	15	10
15	с другой	5	9
16	его в	3	9
17	и его	10	9
18	таким образом	13	9
19	с тем	2	8
20	связи с	3	8
21	что в	4	8
22	еще не	6	8
23	на него	2	8
24	все эти	6	8
25	и что	2	8
26	и на	8	8
27	в частности	4	7
28	мы видели	2	7
29	как и	11	7
30	но это	3	7
31	то что	8	7
32	одной стороны	4	7
33	в нем	14	7
34	с одной	4	7
35	и здесь	6	7
36	только в	2	7
37	это не	2	6
38	прежде всего	22	6
39	что и	2	6
40	как в	8	6
41	не может	16	6
42	не в	8	6
43	в том	6	6
44	ясно что	3	5
45	с этим	2	5
46	как мы	5	5
47	но все	2	5
48	но не	3	5
49	мы увидим	4	5
50	в ней	10	5
51	в него	2	5
52	так же	4	5
53	входит в	6	5
54	мы не	3	5
55	не менее	11	4
56	не как	4	4
57	с другими	4	4
58	в ее	8	4
59	в пределах	6	4
60	же как	2	4
61	в основном	3	4
62	все это	9	4
63	в связи	4	4
64	то же	10	4
65	в истории	4	4
66	от этого	2	4
67	он не	3	4
68	и это	2	4
69	в которой	4	4
70	с ним	2	4
71	в другой	2	3
72	никогда не	4	3
73	и как	3	3
74	и все	6	3
75	в целом	6	3
76	нем и	2	3
77	в свою	8	3
78	в этой	6	3
79	в то	9	3
80	и пр	17	3
81	и др	5	3
82	в особенности	3	3
83	друг друга	4	3
84	его не	2	3
85	а в	6	3
86	и с	8	3
87	они не	3	3
88	или же	3	3
89	фигурирует в	2	2
90	одновременно с	2	2
91	под влиянием	2	2
92	его и	2	2
93	формы и	5	2
94	вовсе не	10	2
95	а как	2	2
96	вопрос о	2	2
97	по себе	5	2
98	в различных	2	2
99	же в	3	2
100	с этой	4	2
101	по существу	2	2
102	одна из	2	2
103	в формах	4	2
104	социальной жизни	11	2
105	до сих	6	2
106	она не	6	2
107	но есть	2	2
108	жизни и	7	2
109	если бы	4	2
110	или на	2	2
111	как таковое	2	2
112	таким же	2	2
113	но для	3	2
114	их на	2	2
115	как бы	6	2
116	и потому	9	2
117	еще в	2	2
118	один из	3	2
119	должен быть	5	2
120	сих пор	6	2
121	в своей	11	2
122	отношению к	4	2
123	когда он	3	2
124	во всех	5	2
125	том чтобы	2	2
126	время в	3	2
127	со стороны	5	2
128	так например	3	2
129	по отношению	4	2
130	и других	3	2
131	эта связь	2	2
132	самом деле	6	2
133	а не	10	2
134	того что	5	2
135	чтобы он	2	2
136	точки зрения	16	2
137	во всем	2	2
138	из воды	2	2
139	тех же	2	2
140	особенно в	3	2
141	на нее	2	2
142	ничего не	2	2
