N	2gram	Bakhtin_Fr_5	Psycholo
1	то что	2	37
2	и в	45	30
3	в том	10	27
4	что в	12	24
5	и что	2	23
6	потому что	7	23
7	том что	7	21
8	для того	6	20
9	таким образом	8	20
10	того чтобы	6	20
11	как бы	12	19
12	что он	6	17
13	если мы	2	16
14	не только	14	16
15	в самом	4	14
16	в этом	14	14
17	так же	8	13
18	как раз	5	13
19	то есть	25	13
20	в сущности	4	12
21	вместе с	3	12
22	может быть	2	11
23	как на	4	11
24	о том	4	10
25	не может	5	9
26	сказать что	4	9
27	так как	6	9
28	с тем	2	8
29	что это	2	8
30	он должен	2	8
31	к тому	2	8
32	не в	7	8
33	а не	4	8
34	при этом	2	8
35	того что	3	8
36	самом деле	5	8
37	мы видим	5	8
38	и это	4	8
39	в нем	10	7
40	и как	5	7
41	но не	4	7
42	мы можем	2	7
43	все же	2	7
44	то же	11	7
45	точки зрения	4	7
46	как это	4	7
47	в основе	4	7
48	в своем	11	6
49	что она	3	6
50	именно в	3	6
51	как и	10	6
52	и если	2	6
53	и для	3	6
54	но и	10	6
55	что все	2	6
56	и не	15	6
57	жизни и	8	6
58	и его	13	6
59	и здесь	4	6
60	мы уже	4	6
61	на этом	5	6
62	и есть	2	5
63	в целом	2	5
64	несмотря на	2	5
65	как мы	8	5
66	в этой	6	5
67	до сих	3	5
68	было бы	2	5
69	когда он	2	5
70	один из	2	5
71	сих пор	3	5
72	рядом с	2	5
73	но в	14	5
74	только в	4	5
75	же самое	2	5
76	бы в	4	5
77	и все	7	4
78	прежде всего	10	4
79	и к	5	4
80	в своей	3	4
81	от того	3	4
82	в ней	8	4
83	в его	13	4
84	в них	6	4
85	а в	4	4
86	там где	3	4
87	мы говорили	2	4
88	в конце	7	4
89	что эта	2	4
90	о чем	3	4
91	не могут	2	3
92	и другие	3	3
93	у него	4	3
94	хотя бы	2	3
95	это не	3	3
96	из этих	3	3
97	это в	2	3
98	к этому	2	3
99	вовсе не	8	3
100	что на	3	3
101	видим что	2	3
102	об этом	4	3
103	для него	3	3
104	друг с	2	3
105	он не	6	3
106	что и	7	3
107	ни в	3	3
108	данном случае	2	3
109	так и	6	3
110	как в	3	3
111	в их	4	3
112	так например	2	3
113	так в	2	3
114	и только	2	3
115	этом отношении	5	3
116	по поводу	4	3
117	и о	4	3
118	с другом	2	3
119	и наконец	2	3
120	на этот	3	3
121	той же	4	3
122	мы не	4	3
123	можно было	4	3
124	но он	3	3
125	и на	5	3
126	в данном	2	3
127	в другом	3	3
128	перед нами	4	2
129	в отношении	2	2
130	с которой	2	2
131	с его	7	2
132	же как	4	2
133	связи с	6	2
134	он в	2	2
135	себя и	2	2
136	чем не	2	2
137	в одной	3	2
138	с этим	4	2
139	в одном	3	2
140	в каждом	2	2
141	с помощью	3	2
142	можно сказать	2	2
143	он был	7	2
144	в романе	11	2
145	по существу	3	2
146	когда в	2	2
147	того же	3	2
148	и та	2	2
149	это очень	2	2
150	происходит как	2	2
151	на том	2	2
152	как они	3	2
153	в качестве	2	2
154	еще в	2	2
155	внутреннее противоречие	2	2
156	должен быть	2	2
157	но мы	2	2
158	еще один	2	2
159	во всех	13	2
160	и до	2	2
161	все это	7	2
162	но его	3	2
163	в отличие	2	2
164	в течение	3	2
165	это и	5	2
166	в себя	5	2
167	мы находим	4	2
168	и вот	3	2
169	с точки	2	2
170	и даже	4	2
171	и он	3	2
172	с это	2	2
173	отличие от	2	2
174	ничего не	4	2
175	в которых	3	2
176	и с	10	2
177	в то	11	2
178	ту же	2	2
179	как он	3	2
180	все эти	5	2
181	дело в	3	2
182	и ни	3	2
183	почти не	2	2
184	нет ни	2	2
185	но она	3	2
186	на самом	5	2
