N	2gram	Bakhtin_Fr_8	formyVre
1	и в	56	50
2	то есть	24	33
3	в романе	21	32
4	в этом	14	25
5	в нем	8	24
6	и его	12	16
7	в литературе	3	16
8	прежде всего	6	15
9	и не	9	14
10	как мы	7	14
11	вовсе не	6	13
12	как раз	2	13
13	в его	18	13
14	так и	13	12
15	человека и	2	11
16	может быть	3	11
17	таким образом	17	11
18	мы уже	10	11
19	то же	11	11
20	и как	2	10
21	времени и	4	10
22	но в	6	10
23	в том	13	9
24	же время	10	9
25	и др	8	9
26	в особенности	4	9
27	все эти	15	9
28	в других	2	9
29	в то	12	9
30	не только	8	9
31	с его	5	9
32	роль в	5	9
33	в самом	9	8
34	его жизни	2	8
35	и их	8	8
36	но и	9	8
37	и на	7	8
38	как и	5	8
39	ни в	2	8
40	не было	5	7
41	характер и	3	7
42	и во	2	7
43	в условиях	5	7
44	времени в	3	7
45	так сказать	5	7
46	все же	2	6
47	в частности	7	6
48	это не	2	6
49	например в	4	6
50	с ее	5	6
51	в их	3	6
52	не может	2	6
53	так же	2	6
54	в результате	5	6
55	так как	4	6
56	у него	7	6
57	и все	6	6
58	связи с	6	6
59	во всех	8	6
60	то что	3	6
61	время в	3	6
62	в ее	6	6
63	что в	5	5
64	и другие	5	5
65	в образе	3	5
66	не в	3	5
67	в пределах	5	5
68	и до	10	5
69	в связи	3	5
70	в основе	4	5
71	точки зрения	6	5
72	всех этих	3	5
73	если бы	2	5
74	романа в	2	5
75	но не	5	5
76	еще не	10	5
77	он не	5	5
78	того чтобы	4	5
79	для того	2	5
80	том числе	3	4
81	в своем	3	4
82	характерно что	2	4
83	кроме того	3	4
84	до конца	11	4
85	в котором	2	4
86	все это	8	4
87	конечно и	3	4
88	потому что	6	4
89	и с	8	4
90	в ней	4	4
91	в них	11	4
92	то время	2	4
93	на площади	2	4
94	конечно не	4	4
95	в процессе	5	4
96	и т.п	11	4
97	в той	6	4
98	том что	8	4
99	и для	2	4
100	и то	2	4
101	только в	9	4
102	в этих	11	3
103	в отношении	5	3
104	связаны с	6	3
105	с тем	2	3
106	при этом	4	3
107	себе и	2	3
108	хотя и	2	3
109	здесь нет	3	3
110	один из	5	3
111	в форме	3	3
112	с одной	4	3
113	и других	4	3
114	они не	5	3
115	а в	2	3
116	и те	2	3
117	их в	4	3
118	сказать что	3	3
119	его в	2	3
120	в одном	2	3
121	был бы	3	3
122	и образ	2	3
123	к этому	2	3
124	значение и	2	3
125	уже говорили	7	3
126	к концу	2	3
127	в качестве	4	3
128	одной из	3	3
129	в сущности	8	3
130	по преимуществу	2	3
131	и потому	4	3
132	что и	3	3
133	вместе с	2	3
134	сих пор	8	3
135	характер это	2	3
136	только на	2	3
137	во всей	2	3
138	а не	2	3
139	между ними	2	3
140	мы не	2	3
141	мы видим	6	3
142	более того	3	3
143	и ее	4	3
144	в себе	4	3
145	все его	3	3
146	до сих	8	3
147	уже в	2	2
148	совсем не	2	2
149	новое и	3	2
150	никогда не	5	2
151	в нашем	2	2
152	друг другу	2	2
153	с другой	2	2
154	мир и	2	2
155	что все	4	2
156	но дело	2	2
157	и были	2	2
158	они были	4	2
159	с их	2	2
160	романа к	2	2
161	числе и	2	2
162	момент в	2	2
163	для него	2	2
164	одной стороны	2	2
165	мы встречаем	2	2
166	времени с	2	2
167	в некоторых	3	2
168	ни с	5	2
169	существенную роль	3	2
170	еще и	3	2
171	на них	3	2
172	мы находим	3	2
173	с помощью	3	2
174	он становится	2	2
175	и даже	8	2
176	рядом с	3	2
177	к ним	2	2
178	в которых	2	2
179	также и	2	2
180	их и	2	2
181	но он	3	2
182	той или	2	2
183	и еще	2	2
184	во всем	4	2
185	с ним	2	2
186	во многом	2	2
187	весь роман	2	2
188	с исключительной	2	2
189	из нее	2	2
190	не как	2	2
191	и к	4	2
192	одна из	4	2
193	во все	3	2
194	здесь в	3	2
195	не были	3	2
196	было бы	2	2
197	а также	3	2
198	и всей	3	2
199	в своей	2	2
200	как бы	11	2
201	в центре	2	2
202	уже не	3	2
203	в значительной	2	2
204	и эта	2	2
205	с точки	2	2
206	громадную роль	3	2
207	в которой	4	2
208	той же	6	2
209	в данном	2	2
210	в каком	2	2
211	ту же	4	2
212	далеко не	2	2
213	слова и	3	2
214	др в	2	2
215	дело в	2	2
216	там где	3	2
217	здесь как	2	2
218	характер в	3	2
219	но по	4	2
