N	2gram	Losev_Prob_1	FransuaR
1	и в	32	41
2	то есть	33	20
3	таким образом	6	19
4	в этом	19	15
5	и все	7	14
6	как и	3	14
7	в этой	10	13
8	то же	10	13
9	все эти	8	13
10	мы уже	5	12
11	в его	6	12
12	прежде всего	10	11
13	в том	9	11
14	как мы	7	11
15	в себе	15	11
16	так и	12	10
17	все это	7	10
18	в то	6	10
19	в качестве	2	9
20	и его	3	9
21	не в	4	9
22	но и	9	9
23	в своем	5	9
24	что в	12	9
25	в конце	6	8
26	по существу	2	8
27	то что	42	8
28	но в	14	8
29	в них	7	7
30	вовсе не	35	7
31	как бы	14	7
32	в нем	13	7
33	и не	31	7
34	это не	6	6
35	ни в	7	6
36	мы видим	2	6
37	есть в	5	6
38	для него	2	6
39	и до	2	6
40	только в	7	6
41	о том	11	6
42	уже в	3	5
43	не только	17	5
44	вместе с	2	5
45	как в	4	5
46	того как	3	5
47	а в	4	5
48	к нему	3	5
49	и для	4	5
50	так же	9	5
51	на одном	2	5
52	точки зрения	3	5
53	и это	9	5
54	потому что	16	5
55	что это	3	4
56	хотя и	6	4
57	но он	3	4
58	и здесь	6	4
59	момент в	2	4
60	том что	12	4
61	но все	3	4
62	было бы	8	4
63	в сущности	2	4
64	может быть	14	4
65	он не	3	4
66	в виду	6	4
67	на этой	2	4
68	должно быть	2	4
69	и на	8	4
70	и с	2	4
71	конце концов	4	4
72	ничего не	10	4
73	поэтому и	2	3
74	и есть	6	3
75	в отношении	3	3
76	того же	3	3
77	и потому	2	3
78	но это	8	3
79	по этому	3	3
80	совсем не	4	3
81	в своей	8	3
82	есть и	3	3
83	оказывается что	2	3
84	кроме того	2	3
85	при этом	6	3
86	но именно	3	3
87	в это	2	3
88	из них	3	3
89	но есть	2	3
90	несмотря на	3	3
91	например в	2	3
92	о нем	3	3
93	что он	7	3
94	во всех	7	3
95	в их	4	3
96	не может	8	3
97	не было	4	3
98	тем самым	4	3
99	с точки	3	3
100	не имеет	2	3
101	можно было	3	3
102	нас в	2	3
103	тем что	7	3
104	не на	3	3
105	его в	6	3
106	так как	11	3
107	учение о	3	2
108	перед нами	5	2
109	что все	3	2
110	с его	2	2
111	все время	2	2
112	именно в	4	2
113	никогда не	7	2
114	в отдельности	4	2
115	в этих	3	2
116	себе все	2	2
117	здесь только	2	2
118	другими словами	3	2
119	и так	2	2
120	и во	3	2
121	с этим	3	2
122	направление в	2	2
123	на самом	6	2
124	вещи в	4	2
125	есть не	6	2
126	и ее	8	2
127	к тому	3	2
128	и еще	3	2
129	нас не	2	2
130	следовательно и	2	2
131	и как	6	2
132	оно и	3	2
133	более или	3	2
134	по своему	9	2
135	еще не	9	2
136	того что	7	2
137	и может	2	2
138	со всеми	2	2
139	мы в	3	2
140	свидетельствует о	3	2
141	на том	4	2
142	нужно сказать	3	2
143	а также	4	2
144	оно не	3	2
145	здесь нет	2	2
146	не есть	29	2
147	же в	4	2
148	образом и	2	2
149	или менее	3	2
150	и всегда	2	2
151	во всей	3	2
152	как нечто	8	2
153	в связи	4	2
154	и сама	2	2
155	его как	2	2
156	не просто	23	2
157	только на	4	2
158	а не	15	2
159	мы здесь	2	2
160	а только	5	2
161	бы оно	3	2
162	уже не	3	2
163	особенно в	2	2
164	что значит	3	2
165	мы не	2	2
166	или в	4	2
167	в данном	9	2
168	и то	6	2
169	в результате	2	2
170	их в	4	2
171	во всяком	7	2
172	может иметь	2	2
173	для нашего	2	2
174	в литературе	4	2
175	в которых	3	2
176	также и	11	2
177	далеко не	5	2
178	как он	4	2
179	дело в	3	2
180	в чем	3	2
181	в которой	2	2
182	с ним	3	2
183	в области	2	2
184	мы имеем	2	2
185	это было	2	2
186	том как	2	2
