N	2gram	Bakhtin_Pr_1	Myslijsy
1	потому что	12	46
2	то есть	24	34
3	в том	11	32
4	и в	23	30
5	может быть	21	28
6	то же	10	23
7	не только	13	21
8	только в	8	21
9	для нас	3	20
10	но и	11	19
11	том что	9	18
12	то что	18	18
13	того что	2	18
14	что в	8	17
15	по себе	7	16
16	в себе	5	16
17	в сознании	2	15
18	не в	6	15
19	и не	34	15
20	а не	20	15
21	таким образом	11	14
22	что и	5	13
23	так как	7	13
24	точно так	2	12
25	вместе с	2	12
26	а в	7	12
27	если бы	10	12
28	этого слова	2	11
29	так и	10	11
30	как и	8	10
31	как в	6	10
32	в этом	25	10
33	в то	10	10
34	из этих	2	9
35	для него	15	9
36	было бы	6	9
37	в нем	20	9
38	мы не	2	9
39	между тем	5	9
40	в самом	8	8
41	от того	2	8
42	с другой	2	7
43	вовсе не	8	7
44	как мы	5	7
45	но не	8	7
46	есть не	2	7
47	тем что	3	7
48	имеет значение	2	6
49	же что	2	6
50	а потому	2	6
51	что он	10	6
52	но это	5	6
53	из них	2	6
54	например в	3	6
55	то и	2	6
56	не может	11	6
57	уже не	8	6
58	с ним	6	6
59	уже в	5	5
60	не могут	6	5
61	в них	3	5
62	по крайней	2	5
63	и как	8	5
64	же время	7	5
65	в своем	8	5
66	еще не	5	5
67	крайней мере	2	5
68	и тем	2	5
69	отношению к	11	5
70	по отношению	11	5
71	как на	2	5
72	с другими	7	5
73	тому как	3	5
74	сказать что	5	5
75	оно не	2	4
76	для понимания	3	4
77	что именно	2	4
78	в смысле	2	4
79	все это	7	4
80	все что	3	4
81	то время	2	4
82	в его	24	4
83	себя и	2	4
84	была бы	2	4
85	в котором	2	4
86	один из	2	4
87	другой стороны	2	4
88	и его	13	4
89	он не	4	4
90	не было	3	4
91	все равно	2	4
92	для того	2	4
93	и по	2	4
94	что для	2	4
95	мы должны	2	4
96	в один	2	4
97	и это	5	4
98	и потому	3	4
99	в каждой	2	4
100	слово в	2	4
101	в человеке	6	3
102	и есть	5	3
103	тому что	2	3
104	прежде всего	7	3
105	и все	3	3
106	что все	3	3
107	к этому	2	3
108	именно в	6	3
109	него самого	3	3
110	есть в	3	3
111	само по	2	3
112	до сих	2	3
113	можно сказать	2	3
114	при этом	3	3
115	никак не	2	3
116	что она	2	3
117	как бы	28	3
118	для себя	2	3
119	в целом	4	3
120	на него	2	3
121	со стороны	2	3
122	человеческой жизни	2	3
123	того чтобы	4	3
124	к нему	3	3
125	друг друга	3	3
126	так же	6	3
127	в каждом	8	3
128	и на	10	3
129	в искусстве	2	3
130	говорить о	2	3
131	за ним	2	3
132	его в	4	3
133	в первом	2	3
134	там где	6	3
135	заметить что	2	3
136	в которой	4	3
137	сих пор	2	3
138	перед нами	4	2
139	но все	4	2
140	только при	2	2
141	не столько	3	2
142	не как	12	2
143	в одном	9	2
144	это в	2	2
145	нам кажется	4	2
146	а как	6	2
147	есть то	3	2
148	образ а	2	2
149	его к	4	2
150	не дает	3	2
151	слова но	2	2
152	на котором	2	2
153	все в	6	2
154	сливается с	2	2
155	мы видим	3	2
156	в этой	4	2
157	но как	3	2
158	у него	6	2
159	она не	5	2
160	несмотря на	6	2
161	на его	2	2
162	он говорит	2	2
163	и о	3	2
164	мы уже	2	2
165	за пределы	6	2
166	был бы	5	2
167	даже в	2	2
168	все же	5	2
169	же в	2	2
170	зрения и	2	2
171	жизни и	6	2
172	в своей	11	2
173	мысли и	2	2
174	в их	3	2
175	в форме	6	2
176	входит в	2	2
177	образ в	2	2
178	этом отношении	5	2
179	это и	9	2
180	самом деле	5	2
181	и наконец	5	2
182	и даже	3	2
183	и притом	2	2
184	идеи в	7	2
185	той же	6	2
186	ему не	2	2
187	в которых	2	2
188	на мир	8	2
189	их в	2	2
190	ни в	3	2
191	точки зрения	21	2
192	подобно тому	3	2
193	то он	3	2
194	бы в	3	2
195	отношении к	2	2
196	о том	2	2
197	и самое	2	2
198	так сказать	3	2
199	в области	3	2
200	нет ни	2	2
201	и с	4	2
