N	2gram	Potebnia_M_2	Istorich
1	что он	4	24
2	и т	6	19
3	не только	15	18
4	т д	3	18
5	может быть	23	17
6	никогда не	4	15
7	и в	24	15
8	но и	9	14
9	так как	10	14
10	так же	2	13
11	что в	16	12
12	а в	8	12
13	то что	20	12
14	в этих	3	11
15	мы знаем	2	11
16	и не	19	11
17	в этом	8	11
18	что они	5	10
19	его в	3	10
20	то же	12	10
21	с тем	4	9
22	еще не	4	9
23	все же	5	9
24	и здесь	2	9
25	в другом	2	9
26	потому что	49	9
27	связи с	6	8
28	один из	2	8
29	мы видим	2	8
30	мы можем	12	8
31	в животных	4	7
32	том что	8	7
33	в нем	9	7
34	вместе с	11	7
35	сих пор	4	7
36	таким образом	11	7
37	не в	13	7
38	точно так	9	6
39	так что	10	6
40	до сих	4	6
41	что это	3	6
42	в его	2	6
43	как бы	9	6
44	то это	3	6
45	что и	11	6
46	и что	4	6
47	в том	18	6
48	только в	11	6
49	но в	4	6
50	и есть	2	5
51	с этим	7	5
52	прежде всего	7	5
53	в одном	6	5
54	но все	2	5
55	как в	10	5
56	было бы	13	5
57	этого не	2	5
58	в котором	4	5
59	на него	3	5
60	так и	5	5
61	что она	3	5
62	не может	12	5
63	в связи	2	5
64	а не	18	5
65	к которому	2	5
66	с одной	4	4
67	вопрос о	2	4
68	у него	2	4
69	для нас	31	4
70	но это	3	4
71	при этом	13	4
72	но он	2	4
73	в ней	3	4
74	того как	7	4
75	и они	2	4
76	только после	2	4
77	они не	4	4
78	тем что	7	4
79	и на	8	4
80	в себе	10	4
81	мы должны	2	4
82	все эти	2	4
83	всех этих	2	3
84	в состоянии	6	3
85	и его	2	3
86	из этих	4	3
87	на то	5	3
88	как это	2	3
89	одной стороны	3	3
90	мог бы	3	3
91	между прочим	4	3
92	не совсем	3	3
93	но если	2	3
94	по мере	5	3
95	о том	5	3
96	все это	2	3
97	по отношению	2	3
98	так в	4	3
99	после того	2	3
100	в себя	2	3
101	того что	7	3
102	мы не	11	3
103	тому как	4	3
104	подобно тому	4	3
105	что мы	11	3
106	как он	4	3
107	и это	2	3
108	в других	4	3
109	если это	2	3
110	на вопрос	3	2
111	уже в	5	2
112	во время	4	2
113	зависит от	2	2
114	не было	6	2
115	самого начала	2	2
116	на другой	2	2
117	могут быть	8	2
118	смысле этого	3	2
119	себя и	2	2
120	с другой	6	2
121	это не	3	2
122	не столько	2	2
123	в жизни	2	2
124	на самом	2	2
125	главным образом	4	2
126	некоторое время	2	2
127	и вместе	4	2
128	что у	2	2
129	как и	7	2
130	в нее	4	2
131	такой же	4	2
132	одна из	4	2
133	но не	12	2
134	без участия	2	2
135	а то	2	2
136	могла бы	3	2
137	одно из	3	2
138	некоторых случаях	2	2
139	мере того	4	2
140	в нашей	2	2
141	и может	3	2
142	того чтобы	2	2
143	и если	4	2
144	мы в	3	2
145	например в	3	2
146	и для	3	2
147	на звук	2	2
148	не все	2	2
149	хотя бы	2	2
150	из них	5	2
151	во всех	7	2
152	и их	5	2
153	в некоторых	4	2
154	и только	6	2
155	другой стороны	2	2
156	той же	3	2
157	а с	2	2
158	с самого	2	2
159	человека в	3	2
160	превращается в	2	2
161	когда мы	2	2
162	самом деле	2	2
163	то не	3	2
164	тем самым	4	2
165	к таким	2	2
166	и по	2	2
167	его не	3	2
168	или в	2	2
169	с другими	5	2
170	с ними	3	2
171	и то	3	2
172	сказать что	2	2
173	также что	2	2
174	то мы	2	2
175	к ней	2	2
176	находится в	3	2
177	состоит в	2	2
178	слова в	5	2
179	его на	2	2
180	его уже	2	2
181	так сказать	4	2
182	их в	2	2
183	заметить что	6	2
184	в которой	5	2
185	в эту	3	2
