N	2gram	Voloshinov_1	KulturaY
1	и в	12	23
2	не только	4	20
3	в том	6	19
4	в этом	4	18
5	и не	10	16
6	так как	9	15
7	может быть	14	15
8	точки зрения	14	14
9	если бы	9	12
10	в самом	4	12
11	все эти	3	12
12	том что	5	11
13	но в	5	11
14	что в	2	10
15	по себе	3	10
16	а не	5	10
17	то что	5	9
18	самом деле	3	9
19	хотя бы	5	9
20	не может	16	9
21	с другой	4	8
22	прежде всего	8	8
23	не в	4	8
24	уже не	4	8
25	и что	2	8
26	и пр	3	8
27	с точки	2	8
28	не менее	3	7
29	в нашем	11	7
30	все же	4	7
31	но и	3	7
32	другой стороны	2	7
33	с помощью	6	7
34	и с	3	7
35	это не	2	6
36	да и	3	6
37	но не	2	6
38	что не	4	6
39	тем не	3	6
40	речи в	2	6
41	то же	5	6
42	слово это	2	6
43	между тем	3	6
44	и на	4	6
45	что мы	5	6
46	должна быть	5	5
47	ясно что	3	5
48	еще не	3	5
49	в его	2	5
50	слова и	6	5
51	вместе с	2	5
52	все это	3	5
53	таким образом	12	5
54	там где	2	5
55	как это	2	5
56	и то	2	5
57	и здесь	2	5
58	только в	6	5
59	зависимости от	4	5
60	мы имеем	2	5
61	была бы	2	4
62	отнюдь не	5	4
63	в зависимости	2	4
64	в них	3	4
65	к этому	2	4
66	можно сказать	5	4
67	для нас	7	4
68	ни в	3	4
69	но все	2	4
70	в пределах	3	4
71	от того	4	4
72	как бы	13	4
73	в нем	6	4
74	так же	3	4
75	в данном	2	4
76	сказать что	7	4
77	могут быть	2	4
78	в каком	3	4
79	в то	2	4
80	в особенности	2	4
81	ничего не	2	4
82	так и	4	4
83	уже в	2	3
84	что слово	2	3
85	но это	2	3
86	до конца	2	3
87	но для	3	3
88	в ней	6	3
89	он не	2	3
90	что и	2	3
91	как не	2	3
92	в процессе	6	3
93	как в	5	3
94	смысл и	2	3
95	в форме	2	3
96	те же	2	3
97	того что	3	3
98	и по	3	3
99	и его	13	3
100	выражение в	2	3
101	на это	2	3
102	здесь не	3	3
103	в виду	5	3
104	в атмосфере	2	2
105	в отношении	2	2
106	и более	3	2
107	никогда не	5	2
108	оно не	2	2
109	с этой	2	2
110	и все	2	2
111	на все	2	2
112	его к	2	2
113	но зато	2	2
114	и потому	2	2
115	с одной	2	2
116	но что	2	2
117	она не	2	2
118	на примере	2	2
119	при этом	6	2
120	мы в	2	2
121	к слову	2	2
122	конечно не	3	2
123	к нему	4	2
124	в своей	3	2
125	все они	2	2
126	данном случае	2	2
127	и следовательно	5	2
128	в своем	2	2
129	и для	3	2
130	на самом	4	2
131	как и	5	2
132	этой точки	3	2
133	в корне	2	2
134	быть только	2	2
135	нуждается в	3	2
136	и вообще	3	2
137	ни на	2	2
