N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	19	29
2	том что	8	27
3	в том	18	27
4	в этом	11	21
5	но и	10	19
6	что в	6	19
7	не только	16	19
8	о том	2	17
9	что он	3	13
10	в его	9	13
11	то что	4	11
12	все это	2	11
13	в которой	2	11
14	к тому	4	10
15	таким образом	3	10
16	в своем	2	9
17	так и	11	9
18	и не	15	9
19	потому что	3	9
20	он не	4	9
21	как раз	3	8
22	но в	7	8
23	в самом	5	7
24	в виду	5	7
25	я не	2	7
26	в своей	5	7
27	тому что	2	7
28	для того	2	7
29	не столько	3	7
30	об этом	2	6
31	в одном	2	6
32	вовсе не	2	6
33	и что	3	6
34	того чтобы	2	6
35	и его	12	6
36	и на	2	6
37	о чем	2	5
38	прежде всего	4	5
39	была бы	3	5
40	в той	3	5
41	в качестве	24	5
42	как бы	9	5
43	своего рода	5	5
44	а не	9	5
45	того что	4	5
46	между тем	4	5
47	точки зрения	10	5
48	в русской	3	5
49	времени и	2	4
50	именно в	2	4
51	в частности	13	4
52	с другой	7	4
53	в романе	3	4
54	не в	7	4
55	для него	4	4
56	и к	3	4
57	и о	3	4
58	хотя и	3	4
59	в нем	5	4
60	в другом	3	4
61	не менее	3	3
62	в этих	3	3
63	не является	4	3
64	но он	3	3
65	могло быть	2	3
66	по себе	2	3
67	ни в	5	3
68	но не	11	3
69	одной из	2	3
70	например в	3	3
71	никогда не	2	3
72	не могло	2	3
73	другой стороны	5	3
74	как в	2	3
75	в их	5	3
76	а с	2	3
77	в году	2	3
78	и по	2	3
79	так же	2	3
80	отношении к	2	3
81	в отношении	3	2
82	с его	6	2
83	и более	2	2
84	и другие	2	2
85	если бы	3	2
86	и др	2	2
87	в них	2	2
88	в какой	2	2
89	в словаре	2	2
90	что и	2	2
91	тем не	3	2
92	в ее	5	2
93	как и	2	2
94	и как	3	2
95	только о	2	2
96	в этой	2	2
97	в то	6	2
98	по своему	2	2
99	случае не	2	2
100	такого рода	10	2
101	может быть	14	2
102	первой части	2	2
103	и потому	2	2
104	а также	5	2
105	на почве	3	2
106	даже в	3	2
107	только в	5	2
108	ее в	2	2
109	как говорит	3	2
110	дело не	2	2
111	со стороны	2	2
112	или менее	5	2
113	не на	3	2
114	не может	7	2
115	тогда как	13	2
116	то же	10	2
117	все эти	2	2
118	при этом	13	2
119	в отличие	7	2
120	более или	5	2
121	по пути	4	2
122	с точки	3	2
123	в данном	4	2
124	сказать что	4	2
125	языка в	4	2
126	в каком	2	2
127	в себе	9	2
128	его в	2	2
129	и это	2	2
130	и который	2	2
131	как это	5	2
132	того же	2	2
133	отличие от	7	2
134	в области	6	2
