N	2gram	Bakhtin_Pr_3	KulturaY
1	потому что	5	25
2	и в	53	23
3	не только	4	20
4	в том	14	19
5	в этом	8	18
6	и не	15	16
7	было бы	5	15
8	так как	7	15
9	может быть	12	15
10	точки зрения	4	14
11	в самом	2	12
12	все эти	9	12
13	том что	5	11
14	в области	3	11
15	но в	5	11
16	что в	2	10
17	а не	11	10
18	вовсе не	3	9
19	в сущности	10	9
20	то что	9	9
21	хотя бы	2	9
22	не может	2	9
23	с другой	2	8
24	прежде всего	15	8
25	не в	2	8
26	с точки	2	8
27	что это	2	7
28	не менее	3	7
29	но и	7	7
30	и с	6	7
31	это не	6	6
32	да и	2	6
33	но не	5	6
34	тем не	2	6
35	то же	6	6
36	между тем	2	6
37	и на	18	6
38	я не	4	5
39	что он	4	5
40	по существу	5	5
41	тот же	2	5
42	еще не	5	5
43	несмотря на	2	5
44	в его	8	5
45	один из	6	5
46	и тем	2	5
47	слова и	3	5
48	вместе с	2	5
49	все это	8	5
50	таким образом	6	5
51	как это	2	5
52	только в	4	5
53	зависимости от	2	5
54	также и	4	5
55	в зависимости	2	4
56	в них	2	4
57	перед нами	5	4
58	к этому	4	4
59	можно сказать	8	4
60	что я	2	4
61	своего рода	3	4
62	хотя и	4	4
63	как бы	14	4
64	в нем	10	4
65	в связи	2	4
66	не было	4	4
67	сказать что	10	4
68	могут быть	4	4
69	говорить о	2	4
70	в то	5	4
71	в конце	3	4
72	в особенности	2	4
73	ничего не	6	4
74	так и	6	4
75	уже в	2	3
76	казалось бы	3	3
77	главным образом	3	3
78	же время	5	3
79	а также	4	3
80	в соответствии	2	3
81	но это	3	3
82	большей или	3	3
83	того же	2	3
84	в большей	2	3
85	меньшей степени	2	3
86	в ней	7	3
87	он не	3	3
88	а главное	2	3
89	что и	3	3
90	как в	7	3
91	в форме	6	3
92	с этим	2	3
93	не знает	4	3
94	именно в	2	3
95	как мы	5	3
96	и по	3	3
97	а в	2	3
98	и его	10	3
99	тем что	2	3
100	или меньшей	3	3
101	и это	3	3
102	есть в	3	3
103	здесь не	4	3
104	темы и	4	2
105	и более	2	2
106	эти темы	2	2
107	никогда не	2	2
108	смысле этого	2	2
109	и от	3	2
110	и все	10	2
111	но здесь	2	2
112	и до	5	2
113	на все	2	2
114	связанные с	3	2
115	всякого рода	3	2
116	и потому	5	2
117	как будто	2	2
118	при этом	3	2
119	и если	3	2
120	конечно не	4	2
121	что касается	2	2
122	и даже	2	2
123	характерное для	2	2
124	мы видели	2	2
125	по сравнению	4	2
126	в своей	3	2
127	в их	2	2
128	и для	4	2
129	все равно	4	2
130	достоевского и	6	2
131	как и	11	2
132	образом в	2	2
133	в той	2	2
134	здесь мы	2	2
135	и у	7	2
136	для этой	2	2
137	той же	5	2
138	почти всегда	3	2
139	конечно и	4	2
140	быть только	2	2
141	даже и	2	2
142	в своих	2	2
143	соответствии с	2	2
144	и вообще	3	2
145	как у	5	2
146	мы должны	4	2
147	мне не	2	2
148	большинстве случаев	4	2
149	это конечно	2	2
150	не то	3	2
