N	2gram	Bakhtin_Pr_5	Tragedij
1	и в	35	18
2	в этом	14	9
3	не только	10	8
4	он сам	6	7
5	и не	27	7
6	и на	6	7
7	и с	12	7
8	может быть	14	7
9	как бы	31	7
10	что он	24	6
11	и его	14	6
12	же время	10	6
13	у него	4	6
14	но в	19	6
15	все же	8	5
16	что это	4	5
17	так и	8	5
18	это не	3	5
19	не может	18	5
20	то же	15	5
21	а я	10	5
22	в дальнейшем	2	5
23	как и	18	5
24	у достоевского	12	5
25	в то	11	5
26	но и	14	4
27	то что	10	4
28	в целом	3	4
29	что в	6	4
30	все это	14	4
31	я не	8	4
32	прежде всего	12	4
33	и все	15	4
34	в нем	16	4
35	и даже	5	4
36	так же	7	4
37	том что	3	4
38	но это	6	4
39	что я	13	4
40	и что	6	4
41	в себе	5	4
42	еще не	7	4
43	что вы	2	3
44	уже в	3	3
45	достоевского в	3	3
46	с ее	3	3
47	в своем	2	3
48	в конце	5	3
49	как в	5	3
50	все эти	3	3
51	жизнь и	2	3
52	и он	2	3
53	и как	2	3
54	к нему	13	3
55	на суде	2	3
56	эпизод с	2	3
57	один в	2	3
58	должно быть	3	3
59	в его	21	3
60	что с	2	3
61	для него	14	3
62	при этом	2	3
63	и сам	7	3
64	своего рода	2	3
65	как будто	4	3
66	мог бы	2	3
67	в мире	4	3
68	с ним	7	3
69	то есть	16	3
70	еще в	4	2
71	замыслу достоевского	7	2
72	под влиянием	3	2
73	что и	3	2
74	в душе	2	2
75	а что	2	2
76	в силах	2	2
77	раз и	3	2
78	очень важно	2	2
79	в отличие	2	2
80	ставрогина к	2	2
81	романах достоевского	4	2
82	ненависть к	2	2
83	что все	2	2
84	а как	2	2
85	вопрос о	2	2
86	не просто	2	2
87	если б	3	2
88	но эта	2	2
89	для достоевского	2	2
90	уже не	3	2
91	бы и	2	2
92	с его	7	2
93	отношение к	6	2
94	по замыслу	11	2
95	к тому	6	2
96	столь же	2	2
97	я к	2	2
98	я все	5	2
99	ни в	2	2
100	в ее	3	2
101	в том	5	2
102	до конца	4	2
103	друг друга	2	2
104	говорит о	2	2
105	отличие от	2	2
106	но все	4	2
107	так что	5	2
108	не в	10	2
109	и то	5	2
110	в рассказе	2	2
111	не случайно	2	2
112	в записках	2	2
113	потому что	8	2
114	знает что	3	2
115	в первом	2	2
116	с тем	3	2
117	тем что	4	2
118	в виде	7	2
119	его за	4	2
120	в глаза	5	2
121	он и	5	2
122	на меня	6	2
123	было в	2	2
124	ивана карамазова	4	2
125	о том	2	2
126	его в	4	2
127	и это	5	2
128	нет в	3	2
129	в самом	6	2
130	я ведь	4	2
131	это уже	2	2
132	этими двумя	2	2
133	не мог	3	2
134	ничего не	3	2
135	он не	13	2
136	настасья филипповна	5	2
137	в одном	6	2
138	никогда не	4	2
