N	3gram	Vinokur_St_3	KulturaY
1	и т п	6	18
2	в том что	11	15
3	и т д	2	14
4	с точки зрения	4	9
5	то обстоятельство что	5	8
6	в том чтобы	2	8
7	с другой стороны	4	6
8	по крайней мере	4	5
9	в этом отношении	4	5
10	о том что	4	5
11	во всяком случае	4	5
12	до сих пор	2	4
13	не в том	3	4
14	тем не менее	2	4
15	состоит в том	3	3
16	в связи с	3	3
17	не может быть	5	3
18	в этом смысле	4	3
19	а с другой	2	3
20	в ряде случаев	2	2
21	то же время	3	2
22	к тому что	2	2
23	на то что	3	2
24	в то же	3	2
25	заключается в том	2	2
26	но все же	2	2
