N	2gram	Propp_Isto_4	Hudozhes
1	в качестве	7	19
2	и не	9	16
3	в том	3	15
4	и в	26	15
5	не только	15	15
6	в частности	2	13
7	может быть	14	13
8	тогда как	4	13
9	при этом	3	12
10	а в	8	12
11	и его	10	12
12	но не	5	11
13	в этом	7	11
14	в себе	2	11
15	представляет собой	2	10
16	как бы	3	10
17	но и	12	10
18	так и	10	10
19	то же	8	10
20	а не	6	10
21	такого рода	2	9
22	в его	5	9
23	себя в	2	8
24	с другой	4	7
25	но в	5	7
26	что в	14	6
27	том что	3	6
28	не в	5	6
29	отношение к	2	6
30	в тексте	2	6
31	не может	6	6
32	по своей	2	6
33	могут быть	6	5
34	а также	3	5
35	ни в	2	5
36	только в	3	5
37	того что	2	5
38	в нем	2	5
39	то что	16	5
40	между ними	3	5
41	другой стороны	4	5
42	уже не	5	5
43	а на	4	4
44	в этих	7	4
45	и как	5	4
46	в другом	5	4
47	еще не	6	4
48	например в	3	4
49	хотя и	2	4
50	он не	7	4
51	и тем	2	4
52	в своей	4	4
53	в форме	2	4
54	и то	6	4
55	сказать что	2	4
56	мы имеем	7	4
57	как это	3	4
58	не менее	2	3
59	если бы	2	3
60	однако в	2	3
61	он должен	3	3
62	это не	5	3
63	что он	10	3
64	тем не	2	3
65	о чем	3	3
66	в роли	2	3
67	к нему	6	3
68	в целом	2	3
69	так в	4	3
70	не на	3	3
71	таким образом	10	3
72	как и	7	3
73	лишь в	2	3
74	и что	5	3
75	не случайно	2	3
76	их в	7	3
77	потому что	6	3
78	но он	4	3
79	в данном	3	3
80	в русской	3	3
81	его в	9	3
82	человека с	3	3
83	в области	2	3
84	на этом	2	2
85	и более	3	2
86	в своем	2	2
87	превращается в	7	2
88	в одном	5	2
89	вовсе не	4	2
90	по себе	2	2
91	к своему	3	2
92	об этом	7	2
93	есть в	2	2
94	одна из	2	2
95	говорит что	2	2
96	даже в	4	2
97	не могло	2	2
98	и др	5	2
99	дело не	2	2
100	как в	7	2
101	а именно	3	2
102	здесь не	4	2
103	все эти	3	2
104	это и	5	2
105	из которых	5	2
106	и по	5	2
107	или в	3	2
108	так же	18	2
109	право на	2	2
110	в иной	6	2
111	и на	2	2
112	в силу	5	2
113	между двумя	12	2
114	у него	5	2
115	в этой	2	2
116	о том	4	2
117	еще один	2	2
