N	2gram	Tiupa_Narr_1	Hudozhes
1	и в	19	28
2	в рассказе	4	21
3	том что	14	19
4	в ее	3	18
5	и не	20	18
6	своего рода	12	16
7	в том	18	15
8	а не	12	14
9	не в	14	13
10	в этом	17	13
11	о том	6	12
12	перед нами	4	11
13	как и	7	11
14	при этом	9	11
15	в его	9	11
16	не только	32	11
17	у нее	2	10
18	уже не	5	10
19	не случайно	2	10
20	но и	23	9
21	в себе	8	9
22	о чем	2	8
23	что он	6	8
24	может быть	25	8
25	себя в	5	8
26	так и	9	8
27	между тем	3	8
28	жизни в	3	7
29	и все	2	7
30	к тому	7	7
31	в мире	9	7
32	в частности	14	7
33	отношению к	6	7
34	по отношению	7	7
35	тогда как	12	7
36	казалось что	5	7
37	состоит в	13	7
38	как это	6	7
39	это не	2	6
40	можно сказать	5	6
41	то что	11	6
42	жизни и	3	6
43	то же	4	6
44	не было	2	6
45	сводится к	3	6
46	а в	11	6
47	и с	4	6
48	тем что	3	6
49	в то	3	6
50	с его	6	5
51	что это	3	5
52	не менее	3	5
53	у него	4	5
54	в своем	2	5
55	как бы	4	5
56	как в	7	5
57	да и	4	5
58	с ее	3	5
59	в этой	5	5
60	что в	3	5
61	она не	2	5
62	наряду с	2	5
63	никогда не	3	5
64	его жизни	2	5
65	в тексте	16	5
66	и его	5	5
67	жизни как	3	5
68	в детстве	5	5
69	одно из	2	5
70	для него	2	5
71	ничего не	2	5
72	тем не	3	4
73	говорит о	2	4
74	то в	6	4
75	но не	5	4
76	что они	3	4
77	в качестве	21	4
78	же время	4	4
79	вслед за	4	4
80	он не	3	4
81	в конечном	3	4
82	как раз	2	4
83	не может	10	4
84	человека в	2	4
85	подобно тому	2	4
86	как будто	3	4
87	только в	4	4
88	тому как	2	4
89	бы не	2	3
90	как птица	2	3
91	конечном счете	2	3
92	столь же	3	3
93	с другой	8	3
94	к себе	5	3
95	личности в	2	3
96	прежде всего	4	3
97	в нем	4	3
98	и ее	2	3
99	что на	2	3
100	все было	3	3
101	живет теперь	3	3
102	самом деле	2	3
103	в памяти	2	3
104	еще не	7	3
105	одной стороны	7	3
106	выговорить ни	2	3
107	было бы	4	3
108	несмотря на	2	3
109	одной из	4	3
110	в ней	3	3
111	не все	5	3
112	на него	3	3
113	со стороны	9	3
114	а с	3	3
115	с одной	7	3
116	и он	3	3
117	так же	2	3
118	или в	2	3
119	можно было	2	3
120	и на	3	3
121	пока еще	4	3
122	на себя	3	3
123	и ей	2	3
124	что у	2	3
125	будто бы	3	3
126	героя и	4	3
127	к нему	5	3
128	всего лишь	2	3
129	в основе	5	2
130	еще одна	3	2
131	он сам	2	2
132	по полю	2	2
133	преосвященного петра	3	2
134	себя и	2	2
135	отнюдь не	5	2
136	однако в	2	2
137	именно в	6	2
138	они все	2	2
139	не столько	4	2
140	не как	2	2
141	ей не	2	2
142	из этих	3	2
143	другой день	2	2
144	на свой	2	2
145	или иного	2	2
146	идет по	2	2
147	или иной	5	2
148	не с	3	2
149	ему в	2	2
150	как мы	3	2
151	о внуках	2	2
152	о детях	2	2
153	а по	2	2
154	тому же	5	2
155	которая живет	2	2
156	же как	3	2
157	одна из	3	2
158	была и	2	2
159	на другой	2	2
160	что не	4	2
161	того или	2	2
162	он уже	2	2
163	глядела на	2	2
164	в церкви	4	2
165	о нем	4	2
166	а также	7	2
167	все те	4	2
168	обратимся к	3	2
169	если в	3	2
170	отец сисой	3	2
171	не является	8	2
172	как сияние	2	2
173	все верили	2	2
174	один из	3	2
175	оно не	2	2
176	тогда в	2	2
177	все же	7	2
178	точкой зрения	2	2
179	не будет	3	2
180	в первом	3	2
181	отношение к	2	2
182	во второй	2	2
183	из них	3	2
184	один человек	2	2
185	являет собой	2	2
186	данном случае	4	2
187	приводит к	2	2
188	дело с	2	2
189	здесь не	4	2
190	те же	4	2
191	в двух	2	2
192	во втором	4	2
193	тем самым	6	2
194	который в	2	2
195	в принципе	4	2
196	между ними	2	2
197	хотя бы	4	2
198	и для	2	2
199	с точки	2	2
200	главного героя	2	2
201	в чужой	2	2
202	роль в	2	2
203	в данном	5	2
204	сказать что	4	2
205	детях о	2	2
206	нуждается в	5	2
207	точки зрения	10	2
208	с наивной	2	2
209	приходит к	2	2
210	в роли	2	2
211	говорить о	2	2
212	и только	2	2
213	и т.д	7	2
214	его в	2	2
215	зрения на	2	2
216	она может	2	2
217	начинала рассказывать	2	2
218	та же	2	2
219	но в	6	2
220	же не	4	2
