N	2gram	Vygotskiy__5	Tvorches
1	и в	16	21
2	как бы	5	17
3	в то	5	15
4	в его	11	13
5	то же	8	13
6	что в	16	12
7	как и	8	12
8	том что	15	11
9	все это	2	10
10	как в	5	8
11	он не	8	8
12	то что	26	8
13	у него	6	7
14	в свою	4	7
15	в том	18	7
16	тем самым	8	7
17	при этом	4	7
18	не только	16	7
19	и не	12	7
20	и на	6	7
21	но в	6	7
22	что он	25	6
23	не менее	3	6
24	для него	5	6
25	в котором	2	6
26	а в	3	6
27	и его	3	6
28	в этом	25	6
29	о том	8	6
30	вовсе не	2	5
31	а не	10	5
32	но это	3	5
33	может быть	9	5
34	в этой	6	5
35	все же	3	5
36	таким образом	19	5
37	хотя бы	5	5
38	в своих	2	5
39	потому что	21	5
40	как будто	2	5
41	только в	10	5
42	в своем	5	4
43	прежде всего	3	4
44	и как	3	4
45	в целом	4	4
46	одной из	3	4
47	не имеют	2	4
48	одним из	2	4
49	в своей	2	4
50	мысли и	5	4
51	не может	18	4
52	процесса в	3	4
53	это не	4	4
54	в момент	2	4
55	и от	2	4
56	самого начала	5	3
57	и другие	2	3
58	никогда не	5	3
59	с другой	4	3
60	что все	6	3
61	я не	2	3
62	с ним	5	3
63	говорит о	3	3
64	это и	3	3
65	с самого	5	3
66	что я	2	3
67	но не	10	3
68	со всеми	2	3
69	на его	2	3
70	в самом	4	3
71	той же	4	3
72	но если	6	3
73	в нем	7	3
74	жизни и	2	3
75	но и	6	3
76	ее в	3	3
77	в их	3	3
78	того что	16	3
79	и даже	2	3
80	и по	4	3
81	вот почему	3	3
82	так же	15	3
83	в которой	5	3
84	и с	3	3
85	приходит к	3	3
86	на протяжении	2	3
87	ту же	2	3
88	представляет собой	7	3
89	так как	16	3
90	ни на	2	3
91	в основе	8	2
92	такой же	4	2
93	зависит от	4	2
94	своего собственного	2	2
95	в частности	3	2
96	в этих	3	2
97	в качестве	4	2
98	в жизни	2	2
99	к этому	3	2
100	есть не	2	2
101	можно сказать	5	2
102	что и	3	2
103	так что	4	2
104	не в	6	2
105	то в	3	2
106	отношений между	2	2
107	того же	7	2
108	до конца	3	2
109	тот же	5	2
110	из них	2	2
111	в первой	2	2
112	к тому	6	2
113	только на	2	2
114	в ней	2	2
115	если в	3	2
116	и тем	3	2
117	еще в	3	2
118	во второй	2	2
119	когда он	2	2
120	вместе с	4	2
121	к жизни	3	2
122	так и	7	2
123	приводит к	7	2
124	вслед за	2	2
125	говорит что	5	2
126	в отличие	2	2
127	и отношений	3	2
128	что для	2	2
129	и того	3	2
130	именно в	4	2
131	еще более	5	2
132	в себя	3	2
133	что она	2	2
134	не означает	4	2
135	но только	2	2
136	самом деле	3	2
137	только что	5	2
138	отличие от	2	2
139	сказать что	13	2
140	больше чем	3	2
141	в первом	3	2
142	могут быть	4	2
143	но он	7	2
144	не знает	5	2
145	к осознанию	10	2
146	в чем	3	2
147	с каким	2	2
148	не то	4	2
149	значит что	5	2
150	в виду	2	2
