N	2gram	Losev_Dial_3	Myslijsy
1	потому что	7	46
2	в слове	3	32
3	в том	5	32
4	и в	24	30
5	может быть	13	28
6	то же	6	23
7	не только	23	21
8	только в	5	21
9	для нас	2	20
10	но и	9	19
11	том что	8	18
12	то что	14	18
13	того что	12	18
14	что в	7	17
15	не есть	54	17
16	по себе	20	16
17	в себе	2	16
18	не в	3	15
19	и не	27	15
20	а не	26	15
21	таким образом	13	14
22	что и	6	13
23	так как	6	13
24	точно так	2	12
25	а в	2	12
26	если бы	6	12
27	так и	5	11
28	что оно	7	11
29	как и	7	10
30	и что	15	10
31	в этом	8	10
32	в то	5	10
33	из этих	2	9
34	только тогда	3	9
35	для него	4	9
36	было бы	5	9
37	в нем	3	9
38	мы не	5	9
39	тогда когда	5	9
40	в самом	7	8
41	от того	4	8
42	в ней	2	8
43	что не	5	8
44	только что	4	8
45	что мы	8	8
46	и то	4	8
47	и без	3	7
48	с другой	4	7
49	вовсе не	13	7
50	к тому	4	7
51	как мы	2	7
52	так что	8	7
53	но не	2	7
54	есть не	9	7
55	с одной	3	7
56	тем самым	3	7
57	тем что	3	7
58	зависит от	2	6
59	что он	13	6
60	но это	5	6
61	с этим	3	6
62	из них	3	6
63	например в	2	6
64	то это	9	6
65	то и	3	6
66	не может	19	6
67	уже не	5	6
68	не имеет	11	6
69	одно из	5	5
70	не могут	4	5
71	в них	5	5
72	думать что	2	5
73	по крайней	5	5
74	в каком	3	5
75	и как	8	5
76	же время	3	5
77	в своем	3	5
78	еще не	2	5
79	только как	5	5
80	крайней мере	5	5
81	и тем	2	5
82	по которому	2	5
83	не менее	11	5
84	одно и	5	5
85	есть только	12	5
86	должно быть	3	5
87	как на	5	5
88	тому как	4	5
89	сказать что	4	5
90	сам по	5	5
91	и т	24	5
92	что это	12	4
93	перестает быть	2	4
94	оно не	6	4
95	и от	3	4
96	что именно	3	4
97	в смысле	2	4
98	есть ни	3	4
99	все это	6	4
100	все что	3	4
101	то время	4	4
102	в его	2	4
103	себя и	2	4
104	была бы	3	4
105	тем более	3	4
106	другой стороны	2	4
107	есть нечто	23	4
108	и его	5	4
109	или же	3	4
110	он не	5	4
111	не было	3	4
112	если не	3	4
113	все равно	2	4
114	для того	3	4
115	и по	2	4
116	что для	5	4
117	быть только	2	4
118	и это	4	4
119	и потому	2	4
120	слово в	2	4
121	не существует	10	3
122	этого не	2	3
123	быть может	3	3
124	есть еще	3	3
125	не говоря	2	3
126	и есть	16	3
127	могут быть	2	3
128	тому что	4	3
129	прежде всего	8	3
130	и все	6	3
131	что все	14	3
132	не можем	2	3
133	то тем	2	3
134	оно есть	2	3
135	я и	2	3
136	тем не	10	3
137	именно в	2	3
138	есть в	3	3
139	не будет	3	3
140	само по	5	3
141	одной стороны	3	3
142	при этом	2	3
143	ни о	3	3
144	никак не	2	3
145	только потому	2	3
146	и следовательно	2	3
147	что она	9	3
148	как бы	3	3
149	из двух	3	3
150	никто не	2	3
151	для себя	2	3
152	от всего	6	3
153	со стороны	2	3
154	только на	7	3
155	и тогда	5	3
156	т д	23	3
157	только от	2	3
158	без слова	2	3
159	к нему	3	3
160	в силу	3	3
161	друг друга	3	3
162	так же	4	3
163	в таком	14	3
164	или в	2	3
165	и на	3	3
166	же и	2	3
167	говорить о	4	3
168	и вообще	2	3
169	не знает	3	3
170	в первом	2	3
171	тогда и	2	3
172	в чем	4	3
173	это было	3	3
174	возможно только	6	3
175	только не	10	2
176	перед нами	3	2
177	об этом	6	2
178	из себя	2	2
179	в понятии	2	2
180	есть то	6	2
181	показывает что	2	2
182	на то	3	2
183	сама по	4	2
184	на котором	2	2
185	можно только	4	2
186	но как	2	2
187	как о	4	2
188	у него	2	2
189	или есть	2	2
190	но что	7	2
191	она не	3	2
192	несмотря на	2	2
193	и если	2	2
194	и о	3	2
195	мы уже	3	2
196	за пределы	3	2
197	так или	2	2
198	собственно говоря	4	2
199	вопрос об	3	2
200	все же	3	2
201	же в	2	2
202	жизни и	5	2
203	бы быть	2	2
204	в природе	2	2
205	природы и	2	2
206	что же	11	2
207	в их	2	2
208	целый ряд	2	2
209	так в	2	2
210	что есть	4	2
211	в виде	8	2
212	быть не	2	2
213	это и	7	2
214	из того	2	2
215	но только	4	2
216	самом деле	6	2
217	что такое	21	2
218	и даже	13	2
219	и притом	5	2
220	я думаю	2	2
221	той же	3	2
222	в мысли	2	2
223	с этой	5	2
224	понятия и	2	2
225	их в	2	2
226	ни в	9	2
227	людей и	2	2
228	которое не	2	2
229	точки зрения	25	2
230	подобно тому	4	2
231	у меня	2	2
232	бы в	2	2
233	о том	6	2
234	души и	2	2
235	иметь в	2	2
236	когда мы	2	2
237	таком случае	10	2
238	нет ни	2	2
239	и с	6	2
