N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	49
2	прежде всего	7	19
3	в его	24	18
4	не только	15	17
5	и его	14	17
6	и на	7	17
7	и не	31	15
8	в этом	22	15
9	в них	3	13
10	только в	10	13
11	но и	14	13
12	как и	12	11
13	как бы	19	11
14	вовсе не	7	10
15	в этой	4	10
16	все это	6	9
17	в романе	9	9
18	для него	18	9
19	и др	5	9
20	в нем	19	9
21	в сущности	5	8
22	отношение к	2	8
23	все же	9	7
24	один из	2	7
25	жизни и	2	7
26	не может	12	7
27	таким образом	12	7
28	то же	14	7
29	все эти	9	7
30	о мире	6	7
31	как мы	4	7
32	именно в	5	6
33	то что	15	6
34	в литературе	4	6
35	в истории	2	6
36	в себя	3	6
37	же время	9	6
38	мы уже	2	6
39	так и	7	6
40	рядом с	14	6
41	с их	5	6
42	сказать что	3	6
43	и с	4	6
44	но он	2	6
45	точки зрения	19	6
46	в то	10	6
47	так как	6	6
48	в творчестве	5	6
49	с его	9	5
50	никогда не	3	5
51	в своем	8	5
52	уже в	3	5
53	выражение в	6	5
54	но не	9	5
55	при этом	2	5
56	тот же	2	5
57	может быть	24	5
58	и потому	6	5
59	в своей	8	5
60	с точки	13	5
61	в духе	3	4
62	с другой	3	4
63	нового времени	3	4
64	и во	2	4
65	в жизни	2	4
66	и к	2	4
67	в себе	7	4
68	том что	7	4
69	но все	5	4
70	одна из	3	4
71	и о	5	4
72	в своих	3	4
73	благодаря этому	2	4
74	и до	3	4
75	сих пор	2	4
76	до сих	2	4
77	в форме	7	4
78	отношения к	3	4
79	не было	4	4
80	а в	7	4
81	как на	3	4
82	тем что	4	4
83	там где	10	4
84	с ним	5	4
85	но в	7	4
86	но они	2	3
87	всех этих	2	3
88	превращается в	4	3
89	в одном	10	3
90	его целом	6	3
91	что он	8	3
92	же в	2	3
93	в том	8	3
94	и перед	2	3
95	но именно	3	3
96	не дает	3	3
97	было бы	5	3
98	несмотря на	6	3
99	в самом	10	3
100	наконец в	2	3
101	даже в	4	3
102	точка зрения	12	3
103	и со	2	3
104	к этим	2	3
105	ни в	3	3
106	но эти	2	3
107	другой стороны	3	3
108	этом отношении	3	3
109	менее всего	6	3
110	к нему	6	3
111	можно было	2	3
112	его творчества	3	3
113	их в	4	3
114	далеко не	3	3
115	и это	5	3
116	в плане	5	3
117	он понимает	2	2
118	автора и	5	2
119	в противоположность	2	2
120	связи с	2	2
121	сознания и	5	2
122	что в	8	2
123	могут быть	6	2
124	перестает быть	4	2
125	за пределы	7	2
126	точку зрения	6	2
127	зрения на	7	2
128	вследствие этого	2	2
129	в смысле	2	2
130	для понимания	2	2
131	в условиях	2	2
132	в отношении	2	2
133	в самой	6	2
134	по существу	3	2
135	это и	5	2
136	сочетается с	5	2
137	но это	4	2
138	лишь как	7	2
139	все что	3	2
140	только то	3	2
141	ничего не	5	2
142	до конца	8	2
143	в пределах	13	2
144	еще не	5	2
145	мире в	3	2
146	в произведениях	3	2
147	одним из	6	2
148	у него	5	2
149	в ней	2	2
150	себе и	3	2
151	в мире	6	2
152	по преимуществу	2	2
153	в их	3	2
154	не во	3	2
155	на языке	2	2
156	на материале	3	2
157	на самом	5	2
158	именно на	2	2
159	и даже	2	2
160	так же	6	2
161	здесь с	3	2
162	тому как	3	2
163	своего времени	2	2
164	во всяком	5	2
165	и следовательно	4	2
166	подобно тому	3	2
167	на его	2	2
168	как к	3	2
169	во все	2	2
170	мы должны	3	2
171	в конце	6	2
172	в художественном	3	2
173	в произведении	4	2
174	на мир	6	2
175	особенности его	3	2
176	всяком случае	3	2
