N	2gram	Vygotskiy__2	Problemy
1	и не	10	31
2	и в	32	29
3	в его	2	24
4	может быть	18	24
5	а не	7	22
6	в этом	13	22
7	как бы	6	19
8	в нем	4	19
9	точки зрения	17	19
10	не только	12	15
11	то что	21	15
12	не как	3	14
13	но и	10	14
14	и его	7	14
15	то же	13	14
16	с точки	10	13
17	как и	10	12
18	точка зрения	2	12
19	не может	17	12
20	таким образом	21	12
21	в одном	2	10
22	в самом	12	10
23	в то	5	10
24	только в	7	10
25	там где	2	10
26	с его	2	9
27	это не	2	9
28	все же	4	9
29	в романе	2	9
30	но не	2	9
31	же время	2	9
32	все эти	7	9
33	если бы	6	9
34	в каждом	2	8
35	до конца	3	8
36	по себе	12	8
37	что он	13	8
38	что в	20	8
39	как не	2	8
40	в своей	3	8
41	потому что	21	8
42	в том	37	8
43	вовсе не	2	7
44	том что	21	7
45	не в	8	7
46	она не	2	7
47	так и	3	7
48	и как	7	7
49	а в	4	7
50	с другими	2	7
51	и на	5	7
52	в себе	2	7
53	но в	3	7
54	все это	5	6
55	в конце	3	6
56	не могут	3	6
57	в целом	4	6
58	несмотря на	4	6
59	к нему	2	6
60	что она	16	6
61	как в	9	6
62	как раз	5	6
63	в самой	2	6
64	самом деле	16	6
65	так же	18	6
66	говорит он	4	6
67	могут быть	4	6
68	так как	12	6
69	же что	2	5
70	было бы	11	5
71	еще не	2	5
72	в сущности	7	5
73	он не	6	5
74	той же	8	5
75	на самом	5	5
76	в творчестве	4	5
77	в драме	2	5
78	конце концов	3	5
79	во всяком	2	5
80	между тем	4	5
81	и это	4	5
82	ничего не	4	5
83	были бы	3	4
84	бы и	3	4
85	что и	17	4
86	но это	2	4
87	и с	4	4
88	и следовательно	2	4
89	не значит	2	4
90	в процессе	2	4
91	от того	4	4
92	в свете	2	4
93	не на	2	4
94	и т	10	4
95	и для	4	4
96	не было	2	4
97	тем что	9	4
98	но эта	2	4
99	их в	2	4
100	в основе	11	4
101	в этой	6	4
102	в произведении	4	4
103	что же	3	4
104	материал и	2	3
105	была бы	2	3
106	никогда не	9	3
107	в них	2	3
108	сами по	3	3
109	с другой	3	3
110	ни в	2	3
111	по существу	3	3
112	все что	2	3
113	всяком случае	2	3
114	себе и	2	3
115	оно не	2	3
116	и до	4	3
117	на него	2	3
118	в их	3	3
119	другой стороны	2	3
120	тому что	4	3
121	как на	5	3
122	т п	8	3
123	этом отношении	5	3
124	например в	3	3
125	и у	2	3
126	отличается от	2	3
127	тому как	3	3
128	и здесь	2	3
129	в своих	9	3
130	сказать что	7	3
131	он в	3	3
132	само по	3	3
133	подобно тому	2	3
134	как к	3	3
135	но как	3	3
136	как будто	7	3
137	мы должны	3	3
138	отношении к	3	3
139	далеко не	5	3
140	если же	4	3
141	в художественном	6	3
142	художественного построения	3	3
143	на вопрос	2	2
144	все время	6	2
145	то ни	2	2
146	хотя бы	3	2
147	она является	2	2
148	с этой	4	2
149	и от	2	2
150	он все	3	2
151	те же	6	2
152	в жизни	4	2
153	идет не	2	2
154	именно потому	2	2
155	и ее	3	2
156	и к	3	2
157	жизни и	4	2
158	из самого	2	2
159	так что	3	2
160	мы видим	4	2
161	не потому	2	2
162	бы то	2	2
163	при этом	13	2
164	эта форма	2	2
165	тот же	6	2
166	только как	3	2
167	и сам	4	2
168	имеет значение	2	2
169	никак не	4	2
170	все те	2	2
171	до сих	5	2
172	однако не	2	2
173	один из	3	2
174	как можно	2	2
175	на его	2	2
176	начала и	2	2
177	отношение к	2	2
178	сих пор	5	2
179	данном случае	4	2
180	в отношении	3	2
181	и даже	5	2
182	или же	3	2
183	что оно	2	2
184	а потому	2	2
185	здесь мы	2	2
186	в смысле	3	2
187	и что	22	2
188	именно на	2	2
189	из которых	2	2
190	на этот	2	2
191	сознании и	2	2
192	для самого	2	2
193	можно было	7	2
194	в данном	4	2
195	этот вопрос	3	2
196	в которых	3	2
197	в ней	5	2
198	но он	3	2
199	образом все	2	2
200	могли бы	2	2
201	заметить что	2	2
202	в которой	2	2
203	художественную форму	2	2
204	в сознании	4	2
205	с этим	4	2
