N	2gram	Tiupa_Disk_1	Problema
1	и не	11	28
2	то есть	20	27
3	не только	28	24
4	только в	7	23
5	в том	23	20
6	и в	16	20
7	то что	5	15
8	потому что	4	15
9	той или	3	14
10	но и	14	14
11	точки зрения	3	14
12	перед нами	3	13
13	или иной	5	13
14	не в	7	13
15	также и	3	13
16	не есть	2	12
17	в себе	7	12
18	том что	19	12
19	прежде всего	11	11
20	по себе	3	11
21	не менее	2	10
22	отнюдь не	8	10
23	в качестве	34	10
24	не является	4	10
25	так и	8	10
26	и его	2	10
27	едва ли	2	10
28	может быть	17	9
29	и даже	3	9
30	в этом	15	9
31	что он	4	8
32	таким образом	3	8
33	во всяком	2	8
34	и все	2	8
35	но в	8	8
36	с другой	10	7
37	это не	3	7
38	есть в	2	7
39	еще не	14	7
40	такого рода	4	7
41	и потому	3	7
42	и тем	2	7
43	то же	7	7
44	именно в	3	7
45	а не	22	7
46	сказать что	3	7
47	хотя бы	3	7
48	об этом	2	6
49	и без	2	6
50	по крайней	2	6
51	а также	8	6
52	как и	16	6
53	по своему	3	6
54	при этом	13	6
55	крайней мере	2	6
56	в виду	2	6
57	другой стороны	3	6
58	в данном	5	6
59	и вообще	2	6
60	же самое	2	6
61	мы имеем	2	6
62	но не	11	5
63	хотя и	2	5
64	в нем	9	5
65	здесь в	2	5
66	можно сказать	5	5
67	в ее	3	5
68	и о	4	5
69	данном случае	2	5
70	как в	10	5
71	не может	9	5
72	в них	4	5
73	уже не	4	5
74	или в	2	5
75	о том	8	5
76	уже в	2	4
77	времени и	3	4
78	и есть	2	4
79	в какой	2	4
80	или даже	2	4
81	и во	2	4
82	в одном	2	4
83	и ее	2	4
84	в этой	2	4
85	указывает на	2	4
86	одной из	4	4
87	в своей	5	4
88	как бы	5	4
89	во всех	5	4
90	отличается от	2	4
91	с этим	3	4
92	а в	5	4
93	что не	4	4
94	в то	3	4
95	человека в	2	3
96	к тому	5	3
97	и к	4	3
98	как мы	2	3
99	для него	4	3
100	и как	6	3
101	в начале	2	3
102	связи с	4	3
103	в истории	4	3
104	имеем дело	2	3
105	в его	7	3
106	что и	3	3
107	что в	4	3
108	не говоря	2	3
109	дело не	2	3
110	в своем	6	3
111	не было	7	3
112	и на	5	3
113	тем что	3	3
114	из них	3	3
115	к его	2	3
116	но как	2	3
117	в другом	2	3
118	того или	2	3
119	в каждой	3	3
120	не обязательно	4	2
121	но они	2	2
122	в частности	9	2
123	однако в	3	2
124	между собой	2	2
125	столь же	3	2
126	в литературе	2	2
127	для себя	4	2
128	стороны и	2	2
129	с его	4	2
130	человеческого сознания	3	2
131	ему в	2	2
132	тому же	5	2
133	тот или	2	2
134	заключается в	3	2
135	они и	3	2
136	в пределах	2	2
137	на его	4	2
138	в самом	3	2
139	за пределы	2	2
140	свидетельствует о	2	2
141	том чтобы	2	2
142	как показывает	2	2
143	в котором	5	2
144	сами по	2	2
145	говоря уже	2	2
146	все же	3	2
147	с ее	2	2
148	себя в	2	2
149	бы быть	3	2
150	или менее	2	2
151	дело с	2	2
152	жизни в	2	2
153	то ли	2	2
154	и что	2	2
155	и он	2	2
156	и по	2	2
157	ни к	6	2
158	в значительной	2	2
159	или письма	2	2
160	далеко не	10	2
161	будто бы	2	2
162	того же	3	2
163	более или	2	2
164	понятие о	3	2
165	однако это	2	2
166	это было	2	2
