N	2gram	Bakhtin_Pr_2	Analitik
1	не только	16	22
2	и в	45	18
3	как и	14	14
4	так и	3	14
5	в этом	20	14
6	но и	15	13
7	и его	8	13
8	том что	7	12
9	и не	42	12
10	при этом	2	11
11	а в	3	10
12	как бы	15	10
13	то есть	50	10
14	может быть	18	9
15	со стороны	4	9
16	что в	6	9
17	а не	10	9
18	в том	8	9
19	с его	8	8
20	и даже	3	8
21	но не	6	7
22	в его	22	7
23	в русской	2	7
24	отношению к	8	7
25	как раз	6	7
26	по отношению	8	7
27	не в	8	6
28	в начале	2	6
29	для него	9	6
30	еще не	9	6
31	он не	9	6
32	в их	4	6
33	о том	3	6
34	никогда не	17	5
35	не является	3	5
36	в конце	4	5
37	прежде всего	11	5
38	или иной	3	5
39	в самом	13	5
40	что и	5	5
41	в мире	3	5
42	и т.п	6	5
43	в сущности	7	5
44	лишь в	2	5
45	уже не	6	5
46	в результате	3	5
47	мы имеем	2	5
48	не менее	2	4
49	перед нами	4	4
50	в своем	5	4
51	по крайней	2	4
52	в одном	6	4
53	по себе	8	4
54	что он	7	4
55	можно сказать	2	4
56	и к	2	4
57	и как	2	4
58	себя в	2	4
59	в пределах	4	4
60	и сам	3	4
61	не есть	2	4
62	крайней мере	2	4
63	все же	4	4
64	русской литературе	2	4
65	таким образом	11	4
66	тем самым	2	4
67	и на	7	4
68	далеко не	4	4
69	героя и	7	4
70	уже в	4	3
71	в каждом	4	3
72	были бы	2	3
73	личности в	3	3
74	к этому	4	3
75	в ее	3	3
76	что они	3	3
77	было бы	4	3
78	же время	3	3
79	с их	4	3
80	той или	3	3
81	лишь на	2	3
82	с ее	3	3
83	в целом	5	3
84	как в	4	3
85	все это	5	3
86	то же	5	3
87	не было	2	3
88	этом отношении	2	3
89	именно в	3	3
90	что не	5	3
91	ничего не	3	3
92	здесь и	2	3
93	вступает в	4	3
94	точки зрения	19	3
95	подобно тому	2	3
96	он и	4	3
97	авторская позиция	3	3
98	одного и	2	3
99	но как	2	3
100	в то	5	3
101	жизнь и	3	3
102	его в	3	3
103	в произведении	5	3
104	здесь не	2	3
105	в особенности	2	3
106	как это	2	3
107	я и	3	3
108	сама по	5	2
109	бы и	3	2
110	могут быть	4	2
111	все эти	4	2
112	все они	4	2
113	в них	4	2
114	это не	3	2
115	не как	6	2
116	и от	3	2
117	о себе	3	2
118	в жизни	3	2
119	в нем	20	2
120	и ее	7	2
121	в романе	3	2
122	в дальнейшем	2	2
123	с самим	2	2
124	одна из	3	2
125	подход к	2	2
126	в большинстве	2	2
127	например в	2	2
128	на его	5	2
129	и той	3	2
130	с героем	2	2
131	хотя и	2	2
132	в ней	7	2
133	об этом	3	2
134	от его	2	2
135	в контексте	2	2
136	и потому	6	2
137	свое время	2	2
138	все три	6	2
139	авторской позиции	5	2
140	даже в	6	2
141	один из	2	2
142	в точке	5	2
143	то что	5	2
144	во всех	4	2
145	что она	4	2
146	связь с	2	2
147	в форме	2	2
148	не может	24	2
149	как к	2	2
150	входит в	9	2
151	отношения к	2	2
152	но с	3	2
153	те же	2	2
154	и вот	2	2
155	свою жизнь	2	2
156	в той	3	2
157	самом деле	4	2
158	в новую	2	2
159	с точки	9	2
160	и он	3	2
161	и по	2	2
162	и для	2	2
163	и прежде	2	2
164	тому как	2	2
165	сказать что	5	2
166	мы можем	4	2
167	в момент	3	2
168	тем что	2	2
169	в себе	5	2
170	и здесь	2	2
171	только в	9	2
172	и т.д	3	2
173	этого слова	2	2
174	в свое	2	2
175	так сказать	7	2
176	там где	6	2
177	но в	6	2
