N	2gram	Propp_Isto_5	Problema
1	в его	12	43
2	и не	11	42
3	и в	25	38
4	не может	6	27
5	может быть	17	26
6	как бы	2	22
7	по отношению	2	21
8	отношению к	2	19
9	и с	3	17
10	и его	9	16
11	в нем	7	15
12	в этом	10	15
13	и т	20	14
14	прежде всего	6	13
15	только в	7	13
16	но не	5	12
17	во всех	2	11
18	и для	2	11
19	к нему	3	10
20	таким образом	9	10
21	но и	13	9
22	его в	9	9
23	не только	13	9
24	в том	6	8
25	и как	3	8
26	и др	3	8
27	точки зрения	2	8
28	то что	7	8
29	входит в	5	8
30	что в	8	7
31	с другой	9	7
32	не в	6	7
33	как и	7	7
34	еще не	8	7
35	совершенно не	2	7
36	в своей	2	7
37	как мы	5	7
38	не всегда	4	6
39	в пределах	4	6
40	а в	3	6
41	все же	10	6
42	самом деле	2	6
43	мы можем	2	6
44	и этим	2	6
45	там где	6	6
46	ничего не	2	6
47	то же	4	5
48	это не	6	5
49	формы и	2	5
50	никогда не	3	5
51	все эти	8	5
52	с ним	4	5
53	а не	2	5
54	могут быть	6	5
55	не менее	4	4
56	в ней	5	4
57	другой стороны	8	4
58	данном случае	2	4
59	в форме	3	4
60	в других	2	4
61	сказать что	2	4
62	в более	3	4
63	в то	3	4
64	о том	7	4
65	и потому	2	4
66	в ее	4	4
67	как в	6	4
68	мы здесь	4	4
69	в данном	3	4
70	тем не	4	3
71	в дальнейшем	4	3
72	но это	7	3
73	одной стороны	7	3
74	несмотря на	2	3
75	например в	5	3
76	и тем	4	3
77	в целом	3	3
78	все это	4	3
79	с одной	7	3
80	на них	2	3
81	они не	3	3
82	и на	8	3
83	или как	2	3
84	а как	2	3
85	если бы	2	3
86	и все	3	3
87	ясно что	5	3
88	том что	8	3
89	мы увидим	5	3
90	не будем	5	3
91	он не	4	3
92	на него	8	3
93	связь с	8	3
94	с другими	4	3
95	и это	4	3
96	на этом	3	2
97	том как	2	2
98	в частности	7	2
99	в этих	6	2
100	что все	4	2
101	на то	2	2
102	от них	2	2
103	можно сказать	2	2
104	в свою	3	2
105	и пр	3	2
106	что это	5	2
107	нем и	3	2
108	центр тяжести	2	2
109	он может	2	2
110	в связи	4	2
111	в особенности	3	2
112	особенно в	2	2
113	и других	2	2
114	здесь мы	5	2
115	и что	8	2
116	того что	2	2
117	его не	3	2
118	и здесь	7	2
119	к его	2	2
120	во всем	2	2
121	в истории	4	2
122	мы должны	4	2
123	в него	5	2
124	мы имеем	14	2
125	к этому	2	2
126	вовсе не	2	2
127	о которых	2	2
128	что он	22	2
129	по существу	2	2
130	и при	2	2
131	связи с	8	2
132	одна из	2	2
133	она не	2	2
134	в некоторых	4	2
135	должен быть	2	2
136	что и	6	2
137	себя в	6	2
138	человека в	3	2
139	в себя	3	2
140	того чтобы	3	2
141	для того	3	2
142	из которых	2	2
143	и он	6	2
144	или в	6	2
145	тем что	10	2
146	в виде	9	2
147	и вообще	3	2
148	в таких	3	2
149	этих работ	2	2
