N	2gram	Vygotskiy__1	Marksizm
1	точки зрения	15	34
2	может быть	22	26
3	и не	16	26
4	не может	17	24
5	с точки	2	20
6	и в	31	19
7	и его	7	19
8	таким образом	20	17
9	в этом	12	16
10	как бы	5	15
11	в процессе	5	14
12	прежде всего	4	13
13	как мы	2	13
14	как и	16	12
15	так и	3	11
16	если мы	12	11
17	и для	5	11
18	в самом	11	10
19	в нем	2	10
20	в слове	3	10
21	самом деле	9	10
22	в результате	4	9
23	только в	14	9
24	при этом	19	8
25	но и	2	8
26	до сих	3	8
27	не только	13	8
28	все же	5	8
29	то что	32	8
30	сих пор	3	8
31	в каждом	3	7
32	точка зрения	4	7
33	в связи	2	7
34	так же	12	7
35	но в	3	7
36	психологии и	3	7
37	в ее	5	7
38	то же	5	7
39	а не	13	7
40	в том	30	6
41	в науке	2	6
42	в настоящее	2	6
43	другой стороны	5	6
44	и здесь	2	6
45	настоящее время	2	6
46	отнюдь не	6	6
47	того же	2	6
48	в его	6	6
49	на почве	2	6
50	мы не	12	6
51	ничего не	2	6
52	с другой	5	5
53	одного и	2	5
54	в конце	3	5
55	мы знаем	3	5
56	не в	11	5
57	до конца	6	5
58	те же	4	5
59	и потому	2	5
60	и все	5	5
61	к этому	4	5
62	вовсе не	6	5
63	в отличие	3	5
64	того чтобы	7	5
65	во всяком	8	5
66	может стать	3	5
67	ясно что	19	5
68	отличие от	4	5
69	что в	23	4
70	не менее	2	4
71	вопрос о	3	4
72	объективная психология	2	4
73	не является	5	4
74	от того	3	4
75	а в	6	4
76	тот же	2	4
77	сказать что	7	4
78	с этим	3	4
79	базиса и	2	4
80	по себе	9	4
81	было бы	6	4
82	и тот	2	4
83	не будет	3	4
84	что же	2	4
85	как в	9	4
86	мысли и	2	4
87	только на	3	4
88	для того	6	4
89	психологии в	2	4
90	далеко не	2	4
91	этом отношении	2	3
92	и есть	5	3
93	в какой	5	3
94	формы и	5	3
95	и от	2	3
96	и ту	2	3
97	и как	2	3
98	не дает	2	3
99	в котором	4	3
100	из них	2	3
101	все это	8	3
102	всех других	2	3
103	не было	3	3
104	конце концов	3	3
105	того что	10	3
106	между тем	4	3
107	нуждается в	3	3
108	только при	3	3
109	двух направлений	2	3
110	в то	5	3
111	же самое	2	3
112	его в	2	3
113	отношения базиса	2	3
114	не существует	2	3
115	смысле этого	2	3
116	не могут	3	3
117	в каком	2	3
118	различие между	4	3
119	и к	3	3
120	том что	16	3
121	совершенно не	5	3
122	в сущности	10	3
123	он не	3	3
124	не есть	3	3
125	в своей	3	3
126	целый ряд	6	3
127	это и	3	3
128	на самом	2	3
129	должны быть	3	3
130	и следовательно	2	3
131	этой школы	2	3
132	и это	3	3
133	в которой	4	3
134	в области	11	3
135	этого материала	2	2
136	сама по	2	2
137	же как	4	2
138	независимо от	2	2
139	должна быть	3	2
140	в частности	3	2
141	никогда не	8	2
142	тому что	4	2
143	в своем	3	2
144	точку зрения	3	2
145	формы в	4	2
146	что все	3	2
147	одной и	4	2
148	нам придется	2	2
149	тем не	2	2
150	ни в	9	2
151	как она	2	2
152	психологии является	2	2
153	основных понятий	2	2
154	это отношение	2	2
155	и той	3	2
156	совпадает с	4	2
157	для всех	4	2
158	именно эти	3	2
159	в виду	4	2
160	всяком случае	6	2
161	подойти к	2	2
162	жизни и	3	2
163	и их	2	2
164	как к	2	2
165	и только	3	2
166	имеет место	2	2
167	и других	3	2
168	целом ряде	2	2
169	и даже	6	2
170	речь и	2	2
171	в своих	4	2
172	с этой	4	2
173	в одной	3	2
174	из виду	2	2
175	из этих	6	2
176	о том	7	2
177	этом смысле	2	2
178	как он	2	2
179	так как	18	2
180	бы в	2	2
181	к этой	2	2
182	мысли в	3	2
183	в сознании	2	2
184	и с	2	2
185	в основе	2	2
186	нет никакой	3	2
187	если бы	6	2
188	до тех	2	2
189	и во	2	2
190	быть в	2	2
191	что он	7	2
192	в себе	4	2
193	у нас	4	2
194	зависимости от	6	2
195	одна из	4	2
196	от него	2	2
197	в качестве	2	2
198	что само	2	2
199	она не	5	2
200	к тому	4	2
201	этого слова	4	2
202	что и	13	2
203	и другую	2	2
204	бы и	2	2
205	как раз	2	2
206	из которых	3	2
207	что такое	2	2
208	той же	3	2
209	в таком	3	2
210	образ и	2	2
211	мы можем	4	2
212	могут быть	11	2
213	ту же	2	2
214	таком случае	2	2
215	из этого	2	2
216	там где	4	2
217	в чем	2	2
