N	2gram	Vygotskiy__4	VLabPisa
1	таким образом	25	27
2	в этом	24	26
3	и в	20	25
4	не только	15	22
5	может быть	12	21
6	и не	8	19
7	не может	6	17
8	в его	11	15
9	в процессе	27	14
10	прежде всего	2	13
11	в том	42	13
12	этом отношении	7	13
13	в частности	5	12
14	как это	9	12
15	с другой	12	11
16	в силу	6	11
17	из них	4	11
18	не могут	3	10
19	в качестве	21	10
20	о том	5	10
21	к этому	4	9
22	что в	19	9
23	для него	2	9
24	но и	9	9
25	то же	16	9
26	все эти	5	8
27	в своем	4	8
28	другой стороны	9	8
29	могут быть	7	8
30	из этих	2	7
31	как и	9	7
32	том что	35	7
33	было бы	8	7
34	вместе с	8	7
35	а не	7	7
36	у него	2	6
37	это не	5	6
38	в себе	10	6
39	то что	15	6
40	том же	2	6
41	в нем	2	6
42	так и	5	6
43	и его	5	6
44	их в	2	6
45	между тем	9	6
46	в результате	8	5
47	тому что	4	5
48	все же	5	5
49	и при	4	5
50	зависимости от	2	5
51	как говорит	2	5
52	связи с	3	5
53	одним из	2	5
54	как бы	7	5
55	один из	3	5
56	в их	12	5
57	приводит к	3	5
58	на основе	10	5
59	сказать что	6	5
60	только в	10	5
61	не в	4	5
62	не является	5	5
63	он говорит	2	5
64	к тому	6	4
65	никогда не	5	4
66	перед нами	5	4
67	в целом	11	4
68	что все	3	4
69	что он	6	4
70	в своей	7	4
71	в нашей	2	4
72	в самом	6	4
73	даже в	2	4
74	когда он	3	4
75	образов и	2	4
76	в связи	3	4
77	в этой	3	4
78	и к	5	3
79	интеллектуальной деятельности	2	3
80	с тем	6	3
81	и как	9	3
82	и от	3	3
83	только что	4	3
84	в другую	3	3
85	по существу	3	3
86	мы видели	6	3
87	что они	14	3
88	видели что	2	3
89	но как	2	3
90	это мы	2	3
91	с этим	5	3
92	вслед за	2	3
93	следующим образом	3	3
94	далеко не	2	3
95	и он	2	3
96	в виду	3	3
97	его в	6	3
98	что и	9	3
99	именно в	3	3
100	этой области	2	3
101	и отдельных	2	3
102	того что	10	3
103	так же	11	3
104	в слове	2	3
105	никак не	2	3
106	точки зрения	24	3
107	является не	4	3
108	бы в	3	3
109	не менее	3	2
110	том числе	2	2
111	с более	2	2
112	в каждом	2	2
113	только не	5	2
114	никаких оснований	2	2
115	связана с	2	2
116	целого ряда	2	2
117	отличается от	2	2
118	не подлежит	3	2
119	формы и	3	2
120	роль в	4	2
121	показывает что	2	2
122	стороны и	2	2
123	что при	2	2
124	отдельных элементов	3	2
125	а затем	2	2
126	ли не	2	2
127	но не	3	2
128	им как	2	2
129	но для	2	2
130	числе и	2	2
131	как известно	3	2
132	из основных	4	2
133	по одному	3	2
134	еще не	2	2
135	одной стороны	9	2
136	же самое	7	2
137	для того	5	2
138	одной из	3	2
139	который по	2	2
140	если бы	5	2
141	мы имеем	2	2
142	видеть в	2	2
143	том чтобы	2	2
144	в ней	2	2
145	всяком случае	3	2
146	отнюдь не	3	2
147	слова не	3	2
148	мы наблюдаем	2	2
149	не по	2	2
150	этот процесс	6	2
151	от того	3	2
152	может не	2	2
153	во всей	4	2
154	а в	2	2
155	с одной	9	2
156	что оно	4	2
157	этой точки	4	2
158	заключается в	18	2
159	того чтобы	7	2
160	что такое	5	2
161	между ними	4	2
162	и для	4	2
163	к этим	2	2
164	мышления в	16	2
165	можно было	6	2
166	тому как	2	2
167	также и	2	2
168	во всяком	4	2
169	подобно тому	2	2
170	они не	2	2
171	самого себя	2	2
172	ту же	2	2
173	что мы	7	2
174	этого положения	6	2
175	как он	4	2
176	которые в	4	2
177	в чем	3	2
178	в которой	3	2
179	в области	4	2
180	же как	6	2
181	тогда когда	8	2
182	в сознании	4	2
183	но в	3	2
184	значит что	2	2
