N	2gram	Medvedev_V_1	Psycholo
1	то что	6	37
2	и в	26	30
3	в том	15	27
4	что в	10	24
5	том что	8	21
6	для того	3	20
7	таким образом	31	20
8	того чтобы	3	20
9	как бы	5	19
10	что он	4	17
11	не только	25	16
12	в самом	4	14
13	в этом	26	14
14	так же	3	13
15	как раз	3	13
16	одной стороны	2	12
17	вместе с	7	12
18	с одной	2	12
19	если бы	3	11
20	может быть	22	11
21	как на	3	11
22	что мы	2	11
23	о том	10	10
24	никогда не	4	9
25	с другой	11	9
26	не может	17	9
27	сказать что	5	9
28	с тем	3	8
29	тому что	6	8
30	мы имеем	3	8
31	к тому	4	8
32	не в	6	8
33	а не	7	8
34	того что	3	8
35	заключается в	2	8
36	могут быть	5	8
37	по себе	2	7
38	в нем	6	7
39	и как	3	7
40	зависимости от	5	7
41	но не	2	7
42	все же	5	7
43	и т	23	7
44	то же	10	7
45	действующих лиц	5	7
46	точки зрения	3	7
47	как это	12	7
48	в зависимости	6	6
49	в своем	8	6
50	что она	2	6
51	именно в	2	6
52	как и	7	6
53	в искусстве	6	6
54	и для	2	6
55	но и	10	6
56	что все	3	6
57	что оно	3	6
58	и не	19	6
59	жизни и	3	6
60	и его	6	6
61	или в	3	6
62	только не	2	5
63	и есть	5	5
64	по этому	9	5
65	эта теория	2	5
66	в целом	4	5
67	и потому	2	5
68	в этой	4	5
69	что они	3	5
70	еще не	2	5
71	было бы	7	5
72	когда он	3	5
73	один из	5	5
74	художественное произведение	5	5
75	другой стороны	8	5
76	сводится к	3	5
77	в своих	2	5
78	в себе	6	5
79	но в	2	5
80	только в	7	5
81	же самое	2	5
82	бы в	3	5
83	в результате	5	4
84	в частности	11	4
85	этот вопрос	3	4
86	прежде всего	13	4
87	стороны и	2	4
88	то это	2	4
89	говорит о	7	4
90	у нас	2	4
91	и заключается	2	4
92	и к	3	4
93	мысль о	2	4
94	в своей	4	4
95	от того	2	4
96	в ней	2	4
97	в его	14	4
98	в них	4	4
99	как говорит	5	4
100	только что	4	4
101	этому поводу	7	4
102	а в	3	4
103	из которых	2	4
104	в конце	3	4
105	о чем	2	4
106	в виду	4	4
107	что ни	2	3
108	не могут	7	3
109	у него	6	3
110	думается что	4	3
111	что у	2	3
112	хотя бы	19	3
113	это не	7	3
114	формы и	2	3
115	из этих	7	3
116	к этому	9	3
117	вовсе не	3	3
118	художественного произведения	6	3
119	остановимся на	2	3
120	об этом	9	3
121	одна из	4	3
122	для него	8	3
123	он говорит	5	3
124	он не	2	3
125	в ее	4	3
126	что и	3	3
127	так и	5	3
128	что при	2	3
129	в их	5	3
130	так например	2	3
131	это только	4	3
132	т д	14	3
133	этом отношении	13	3
134	искусстве и	2	3
135	по поводу	2	3
136	и наконец	2	3
137	по его	2	3
138	можно было	2	3
139	человека в	2	3
140	в силу	11	3
141	т п	9	3
142	в другом	2	3
143	иметь в	2	3
144	в которой	2	3
145	это делает	3	2
146	перед нами	4	2
147	такое понимание	2	2
148	с его	3	2
149	ни один	7	2
150	в письме	13	2
151	же как	2	2
152	связи с	4	2
153	знаем что	2	2
154	говорил что	2	2
155	представить себе	2	2
156	не является	5	2
157	в противоположность	3	2
158	с этим	3	2
159	искусство как	2	2
160	в одном	4	2
161	в каждом	2	2
162	а как	2	2
163	то о	2	2
164	или иной	2	2
165	можно сказать	4	2
166	художественном произведении	4	2
167	мы знаем	3	2
168	же в	6	2
169	а затем	2	2
170	в романе	4	2
171	ли не	2	2
172	по существу	3	2
173	и при	5	2
174	утверждает что	3	2
175	очевидно что	7	2
176	в нашей	4	2
177	в большей	2	2
178	со своим	2	2
179	в воображении	2	2
180	следующим образом	3	2
181	том чтобы	2	2
182	в качестве	11	2
183	в котором	3	2
184	должен быть	4	2
185	себе и	2	2
186	из них	9	2
187	во всех	6	2
188	ни одного	2	2
189	и дальше	2	2
190	в форме	3	2
191	все это	10	2
192	искусства не	2	2
193	отличается от	2	2
194	по отношению	7	2
195	о фантазии	2	2
196	в течение	2	2
197	это и	6	2
198	следует понимать	5	2
199	приводит к	5	2
200	и даже	2	2
201	и он	2	2
202	между ними	3	2
203	должно быть	2	2
204	к этим	2	2
205	некоторые авторы	2	2
206	в которых	3	2
207	даже и	3	2
208	как например	2	2
209	в то	6	2
210	что даже	2	2
211	ту же	2	2
212	как он	2	2
213	все эти	6	2
214	естественно что	2	2
215	конце концов	2	2
216	только о	2	2
217	нет ни	2	2
