N	2gram	Vygotskiy__2	Myslijsy
1	потому что	21	49
2	для нас	2	31
3	то есть	21	30
4	и в	32	24
5	может быть	18	23
6	в сознании	4	23
7	то что	21	20
8	и не	10	19
9	а не	7	18
10	в том	37	18
11	что в	20	16
12	по себе	12	15
13	не только	12	15
14	того же	2	14
15	при этом	13	13
16	было бы	11	13
17	не в	8	13
18	но не	2	12
19	не может	17	12
20	то же	13	12
21	мы можем	3	12
22	если бы	6	11
23	что и	17	11
24	вместе с	2	11
25	мы не	3	11
26	только в	7	11
27	таким образом	21	11
28	в сознание	2	10
29	в себе	2	10
30	так что	3	10
31	как в	9	10
32	так как	12	10
33	тогда когда	3	10
34	точно так	3	9
35	вовсе не	2	9
36	в нем	4	9
37	как бы	6	9
38	но и	10	9
39	а только	3	8
40	а в	4	8
41	том что	21	8
42	и на	5	8
43	в этом	13	8
44	могут быть	4	8
45	не могут	3	7
46	во всяком	2	7
47	всяком случае	2	7
48	сами по	3	7
49	во всех	3	7
50	душевной жизни	2	7
51	или же	3	7
52	как и	10	7
53	того что	8	7
54	тем что	9	7
55	с этим	4	7
56	в чем	4	7
57	того как	4	7
58	в состоянии	2	6
59	что если	6	6
60	с другой	3	6
61	в одном	2	6
62	и как	7	6
63	свою очередь	2	6
64	в свою	3	6
65	только как	3	6
66	тем не	4	6
67	и т	10	6
68	не было	2	6
69	не имеет	4	6
70	есть только	5	6
71	между тем	4	6
72	одного и	2	6
73	в то	5	6
74	и только	2	6
75	заметить что	2	6
76	слова в	2	5
77	не менее	8	5
78	столь же	4	5
79	есть не	4	5
80	что они	7	5
81	тот же	6	5
82	что не	3	5
83	на то	11	5
84	о том	6	5
85	и их	3	5
86	так и	3	5
87	в них	2	5
88	бы не	2	5
89	и наоборот	2	5
90	от того	4	5
91	а потому	2	5
92	для того	13	5
93	с другими	2	5
94	из них	4	5
95	все же	4	5
96	в которой	2	5
97	сам по	4	4
98	место в	2	4
99	главным образом	3	4
100	никогда не	9	4
101	образом в	3	4
102	что он	13	4
103	такой же	7	4
104	и другое	2	4
105	до сих	5	4
106	еще не	2	4
107	должны быть	3	4
108	в самом	12	4
109	время как	3	4
110	чувства и	2	4
111	сих пор	5	4
112	заключает в	2	4
113	так в	2	4
114	что оно	2	4
115	и что	22	4
116	для самого	2	4
117	в таком	2	4
118	тому как	3	4
119	то все	2	4
120	подобно тому	2	4
121	таким путем	4	4
122	как он	2	4
123	там где	2	4
124	то время	3	4
125	с тем	11	4
126	в других	2	4
127	но в	3	4
128	на вопрос	2	3
129	что это	8	3
130	но даже	2	3
131	на нас	3	3
132	это не	2	3
133	оно не	2	3
134	не как	3	3
135	и от	2	3
136	и все	4	3
137	на все	5	3
138	думать что	3	3
139	приблизительно так	2	3
140	то это	3	3
141	что на	4	3
142	и при	2	3
143	очевидно что	2	3
144	все что	2	3
145	но это	2	3
146	мы в	3	3
147	например в	3	3
148	вслед за	5	3
149	которые мы	4	3
150	относится к	3	3
151	в самой	2	3
152	в ней	5	3
153	же что	2	3
154	если в	2	3
155	с таким	8	3
156	и тем	4	3
157	в целом	4	3
158	как не	2	3
159	на него	2	3
160	что она	16	3
161	есть нечто	2	3
162	что его	5	3
163	в языке	4	3
164	в нас	3	3
165	т п	8	3
166	т д	2	3
167	которых мы	3	3
168	те же	6	3
169	если мы	12	3
170	что без	2	3
171	и у	2	3
172	не так	2	3
173	и для	4	3
174	как на	5	3
175	той же	8	3
176	что для	7	3
177	и то	3	3
178	в каком	3	3
179	и вообще	2	3
180	далеко не	5	3
181	в этих	2	3
182	полагает что	2	3
183	которые не	3	3
184	на деле	8	3
185	том как	2	3
186	и той	4	2
187	в каждом	2	2
188	при определении	2	2
189	с в	2	2
190	из себя	2	2
191	и его	7	2
192	или что	3	2
193	что у	5	2
194	в какой	2	2
195	но он	3	2
196	хотя бы	3	2
197	и это	4	2
198	а к	2	2
199	одной и	4	2
200	в жизни	4	2
201	что все	9	2
202	состоит в	3	2
203	зависит от	2	2
204	значение и	2	2
205	с его	2	2
206	указывают на	2	2
207	после того	2	2
208	мы знаем	7	2
209	сознании и	2	2
210	только потому	2	2
211	такое же	2	2
212	которой мы	2	2
213	все эти	7	2
214	так же	18	2
215	на другой	2	2
216	же время	2	2
217	но что	2	2
218	что с	3	2
219	в нашей	3	2
220	и тот	2	2
221	в действительности	4	2
222	в общем	3	2
223	оба эти	2	2
224	и следовательно	2	2
225	в его	2	2
226	для нее	2	2
227	его с	2	2
228	один из	3	2
229	указывает на	3	2
230	не имеют	2	2
231	все это	5	2
232	другой стороны	2	2
233	а с	2	2
234	и других	3	2
235	на самом	5	2
236	мы находим	2	2
237	но только	4	2
238	самом деле	16	2
239	того чтобы	14	2
240	звуков в	3	2
241	мы видим	4	2
242	и по	4	2
243	как это	4	2
244	и здесь	2	2
245	их в	2	2
246	сказать что	7	2
247	тому что	4	2
248	не на	2	2
249	само по	3	2
250	во всем	3	2
251	мы должны	3	2
252	могли бы	2	2
253	на этом	3	2
254	отношении к	3	2
255	к которому	2	2
256	когда мы	2	2
257	от сознания	2	2
258	это было	3	2
259	и поэтому	4	2
