N	2gram	Tiupa_Narr_1	Dialekti
1	и не	23	30
2	а не	13	18
3	может быть	15	17
4	ничего не	2	17
5	то что	9	16
6	и в	11	15
7	стало быть	3	15
8	как бы	6	14
9	не имеет	2	14
10	точки зрения	5	14
11	того что	4	13
12	по себе	4	13
13	это не	3	12
14	прежде всего	4	11
15	и вот	2	11
16	в том	8	11
17	не может	8	11
18	и все	3	11
19	в этом	12	11
20	с ее	2	10
21	потому что	5	10
22	том что	7	10
23	мы не	3	9
24	то же	8	9
25	уже не	8	9
26	не в	6	8
27	в себе	6	8
28	и о	3	8
29	не только	31	8
30	в чем	2	8
31	и ее	3	8
32	что в	3	7
33	что мы	2	7
34	что он	3	7
35	как и	13	7
36	и его	10	7
37	или в	6	7
38	только в	12	7
39	перед нами	5	6
40	же время	4	6
41	хотя и	4	6
42	и тем	4	6
43	и даже	2	6
44	в результате	2	6
45	сказать что	2	6
46	если бы	7	6
47	в то	4	6
48	так и	5	5
49	в своем	3	5
50	на то	2	5
51	можно сказать	5	5
52	не говорит	3	5
53	того чтобы	4	5
54	в ней	4	5
55	в сфере	2	5
56	в нем	4	5
57	именно в	3	5
58	и на	5	5
59	о том	4	5
60	мы имеем	3	5
61	с его	4	5
62	в жизни	3	5
63	то в	4	5
64	в сущности	2	5
65	для того	3	5
66	и для	2	5
67	и как	3	4
68	в этой	6	4
69	один из	6	4
70	жизни и	6	4
71	но и	27	4
72	в особенности	2	4
73	с ними	2	4
74	или не	4	4
75	также и	3	4
76	и с	3	4
77	не о	2	4
78	той или	5	4
79	в одном	4	4
80	отнюдь не	2	4
81	она не	2	4
82	еще не	4	4
83	как раз	6	4
84	хотя бы	2	4
85	тому как	3	4
86	в его	6	4
87	подобно тому	3	4
88	та же	2	3
89	не всегда	3	3
90	тем самым	5	3
91	в свою	2	3
92	к жизни	2	3
93	более не	2	3
94	ни о	2	3
95	с ним	2	3
96	но в	7	3
97	об этом	6	3
98	у нас	3	3
99	в своей	5	3
100	со стороны	8	3
101	быть и	2	3
102	как в	4	3
103	она в	2	3
104	что не	2	3
105	и притом	2	3
106	в данном	11	3
107	и то	3	3
108	мы можем	2	3
109	едва ли	3	3
110	в области	2	3
111	не менее	3	2
112	в частности	14	2
113	двух или	2	2
114	из этих	4	2
115	что на	4	2
116	да и	2	2
117	свою очередь	2	2
118	при этом	19	2
119	в самом	6	2
120	никогда не	4	2
121	своей истории	2	2
122	из них	4	2
123	не по	4	2
124	другой стороны	2	2
125	и только	2	2
126	быть не	3	2
127	не было	3	2
128	лишь в	3	2
129	говорил о	2	2
130	не мог	6	2
131	о ней	3	2
132	но как	3	2
133	как это	3	2
134	если она	2	2
135	тот кто	2	2
136	но они	3	2
137	тем или	2	2
138	однако в	3	2
139	все же	4	2
140	не будет	2	2
141	в качестве	14	2
142	все что	2	2
143	но именно	3	2
144	никак не	2	2
145	о нем	3	2
146	оно не	2	2
147	тем не	3	2
148	себя в	2	2
149	вместе с	2	2
150	и тогда	2	2
151	происходит это	2	2
152	все равно	2	2
153	только что	2	2
154	во всяком	2	2
155	но для	3	2
156	история это	2	2
157	как будто	3	2
158	от этих	2	2
159	ни от	2	2
160	отличие от	2	2
161	это было	2	2
