N	2gram	Bakhtin_Fr_8	Analitik
1	в качестве	4	31
2	может быть	3	29
3	в том	13	27
4	не может	2	22
5	и не	9	21
6	в частности	7	19
7	и в	56	18
8	а не	2	17
9	но и	9	17
10	не только	8	15
11	не в	3	14
12	как и	5	13
13	в его	18	13
14	в этом	14	13
15	том что	8	12
16	при этом	4	12
17	в себе	4	11
18	то есть	24	11
19	но не	5	10
20	то же	11	9
21	а в	2	9
22	в то	12	9
23	в мире	2	8
24	в той	6	8
25	но в	6	8
26	времени и	4	6
27	это не	2	6
28	прежде всего	6	6
29	же время	10	6
30	в самом	9	6
31	в сущности	8	6
32	той или	2	6
33	далеко не	2	6
34	то что	3	6
35	в своей	2	6
36	в основе	4	6
37	точки зрения	6	6
38	по своей	4	6
39	только в	9	6
40	и как	2	5
41	в этой	6	5
42	что в	5	5
43	как бы	11	5
44	в их	3	5
45	и т.п	11	5
46	и его	12	5
47	между тем	3	5
48	и на	7	5
49	о том	4	5
50	и более	4	4
51	с другой	2	4
52	в литературе	3	4
53	ни в	2	4
54	большей или	3	4
55	для того	2	4
56	в области	5	4
57	все же	2	4
58	вместе с	2	4
59	так и	13	4
60	уже не	3	4
61	ни было	2	4
62	из которых	2	4
63	с точки	2	4
64	или меньшей	3	4
65	в другом	3	4
66	с ним	2	4
67	том числе	3	3
68	с его	5	3
69	в нашем	2	3
70	то ни	2	3
71	и все	6	3
72	в нем	8	3
73	и к	4	3
74	что он	2	3
75	еще не	10	3
76	одной стороны	2	3
77	одним из	5	3
78	он не	5	3
79	в котором	2	3
80	даже в	4	3
81	дело не	2	3
82	что и	3	3
83	вопрос об	2	3
84	бы то	2	3
85	ни с	5	3
86	таким образом	17	3
87	с одной	4	3
88	того чтобы	4	3
89	к нему	2	3
90	более того	3	3
91	а также	3	3
92	если бы	2	3
93	своего рода	5	3
94	и то	2	2
95	взгляде на	2	2
96	только не	2	2
97	никогда не	5	2
98	все эти	15	2
99	национального языка	3	2
100	не просто	3	2
101	вовсе не	6	2
102	его к	3	2
103	можно сказать	2	2
104	и потому	4	2
105	связей в	2	2
106	такой же	5	2
107	и сам	2	2
108	для него	2	2
109	в пределах	5	2
110	было бы	2	2
111	несмотря на	2	2
112	на его	6	2
113	за пределы	4	2
114	и о	3	2
115	один из	5	2
116	из них	2	2
117	в процессе	5	2
118	и до	10	2
119	данном случае	2	2
120	другой стороны	2	2
121	как к	2	2
122	той же	6	2
123	на самом	2	2
124	самом деле	2	2
125	роль в	5	2
126	как мы	7	2
127	ничто не	2	2
128	также и	2	2
129	культуры в	2	2
130	в данном	2	2
131	романа в	2	2
132	в эпизоде	4	2
133	так как	4	2
134	потому что	6	2
135	в которой	4	2
136	и с	8	2
