N	2gram	Propp_Isto_7	KulturaY
1	и т	17	54
2	т е	16	32
3	и в	24	23
4	точки зрения	4	23
5	в том	7	22
6	не только	21	17
7	было бы	2	16
8	в этом	12	16
9	может быть	14	14
10	что в	13	13
11	в самом	2	13
12	не менее	5	12
13	потому что	9	12
14	вопрос о	3	11
15	том что	10	11
16	а не	8	11
17	того что	6	11
18	и не	4	10
19	прежде всего	2	9
20	тем не	4	9
21	еще не	8	9
22	таким образом	7	9
23	так как	8	9
24	до сих	2	8
25	между прочим	3	8
26	сих пор	3	8
27	т д	16	8
28	уже не	2	8
29	с другой	9	7
30	и что	10	7
31	в данном	4	7
32	сказать что	2	7
33	все эти	2	7
34	как это	2	7
35	того как	3	7
36	что и	8	6
37	что он	21	6
38	в силу	2	6
39	после того	4	6
40	тот же	2	6
41	при этом	4	6
42	и тем	2	6
43	так и	5	6
44	в их	4	6
45	не может	14	6
46	то же	8	6
47	связи с	3	6
48	только в	6	6
49	о том	9	6
50	ничего не	5	6
51	не могут	2	5
52	уже выше	6	5
53	вовсе не	4	5
54	как и	6	5
55	не в	9	5
56	здесь можно	2	5
57	хотя и	3	5
58	что она	5	5
59	как бы	4	5
60	все же	9	5
61	в связи	2	5
62	как мы	3	5
63	а в	10	5
64	но это	3	5
65	тем более	2	5
66	тем что	6	5
67	из этих	3	5
68	в чем	5	5
69	тому что	2	4
70	один из	7	4
71	для нас	6	4
72	того же	2	4
73	одной стороны	5	4
74	не случайно	3	4
75	том чтобы	3	4
76	и о	2	4
77	в ее	2	4
78	то что	7	4
79	данном случае	3	4
80	как в	12	4
81	с одной	5	4
82	что не	2	4
83	что такое	2	4
84	не столько	3	4
85	тогда когда	3	4
86	на вопрос	4	3
87	уже в	3	3
88	что это	6	3
89	это не	10	3
90	ни в	2	3
91	с этой	6	3
92	по существу	4	3
93	мы видели	7	3
94	но не	6	3
95	в первую	7	3
96	но для	2	3
97	он не	6	3
98	то это	5	3
99	отношение к	5	3
100	но и	11	3
101	на него	2	3
102	а именно	6	3
103	только после	2	3
104	другой стороны	8	3
105	мы не	4	3
106	они не	2	3
107	не по	2	3
108	не имеет	4	3
109	не так	2	3
110	этот вопрос	2	3
111	в то	2	3
112	она не	2	3
113	мы должны	4	3
114	там где	5	3
115	все это	8	2
116	случаи когда	2	2
117	но все	4	2
118	на том	2	2
119	в тех	5	2
120	и здесь	12	2
121	в дальнейшем	3	2
122	из всего	2	2
123	что они	3	2
124	в различных	3	2
125	кроме того	3	2
126	с целью	2	2
127	и тот	2	2
128	и если	3	2
129	в качестве	3	2
130	конечно не	2	2
131	нас к	2	2
132	увидим что	2	2
133	в таких	2	2
134	в котором	2	2
135	и такие	2	2
136	его в	3	2
137	не все	3	2
138	своего рода	4	2
139	когда он	3	2
140	вместе с	7	2
141	дело не	5	2
142	в свете	3	2
143	отличается от	2	2
144	так в	4	2
145	то и	4	2
146	в особенности	2	2
147	не просто	2	2
148	совершенно ясно	4	2
149	на этот	2	2
150	так же	6	2
151	на себя	2	2
152	очень много	2	2
153	он в	2	2
154	только о	2	2
155	что мы	3	2
156	доходит до	2	2
157	что эти	2	2
158	как он	6	2
159	в этих	13	2
160	здесь не	2	2
161	то не	4	2
162	это конечно	2	2
163	мы имеем	12	2
164	но в	5	2
165	если это	2	2
166	е в	2	2
