N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	41
2	то есть	40	20
3	таким образом	4	19
4	у рабле	2	18
5	в этом	16	15
6	и все	9	14
7	как и	12	14
8	в этой	3	13
9	то же	6	13
10	все эти	4	13
11	мы уже	3	12
12	в его	9	12
13	прежде всего	9	11
14	в том	9	11
15	как мы	12	11
16	в себе	7	11
17	так и	4	10
18	все это	6	10
19	в то	5	10
20	и его	6	9
21	не в	10	9
22	же время	5	9
23	но и	12	9
24	и т.п	14	9
25	в своем	3	9
26	что в	4	9
27	в конце	3	8
28	по существу	3	8
29	то что	4	8
30	но в	6	8
31	вовсе не	9	7
32	в романе	6	7
33	как бы	19	7
34	в нем	17	7
35	и не	27	7
36	у него	5	6
37	это не	5	6
38	ни в	6	6
39	есть в	6	6
40	для него	2	6
41	и до	3	6
42	с помощью	3	6
43	только в	6	6
44	о том	5	6
45	уже в	4	5
46	не только	14	5
47	и к	9	5
48	на этом	3	5
49	вместе с	2	5
50	что и	3	5
51	как в	4	5
52	того как	2	5
53	а в	2	5
54	к нему	5	5
55	и для	3	5
56	так же	3	5
57	точки зрения	11	5
58	и это	3	5
59	потому что	4	5
60	том числе	4	4
61	хотя и	6	4
62	из одного	2	4
63	но он	3	4
64	и здесь	4	4
65	том что	4	4
66	но все	2	4
67	одна из	2	4
68	все что	2	4
69	слов и	3	4
70	было бы	3	4
71	в сущности	7	4
72	может быть	23	4
73	он не	4	4
74	в виду	4	4
75	к жизни	2	4
76	целый ряд	2	4
77	влияние на	2	4
78	и наконец	4	4
79	должно быть	4	4
80	рядом с	5	4
81	и на	11	4
82	и с	7	4
83	одном из	2	4
84	ничего не	2	4
85	поэтому и	2	3
86	и другие	3	3
87	в отношении	3	3
88	того же	3	3
89	в одном	11	3
90	его к	2	3
91	очень часто	4	3
92	в мире	3	3
93	но это	6	3
94	такой же	3	3
95	в руках	2	3
96	в своей	3	3
97	есть и	2	3
98	кроме того	4	3
99	при этом	5	3
100	но именно	3	3
101	в формах	3	3
102	например в	4	3
103	и их	3	3
104	о нем	6	3
105	что он	6	3
106	с ее	3	3
107	жизни и	5	3
108	во всех	5	3
109	в их	4	3
110	не может	19	3
111	не было	2	3
112	в той	3	3
113	с точки	9	3
114	и по	2	3
115	той же	3	3
116	можно было	2	3
117	тем что	3	3
118	не знает	4	3
119	но этот	3	3
120	так сказать	5	3
121	так как	5	3
122	от этого	2	3
123	например у	2	2
124	явление в	2	2
125	перед нами	12	2
126	с его	5	2
127	все время	2	2
128	никогда не	6	2
129	числе и	3	2
130	он только	2	2
131	в этих	4	2
132	здесь только	2	2
133	здесь и	3	2
134	и так	2	2
135	и во	3	2
136	в одной	2	2
137	с этим	2	2
138	а следовательно	2	2
139	переходим к	2	2
140	о котором	2	2
141	к тому	2	2
142	и оценок	2	2
143	следовательно и	2	2
144	отношению к	5	2
145	и как	2	2
146	оно и	2	2
147	более или	3	2
148	в большинстве	9	2
149	никому не	2	2
150	в себя	4	2
151	до конца	4	2
152	отношение к	3	2
153	еще не	7	2
154	своего рода	4	2
155	в заключение	2	2
156	на том	2	2
157	и времени	2	2
158	здесь нет	3	2
159	остановимся на	2	2
160	в первой	2	2
161	в процессе	4	2
162	образом и	3	2
163	или менее	3	2
164	по отношению	5	2
165	еще более	3	2
166	и других	4	2
167	его как	2	2
168	только на	3	2
169	а не	11	2
170	мы здесь	2	2
171	свое время	2	2
172	уже не	4	2
173	особенно в	5	2
174	жизнь и	3	2
175	мы не	4	2
176	или в	8	2
177	в данном	2	2
178	в результате	2	2
179	их в	3	2
180	во всяком	2	2
181	в словах	4	2
182	имеем в	3	2
183	к самому	2	2
184	в которых	2	2
185	карнавального типа	2	2
186	ту же	2	2
187	может стать	2	2
188	и т.д	3	2
189	также и	3	2
190	далеко не	3	2
191	как он	3	2
192	в свое	2	2
193	дело в	3	2
194	большинстве случаев	8	2
195	бы в	3	2
196	с ним	2	2
197	мы имеем	3	2
