N	2gram	Voloshinov_1	Problemy
1	и в	13	43
2	и не	8	29
3	может быть	8	23
4	как бы	6	22
5	не может	8	18
6	в пределах	3	16
7	но и	3	14
8	как и	3	14
9	точки зрения	7	13
10	в этом	2	13
11	в нем	2	12
12	в одном	3	12
13	слова и	2	12
14	в каждом	4	11
15	не в	3	11
16	не только	6	11
17	прежде всего	9	10
18	но в	4	10
19	в его	7	10
20	никогда не	3	9
21	для него	2	8
22	лишь в	4	8
23	то же	4	8
24	с точки	5	8
25	и его	12	8
26	слово в	3	8
27	в самом	2	7
28	то что	6	7
29	что же	3	7
30	а не	2	7
31	в другом	2	7
32	в том	2	6
33	при этом	2	6
34	к одному	3	6
35	и наконец	5	6
36	и все	3	6
37	не как	3	6
38	да и	3	5
39	все это	4	5
40	по отношению	3	5
41	таким образом	6	5
42	все эти	2	5
43	а в	2	5
44	но ведь	5	5
45	бы в	2	5
46	на фоне	4	5
47	вовсе не	2	5
48	слов и	4	5
49	было бы	4	5
50	отношению к	3	5
51	самом деле	3	5
52	в себе	3	5
53	героя и	2	5
54	что в	3	4
55	с другой	2	4
56	к тому	2	4
57	между собою	2	4
58	в произведении	2	4
59	так как	3	4
60	а как	2	4
61	в них	2	4
62	более того	2	4
63	в своей	4	4
64	не на	2	4
65	там где	2	4
66	мы не	4	4
67	только в	6	4
68	может стать	2	4
69	не менее	2	3
70	в отношении	2	3
71	но для	3	3
72	и следовательно	2	3
73	и их	7	3
74	в их	3	3
75	во всем	2	3
76	между тем	2	3
77	сознания и	2	3
78	если бы	2	3
79	и к	2	3
80	тот же	2	3
81	кажется что	2	3
82	мы уже	2	3
83	за пределы	3	3
84	наконец в	2	3
85	все же	5	3
86	так и	3	3
87	другой стороны	2	3
88	и для	3	3
89	тем что	2	3
90	могут быть	2	3
91	и ее	2	3
92	уже в	2	2
93	материал в	2	2
94	но так	2	2
95	и является	2	2
96	и др	2	2
97	себе что	2	2
98	в целом	2	2
99	здесь мы	3	2
100	так же	2	2
101	с ними	2	2
102	в своих	2	2
103	в руках	2	2
104	представим себе	2	2
105	произведения как	4	2
106	превращается в	3	2
107	с этим	3	2
108	конечно в	2	2
109	и при	2	2
110	одно и	3	2
111	же слово	2	2
112	для себя	2	2
113	он только	2	2
114	и пр	7	2
115	в процессе	5	2
116	ее в	2	2
117	как в	2	2
118	входит в	2	2
119	каждое слово	2	2
120	том что	2	2
121	и эта	5	2
122	хотя бы	5	2
123	и то	3	2
124	мы можем	4	2
125	в поэзии	5	2
