N	2gram	Potebnia_M_2	FransuaR
1	и в	24	41
2	то есть	30	24
3	во всех	7	17
4	таким образом	11	17
5	в нем	9	16
6	и его	2	13
7	но и	9	13
8	в этом	8	12
9	все это	2	11
10	все эти	2	11
11	прежде всего	7	10
12	в самом	4	10
13	не только	15	10
14	так как	10	10
15	то что	20	10
16	во время	4	9
17	и на	8	9
18	и все	3	9
19	о том	5	9
20	никогда не	4	8
21	но в	4	8
22	у него	2	7
23	в них	5	7
24	вовсе не	9	7
25	том что	8	7
26	как бы	9	7
27	как и	7	7
28	что в	16	7
29	в его	2	7
30	что он	4	6
31	мы видим	2	6
32	например в	3	6
33	один из	2	6
34	вместе с	11	6
35	или в	2	6
36	сказать что	2	6
37	в то	6	6
38	то же	12	5
39	с его	2	5
40	в одном	6	5
41	так же	2	5
42	же время	2	5
43	между собою	7	5
44	из них	5	5
45	так и	5	5
46	рядом с	3	5
47	и что	4	5
48	той же	3	5
49	тем что	7	5
50	но он	2	5
51	в себе	10	5
52	во всем	2	5
53	там где	4	5
54	что это	3	5
55	уже в	5	4
56	с другой	6	4
57	и от	3	4
58	и образ	2	4
59	у нас	2	4
60	и как	6	4
61	не в	13	4
62	и вообще	3	4
63	все что	3	4
64	тот же	5	4
65	одной стороны	3	4
66	в ней	3	4
67	в котором	4	4
68	все же	5	4
69	не может	12	4
70	с одной	4	4
71	как в	10	4
72	самом деле	2	4
73	того чтобы	2	4
74	а в	8	4
75	в другом	2	4
76	о котором	2	4
77	того же	14	4
78	с ним	5	4
79	с этим	7	3
80	на все	3	3
81	но это	3	3
82	есть в	2	3
83	до сих	4	3
84	было бы	13	3
85	и их	5	3
86	связано с	2	3
87	сих пор	4	3
88	и для	3	3
89	при этом	13	3
90	и не	19	3
91	те же	3	3
92	они не	4	3
93	того что	7	3
94	что не	5	3
95	между ними	2	3
96	есть только	6	3
97	с другими	5	3
98	только в	11	3
99	в чем	7	3
100	потому что	49	3
101	также что	2	3
102	не могут	7	2
103	всех этих	2	2
104	что если	6	2
105	в этих	3	2
106	превращается в	2	2
107	и во	3	2
108	одного и	6	2
109	себе в	3	2
110	человека и	3	2
111	что все	2	2
112	если мы	3	2
113	для нас	31	2
114	в том	18	2
115	так что	10	2
116	связи с	6	2
117	что они	5	2
118	от него	4	2
119	на этом	2	2
120	но не	12	2
121	и тот	2	2
122	удовольствия и	4	2
123	кажется что	3	2
124	знать что	2	2
125	может быть	23	2
126	за пределы	2	2
127	хотя и	3	2
128	но если	2	2
129	и потому	2	2
130	если б	5	2
131	есть нечто	3	2
132	другой стороны	2	2
133	не на	2	2
134	которых мы	3	2
135	как это	2	2
136	мы находим	2	2
137	и неудовольствия	2	2
138	в теле	2	2
139	а не	18	2
140	и у	3	2
141	внимание на	2	2
142	мы не	11	2
143	и то	3	2
144	их в	2	2
145	между тем	6	2
146	образом в	4	2
147	из этих	4	2
148	что мы	11	2
149	как он	4	2
150	так сказать	4	2
151	бы в	2	2
152	тогда когда	10	2
153	в эту	3	2
154	влияния на	2	2
155	это было	2	2
