N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	25
2	что он	23	22
3	вместе с	4	22
4	и т	8	20
5	т д	2	18
6	может быть	19	17
7	т е	12	16
8	не только	10	13
9	но и	12	13
10	в его	22	12
11	и не	29	11
12	уже не	2	11
13	так как	4	11
14	все же	7	10
15	в этом	16	10
16	тем что	4	10
17	с другой	4	9
18	его в	4	9
19	и его	16	9
20	таким образом	5	9
21	героя в	5	9
22	в виде	4	9
23	с тем	5	8
24	что в	7	8
25	мы знаем	2	8
26	том что	3	8
27	еще не	4	8
28	на него	7	8
29	другой стороны	3	8
30	все эти	4	8
31	и что	5	8
32	и на	6	8
33	во время	2	7
34	мы видели	3	7
35	как и	18	7
36	но это	4	7
37	то что	11	7
38	этом случае	2	7
39	в нем	19	7
40	потому что	12	7
41	только в	6	7
42	о том	2	7
43	это не	5	6
44	прежде всего	15	6
45	что и	5	6
46	как в	4	6
47	не может	19	6
48	и он	2	6
49	не в	9	6
50	в том	3	6
51	там где	7	6
52	что это	5	5
53	него и	2	5
54	с этим	2	5
55	как мы	7	5
56	но все	5	5
57	но не	4	5
58	мы увидим	2	5
59	например в	2	5
60	в ней	3	5
61	в него	3	5
62	так же	8	5
63	входит в	2	5
64	не менее	3	4
65	если не	3	4
66	что у	6	4
67	не как	3	4
68	что все	4	4
69	с другими	4	4
70	тем не	2	4
71	в ее	3	4
72	мы уже	6	4
73	в пределах	6	4
74	все это	16	4
75	то же	14	4
76	он не	15	4
77	за ним	2	4
78	мы должны	5	4
79	и это	4	4
80	в которой	2	4
81	с ним	8	4
82	в другой	2	3
83	никогда не	8	3
84	и как	3	3
85	и все	19	3
86	в целом	5	3
87	что его	3	3
88	в то	12	3
89	о нем	2	3
90	в форме	2	3
91	по которому	2	3
92	на этом	4	3
93	к нему	14	3
94	друг друга	2	3
95	а в	5	3
96	его к	3	3
97	в которых	2	3
98	их в	3	3
99	и с	15	3
100	и вообще	2	3
101	героя и	9	3
102	герой не	2	3
103	уже в	3	2
104	под влиянием	3	2
105	это уже	2	2
106	у него	4	2
107	он может	2	2
108	его и	3	2
109	но так	3	2
110	на них	5	2
111	не знал	2	2
112	вовсе не	11	2
113	а как	2	2
114	вопрос о	2	2
115	по себе	3	2
116	меня в	2	2
117	так что	5	2
118	с этой	2	2
119	мы и	2	2
120	такой же	3	2
121	того же	2	2
122	и сам	5	2
123	жизни и	3	2
124	друг с	2	2
125	если бы	4	2
126	им и	3	2
127	от себя	6	2
128	но для	3	2
129	как бы	27	2
130	и потому	2	2
131	еще в	3	2
132	даже в	5	2
133	один из	2	2
134	как можно	3	2
135	в своей	3	2
136	отношению к	6	2
137	когда он	2	2
138	во всех	2	2
139	говорит о	2	2
140	по отношению	5	2
141	с которым	7	2
142	и для	8	2
143	находится в	2	2
144	самом деле	13	2
145	сам в	2	2
146	а не	9	2
147	того что	5	2
148	когда уже	2	2
149	так в	2	2
150	то в	2	2
151	связан с	2	2
152	сказать что	2	2
153	но он	3	2
154	точки зрения	8	2
155	на одном	2	2
156	во всем	3	2
157	которой он	2	2
158	из них	5	2
159	с другом	2	2
160	особенно в	2	2
161	на нее	2	2
162	героя но	2	2
163	ничего не	4	2
164	о чем	2	2
165	все его	2	2
166	или как	2	2
167	это было	3	2
