N	2gram	Bakhtin_sl_2	Problemy
1	и в	39	46
2	то есть	26	40
3	чужое слово	10	40
4	и не	22	27
5	может быть	37	23
6	чужого слова	40	23
7	как бы	7	19
8	не может	20	19
9	в нем	19	17
10	в этом	16	16
11	не только	24	14
12	и т.п	2	14
13	слова в	13	13
14	чужим словом	14	13
15	перед нами	3	12
16	но и	21	12
17	как и	6	12
18	как мы	7	12
19	и на	4	11
20	точки зрения	8	11
21	в одном	2	11
22	а не	14	11
23	не в	9	10
24	в пределах	13	10
25	прежде всего	8	9
26	в том	5	9
27	в большинстве	6	9
28	и все	5	9
29	вовсе не	10	9
30	и к	6	9
31	в его	7	9
32	чужому слову	2	9
33	с точки	3	9
34	большинстве случаев	5	8
35	авторское слово	3	8
36	до сих	2	8
37	конечно не	5	8
38	сих пор	2	8
39	или в	2	8
40	слова с	4	7
41	и с	9	7
42	к чужому	3	7
43	по себе	5	7
44	еще не	7	7
45	в сущности	6	7
46	слово и	5	7
47	в себе	2	7
48	слова и	8	7
49	никогда не	7	6
50	ни в	4	6
51	но это	3	6
52	хотя и	2	6
53	в него	7	6
54	пределах одного	7	6
55	о нем	2	6
56	слово в	11	6
57	но в	6	6
58	на фоне	4	6
59	что он	2	6
60	мы увидим	2	6
61	и между	2	6
62	в романе	46	6
63	то же	4	6
64	все это	16	6
65	и его	33	6
66	только в	5	6
67	с чужим	11	6
68	это не	5	5
69	же время	4	5
70	при этом	7	5
71	к нему	3	5
72	жизни и	6	5
73	по отношению	4	5
74	особенно в	2	5
75	рядом с	3	5
76	ведь и	2	5
77	в то	4	5
78	так как	4	5
79	слова на	3	5
80	в романах	3	5
81	с его	7	5
82	у него	3	5
83	за пределы	2	5
84	о том	2	5
85	отношению к	4	5
86	во всех	12	5
87	речи и	3	5
88	так сказать	6	5
89	уже в	2	4
90	что в	3	4
91	в этих	7	4
92	словом в	4	4
93	до конца	17	4
94	двуголосого слова	4	4
95	и нет	2	4
96	кроме того	2	4
97	например в	5	4
98	чужих слов	6	4
99	слово как	7	4
100	в их	2	4
101	чужом слове	4	4
102	таким образом	8	4
103	все эти	6	4
104	и других	4	4
105	и наконец	5	4
106	людей и	2	4
107	же и	2	4
108	и здесь	2	4
109	во всем	4	4
110	мы не	2	4
111	в чужом	4	4
112	не знает	2	4
113	как в	13	4
114	точек зрения	3	4
115	том что	5	4
116	чужую речь	2	4
117	но не	6	4
118	на границе	2	4
119	он не	2	4
120	все же	6	4
121	то что	2	4
122	слово здесь	3	4
123	в процессе	13	4
124	так и	15	4
125	в себя	2	4
126	уже не	5	4
127	чужой акцент	2	4
128	героя и	5	4
129	здесь не	4	4
130	слово может	2	4
131	своему предмету	5	3
132	и другие	2	3
133	слово героя	2	3
134	себя и	4	3
135	в отношении	4	3
136	с другой	5	3
137	человека и	3	3
138	не могут	5	3
139	к своему	9	3
140	словом и	8	3
141	в своем	6	3
142	более или	2	3
143	на этом	3	3
144	одним из	2	3
145	и для	5	3
146	два голоса	2	3
147	отношение к	4	3
148	и их	5	3
149	с помощью	4	3
150	и даже	7	3
151	этот второй	2	3
152	конечно и	2	3
153	также и	2	3
154	но он	2	3
155	как он	2	3
156	но здесь	4	3
157	в различных	2	3
158	с ее	2	3
159	более того	2	3
160	и при	2	3
161	мы сказали	2	3
162	всех его	3	3
163	слов и	3	3
164	она не	6	3
165	мы уже	2	3
166	чужой речи	16	3
167	его слова	7	3
168	что и	3	3
169	себя в	8	3
170	слово слово	2	3
171	на него	2	3
172	или менее	2	3
173	в отличие	12	3
174	еще более	2	3
175	авторским словом	2	3
176	в той	4	3
177	героя в	3	3
178	той же	3	3
179	отличается от	2	3
180	в слове	6	3
181	слова как	2	3
182	далеко не	2	3
183	установка на	2	3
184	дело в	2	3
185	отличие от	13	3
186	например у	2	2
187	не менее	4	2
188	сама по	3	2
189	должна быть	3	2
190	пор не	2	2
191	только и	2	2
192	для этого	4	2
193	в диалогах	2	2
194	или иной	5	2
195	для нас	5	2
196	его как	2	2
197	без всякого	2	2
198	в одно	2	2
199	и как	3	2
200	но все	5	2
201	и само	2	2
202	для него	7	2
203	той или	5	2
204	значение в	2	2
205	но она	2	2
206	языка и	9	2
207	влияние на	2	2
208	отношения к	4	2
209	не было	2	2
210	те же	2	2
211	они не	2	2
212	лишь в	3	2
213	как слово	2	2
214	этих случаях	2	2
215	а в	4	2
216	в результате	2	2
217	сказать что	3	2
218	в узком	4	2
219	остается в	5	2
220	материал и	3	2
221	именно как	2	2
222	языка в	6	2
223	единого и	2	2
224	с ним	7	2
225	между тем	3	2
226	степени и	2	2
227	поэтому и	4	2
228	и прямо	2	2
229	вне его	2	2
230	с этим	2	2
231	стороны и	3	2
232	и различные	2	2
233	одна из	4	2
234	все что	2	2
235	зрения и	2	2
236	слова не	4	2
237	и слова	5	2
238	со словом	5	2
239	здесь в	3	2
240	себе как	2	2
241	к различным	2	2
242	не входят	2	2
243	к ней	2	2
244	на почве	4	2
245	почти до	2	2
246	если оно	2	2
247	вместе с	2	2
248	бы и	3	2
249	так в	2	2
250	в языке	2	2
251	узком смысле	4	2
252	речи как	2	2
253	хотя бы	3	2
254	не была	3	2
255	слов в	2	2
256	есть от	2	2
257	в данном	2	2
258	предмет слова	2	2
259	во всяком	3	2
260	автора и	2	2
261	могут быть	7	2
262	слова от	6	2
263	в другом	2	2
264	может стать	2	2
265	ту же	3	2
266	в поэзии	2	2
267	отношении к	4	2
268	которые в	2	2
269	там где	6	2
270	того как	2	2
