N	2gram	Bakhtin_Fr_7	Myshleni
1	в том	11	28
2	и в	41	28
3	то что	8	28
4	в этом	15	27
5	того что	2	24
6	потому что	5	22
7	не может	3	19
8	том что	4	19
9	таким образом	19	18
10	что он	3	18
11	только в	6	18
12	что в	9	17
13	не только	5	16
14	так же	5	15
15	может быть	4	13
16	с помощью	6	13
17	точки зрения	5	13
18	и не	7	11
19	как бы	7	11
20	в отношении	3	10
21	к тому	2	10
22	как мы	11	10
23	но и	9	10
24	по отношению	2	10
25	так как	3	10
26	отношению к	2	10
27	с точки	3	10
28	было бы	4	9
29	в процессе	2	9
30	никогда не	2	8
31	мы видели	5	8
32	еще не	2	8
33	тем самым	3	8
34	тем что	3	8
35	того же	3	7
36	с самого	2	7
37	в нем	7	7
38	в сущности	4	7
39	в своем	9	7
40	и других	2	7
41	мы видим	6	7
42	отношение к	2	7
43	он не	4	7
44	вместе с	5	7
45	то же	13	7
46	можно было	3	7
47	в которой	2	7
48	и к	5	6
49	и как	2	6
50	для него	6	6
51	не имеет	3	6
52	в то	10	6
53	его в	3	6
54	как и	14	6
55	так и	10	6
56	мы не	2	6
57	в чем	2	6
58	в области	2	6
59	это не	6	5
60	сверху вниз	4	5
61	на этой	4	5
62	в свете	3	5
63	в разных	2	5
64	содержится в	2	5
65	и на	4	5
66	и все	14	5
67	но в	8	5
68	что все	2	5
69	того как	5	5
70	в этой	13	5
71	я не	3	4
72	именно в	2	4
73	и обратно	2	4
74	не в	9	4
75	на этом	5	4
76	например в	3	4
77	снизу вверх	2	4
78	к жизни	4	4
79	целый ряд	4	4
80	с этим	2	4
81	в состоянии	2	4
82	в одной	2	4
83	мы имеем	2	4
84	в качестве	9	4
85	оно не	2	4
86	что и	5	4
87	во всех	3	4
88	в той	3	4
89	той же	3	4
90	и то	2	4
91	в себе	11	4
92	в каждой	2	4
93	все время	2	3
94	слов и	4	3
95	есть в	6	3
96	до конца	2	3
97	при этом	3	3
98	хотя и	4	3
99	в их	3	3
100	этом отношении	2	3
101	движение в	8	3
102	и по	3	3
103	и здесь	4	3
104	по горизонтали	2	3
105	бы в	2	3
106	начинается с	2	3
107	в плане	5	3
108	от этого	3	3
109	с его	2	3
110	в них	7	3
111	связанные с	3	3
112	связано с	2	3
113	в его	12	3
114	как в	5	3
115	в себя	2	3
116	а не	2	3
117	и его	9	3
118	ту же	2	3
119	не знает	3	3
120	и т.д	2	3
121	и другие	3	2
122	в этих	2	2
123	в конце	8	2
124	это в	3	2
125	прежде всего	11	2
126	а только	2	2
127	в новой	7	2
128	но это	3	2
129	несмотря на	3	2
130	и от	8	2
131	и др	2	2
132	во второй	2	2
133	из них	3	2
134	все это	10	2
135	в связи	2	2
136	все эти	13	2
137	на том	2	2
138	и наконец	4	2
139	с ними	3	2
140	в которых	2	2
141	но он	4	2
142	что у	3	2
143	с ним	2	2
144	том как	2	2
145	у него	6	2
146	для всех	2	2
147	он может	3	2
148	в одном	3	2
149	интерес к	2	2
150	по существу	8	2
151	по своему	2	2
152	мы уже	12	2
153	входят в	2	2
154	в своей	3	2
155	только на	2	2
156	не на	3	2
157	и оказывается	2	2
158	а в	5	2
159	в значительной	2	2
160	бы оно	2	2
161	у них	2	2
162	нас в	3	2
163	на одном	5	2
164	в данном	2	2
165	высшей ступени	2	2
166	я видел	3	2
