N	2gram	Vygotskiy__1	Problema
1	и в	23	30
2	в своей	4	22
3	то что	17	18
4	не только	16	18
5	том что	21	17
6	в этом	17	17
7	и даже	2	14
8	но и	14	13
9	таким образом	26	13
10	потому что	6	13
11	в том	24	12
12	в его	14	12
13	и не	9	12
14	о том	6	12
15	в своем	3	11
16	в виде	2	10
17	точки зрения	26	10
18	в этой	7	10
19	все же	3	9
20	который в	3	9
21	сказать что	11	9
22	но в	5	9
23	только в	6	9
24	и все	5	9
25	в конце	2	8
26	вовсе не	3	8
27	хотя и	2	8
28	с точки	18	8
29	никогда не	2	7
30	что он	7	7
31	как и	14	7
32	связи с	3	7
33	но не	4	7
34	может быть	14	7
35	вместе с	9	7
36	так и	5	7
37	мы находим	3	7
38	не в	4	7
39	в результате	4	7
40	с другой	10	6
41	прежде всего	10	6
42	можно сказать	5	6
43	уже не	2	6
44	и как	5	6
45	несмотря на	2	6
46	как бы	11	6
47	другой стороны	9	6
48	и что	5	6
49	а в	2	6
50	и его	6	6
51	и на	8	6
52	так как	7	6
53	с тем	7	5
54	что в	14	5
55	что у	2	5
56	в которой	3	5
57	в силу	6	5
58	так же	16	5
59	в самом	7	5
60	для себя	4	5
61	не может	12	5
62	а не	3	5
63	что этот	2	5
64	и то	3	5
65	как раз	4	5
66	того как	2	5
67	и с	9	5
68	мы можем	6	5
69	если не	3	4
70	в частности	2	4
71	тогда когда	3	4
72	человека и	3	4
73	ни в	4	4
74	ясно что	2	4
75	в смысле	2	4
76	об этом	3	4
77	но все	2	4
78	при этом	4	4
79	было бы	4	4
80	в качестве	9	4
81	а с	4	4
82	и к	4	4
83	в себе	6	4
84	в то	7	4
85	из этого	5	4
86	едва ли	2	4
87	учение о	3	3
88	в противоположность	2	3
89	все время	6	3
90	именно в	6	3
91	и которая	2	3
92	в отношении	10	3
93	о котором	2	3
94	в ее	2	3
95	что его	2	3
96	что они	3	3
97	смысле слова	3	3
98	то время	5	3
99	указывает на	2	3
100	только тогда	2	3
101	одной стороны	9	3
102	для того	15	3
103	он не	5	3
104	и тем	6	3
105	с одной	8	3
106	того что	15	3
107	время как	4	3
108	от этого	2	3
109	он в	3	3
110	в другом	7	3
111	и который	3	3
112	в одном	4	3
113	только для	3	2
114	я не	3	2
115	и более	5	2
116	но тем	2	2
117	другого как	2	2
118	в них	2	2
119	является наиболее	2	2
120	в какой	5	2
121	хотя бы	4	2
122	как в	4	2
123	с этой	6	2
124	уже в	3	2
125	один из	2	2
126	представление о	2	2
127	к этому	4	2
128	по себе	5	2
129	со всей	4	2
130	что именно	3	2
131	на то	5	2
132	от них	2	2
133	к тому	4	2
134	то же	8	2
135	и наиболее	2	2
136	как мы	5	2
137	по существу	4	2
138	из всех	2	2
139	мы и	3	2
140	с такой	2	2
141	в свою	4	2
142	до сих	4	2
143	со всеми	2	2
144	а скорее	2	2
145	жизни и	2	2
146	в данном	2	2
147	вслед за	2	2
148	всяком случае	3	2
149	в котором	4	2
150	отношению к	7	2
151	не к	2	2
152	когда он	2	2
153	на него	2	2
154	и до	2	2
155	ее в	2	2
156	данном случае	2	2
157	и речи	38	2
158	по отношению	7	2
159	то и	3	2
160	все эти	4	2
161	факт что	3	2
162	с помощью	13	2
163	мы не	7	2
164	самом деле	3	2
165	в значительной	2	2
166	того чтобы	17	2
167	его не	3	2
168	можно было	3	2
169	во всяком	3	2
170	между тем	9	2
171	тем что	6	2
172	в одной	3	2
173	по своей	5	2
174	его на	2	2
175	дело в	2	2
176	в чем	4	2
177	в области	3	2
178	ничего не	3	2
179	сих пор	4	2
