N	2gram	Medvedev_F_2	Istorich
1	и в	38	24
2	что он	5	21
3	не только	9	21
4	и т	14	17
5	т е	26	16
6	т д	5	16
7	может быть	23	14
8	не может	14	14
9	в этих	2	13
10	что в	7	13
11	как в	4	12
12	в этом	27	12
13	в ином	3	12
14	и здесь	3	12
15	но и	13	11
16	это не	2	10
17	том что	2	10
18	а в	6	10
19	и другие	2	9
20	с другой	3	9
21	не в	15	9
22	все же	8	9
23	потому что	2	9
24	что и	8	8
25	все это	3	8
26	другой стороны	4	8
27	то же	6	8
28	а не	6	8
29	или в	3	8
30	так как	4	8
31	один из	2	7
32	в том	11	7
33	мы видели	4	7
34	во всех	5	7
35	то что	6	7
36	вместе с	6	7
37	к нему	3	7
38	таким образом	20	7
39	тем что	8	6
40	всех этих	3	6
41	как и	9	6
42	но не	2	6
43	в нем	13	6
44	а именно	2	6
45	он не	6	6
46	и все	3	6
47	того что	3	6
48	только в	6	6
49	что это	3	6
50	в тех	2	5
51	то это	3	5
52	отношение к	2	5
53	так и	8	5
54	в чем	2	5
55	с ним	2	5
56	ничего не	4	5
57	там где	4	5
58	но в	4	5
59	никогда не	2	4
60	вовсе не	11	4
61	по существу	7	4
62	но все	3	4
63	при этом	9	4
64	же как	3	4
65	как бы	4	4
66	в их	6	4
67	то и	3	4
68	и не	20	4
69	не имеет	2	4
70	в других	7	4
71	мы не	3	4
72	так в	3	4
73	точки зрения	8	4
74	на первый	2	4
75	уже в	2	3
76	с его	11	3
77	не столько	4	3
78	в качестве	2	3
79	превращается в	2	3
80	представление о	2	3
81	в дальнейшем	4	3
82	что они	4	3
83	кроме того	2	3
84	например в	3	3
85	его в	3	3
86	при помощи	2	3
87	ее в	2	3
88	задачи и	3	3
89	как мы	7	3
90	должны были	2	3
91	приема в	2	3
92	и наконец	4	3
93	и даже	4	3
94	и по	2	3
95	и его	21	3
96	но это	2	3
97	хотя и	3	3
98	из этих	3	3
99	от него	2	3
100	связи с	13	3
101	в конце	2	3
102	и этим	2	3
103	перед нами	2	2
104	сам он	2	2
105	не будет	2	2
106	по этому	2	2
107	для нее	2	2
108	тому что	2	2
109	или даже	2	2
110	та же	2	2
111	и от	2	2
112	к этому	4	2
113	прежде всего	15	2
114	не могут	7	2
115	и ее	6	2
116	в целях	2	2
117	в то	5	2
118	мы знаем	3	2
119	ни в	2	2
120	в ее	2	2
121	из всего	3	2
122	она не	2	2
123	было бы	6	2
124	в каких	2	2
125	со своей	2	2
126	здесь и	4	2
127	в самом	16	2
128	и о	2	2
129	должно было	3	2
130	в котором	2	2
131	если в	3	2
132	и др	3	2
133	и тем	2	2
134	от всех	2	2
135	ее как	2	2
136	со стороны	2	2
137	не по	2	2
138	здесь не	4	2
139	в связи	10	2
140	уже не	7	2
141	в особенности	4	2
142	характерно что	2	2
143	все дело	3	2
144	они должны	2	2
145	не просто	2	2
146	что не	4	2
147	не так	2	2
148	в которой	2	2
149	это положение	2	2
150	как это	2	2
151	его не	2	2
152	сказать что	2	2
153	ничем не	2	2
154	в основе	5	2
155	из них	4	2
156	в одной	2	2
157	он в	2	2
158	с этим	5	2
159	и на	3	2
160	они не	4	2
161	этот вопрос	2	2
162	и другое	2	2
163	только на	3	2
164	все эти	6	2
165	и это	2	2
166	должен был	2	2
167	если это	2	2
