N	2gram	Losev_Prob_4	FransuaR
1	и в	20	65
2	то есть	27	45
3	как бы	4	22
4	и не	28	22
5	вовсе не	21	18
6	в том	20	16
7	в этом	9	15
8	но в	8	14
9	в условиях	3	13
10	в нем	5	13
11	прежде всего	11	11
12	и на	3	11
13	и его	10	10
14	и потому	7	10
15	не только	24	10
16	но и	14	10
17	так и	10	10
18	все эти	16	10
19	в его	3	9
20	во всех	4	9
21	все это	9	9
22	по своему	6	8
23	в своем	3	8
24	всех этих	6	8
25	здесь в	5	8
26	и даже	9	8
27	за пределы	2	8
28	его в	2	7
29	в области	3	7
30	жизни и	5	7
31	точки зрения	14	7
32	только в	23	7
33	том что	12	6
34	все же	2	6
35	как мы	3	6
36	времени и	4	6
37	в значительной	2	6
38	еще не	7	6
39	при этом	6	6
40	может быть	9	6
41	в ней	7	6
42	в отношении	4	6
43	на самом	5	6
44	сказать что	7	6
45	в литературе	2	6
46	так как	5	6
47	с его	2	5
48	в одном	4	5
49	в частности	2	5
50	еще более	2	5
51	жизни в	2	5
52	в них	5	5
53	потому что	15	5
54	есть в	7	5
55	или иной	13	5
56	для него	3	5
57	в своей	4	5
58	той или	14	5
59	еще и	3	5
60	как в	5	5
61	как и	6	5
62	в той	8	5
63	xix века	2	5
64	и все	8	5
65	связи с	3	4
66	это уже	3	4
67	и к	3	4
68	не в	13	4
69	в этой	4	4
70	можно только	2	4
71	совершенно не	3	4
72	в самом	2	4
73	из них	3	4
74	для нас	6	4
75	на всех	2	4
76	выходит за	2	4
77	не понимает	2	4
78	в жизни	3	4
79	и ни	5	3
80	что в	3	3
81	перестает быть	2	3
82	не является	10	3
83	это не	7	3
84	и во	4	3
85	не просто	16	3
86	что он	8	3
87	в ее	5	3
88	но все	3	3
89	но это	6	3
90	в самой	4	3
91	самом же	2	3
92	самом деле	3	3
93	в новое	3	3
94	к нему	3	3
95	с точки	11	3
96	то что	15	3
97	на этой	2	3
98	вся эта	2	3
99	образности и	5	3
100	и прежде	2	3
101	как раз	4	3
102	не может	5	3
103	уже не	5	3
104	с другой	7	3
105	друг друга	2	3
106	в других	2	3
107	же деле	2	3
108	даже и	13	3
109	в себе	12	3
110	и вообще	6	3
111	самой жизни	3	3
112	далеко не	2	3
113	нет ничего	3	3
114	но как	3	3
115	весь мир	2	3
116	с ним	4	3
117	и с	7	3
118	в виду	6	3
119	ни к	2	2
120	но не	5	2
121	к тому	3	2
122	основная особенность	2	2
123	и без	6	2
124	или к	2	2
125	или даже	4	2
126	и от	6	2
127	о необходимости	2	2
128	на все	2	2
129	ни с	4	2
130	можно сказать	5	2
131	новое и	2	2
132	нам кажется	2	2
133	же в	4	2
134	он был	3	2
135	да и	5	2
136	а его	2	2
137	кроме того	4	2
138	в это	2	2
139	и он	2	2
140	несмотря на	4	2
141	здесь на	2	2
142	на его	2	2
143	между прочим	3	2
144	хотя и	5	2
145	он не	2	2
146	значительной мере	2	2
147	не вполне	2	2
148	нет и	2	2
149	и для	4	2
150	не к	2	2
151	этих образов	2	2
152	только на	2	2
153	но эта	2	2
154	мы здесь	2	2
155	что не	4	2
156	что мы	3	2
157	и наконец	4	2
158	и очень	5	2
159	и по	2	2
160	есть только	2	2
161	в таком	6	2
162	или в	5	2
163	которое в	2	2
164	в этих	5	2
165	человеческих отношений	4	2
166	является здесь	2	2
167	это можно	2	2
168	во всем	2	2
169	ни на	3	2
170	о том	5	2
171	и это	2	2
172	дело в	2	2
173	бы быть	2	2
174	в чем	2	2
175	это было	2	2
176	еще только	2	2
