N	2gram	Medvedev_F_1	Psycholo
1	то что	8	37
2	и в	24	30
3	в том	6	27
4	что в	4	24
5	и что	2	23
6	все время	2	20
7	таким образом	13	20
8	как бы	6	19
9	что он	3	17
10	если мы	2	16
11	не только	7	16
12	в самом	5	14
13	в этом	15	14
14	так же	4	13
15	как раз	2	13
16	одной стороны	4	12
17	вместе с	2	12
18	с одной	4	12
19	если бы	4	11
20	может быть	14	11
21	как на	4	11
22	никогда не	4	9
23	с другой	5	9
24	для этого	4	9
25	мы увидим	4	9
26	не может	16	9
27	с тем	2	8
28	он должен	3	8
29	к тому	3	8
30	не в	8	8
31	а не	10	8
32	при этом	5	8
33	того что	5	8
34	самом деле	6	8
35	и это	2	8
36	по себе	5	7
37	в нем	14	7
38	и как	3	7
39	зависимости от	3	7
40	но не	3	7
41	все же	3	7
42	и т	12	7
43	то же	10	7
44	точки зрения	16	7
45	как это	6	7
46	в основе	3	7
47	ясно что	3	6
48	в зависимости	2	6
49	в своем	11	6
50	произведение искусства	2	6
51	именно в	8	6
52	как и	11	6
53	и если	2	6
54	в искусстве	5	6
55	но и	7	6
56	и не	20	6
57	жизни и	7	6
58	и его	10	6
59	и здесь	6	6
60	только не	2	5
61	в целом	6	5
62	как мы	5	5
63	и потому	9	5
64	в этой	6	5
65	еще не	6	5
66	до сих	6	5
67	было бы	6	5
68	искусства и	5	5
69	когда он	3	5
70	один из	3	5
71	сих пор	6	5
72	художественное произведение	6	5
73	сводится к	3	5
74	прав когда	2	5
75	в своих	2	5
76	в себе	3	5
77	но в	5	5
78	только в	2	5
79	бы в	3	5
80	материала и	3	5
81	в результате	2	4
82	в частности	4	4
83	и все	6	4
84	прежде всего	22	4
85	стороны и	4	4
86	у нас	5	4
87	и заключается	2	4
88	и к	4	4
89	в своей	11	4
90	от того	2	4
91	в ней	10	4
92	в его	23	4
93	искусства как	2	4
94	в него	2	4
95	в них	3	4
96	не есть	2	4
97	только на	5	4
98	а в	6	4
99	как она	3	4
100	не можем	2	4
101	художественной формы	2	3
102	под влиянием	2	3
103	была бы	2	3
104	при таком	4	3
105	хотя бы	5	3
106	это не	2	3
107	формы и	5	3
108	не как	4	3
109	вовсе не	10	3
110	вопрос о	2	3
111	художественного произведения	23	3
112	одна из	2	3
113	в свою	8	3
114	лучшем случае	3	3
115	для него	3	3
116	он не	3	3
117	в ее	8	3
118	что и	2	3
119	на его	2	3
120	ни в	2	3
121	так и	18	3
122	со стороны	5	3
123	как в	8	3
124	в их	11	3
125	так например	3	3
126	т д	8	3
127	и наконец	3	3
128	целый ряд	3	3
129	в лучшем	3	3
130	мы не	3	3
131	и на	8	3
132	т п	4	3
133	совершенно справедливо	2	3
134	в которой	4	3
135	учения о	2	3
136	с этой	4	2
137	в отношении	3	2
138	с его	4	2
139	и читатель	3	2
140	в душе	2	2
141	же как	2	2
142	связи с	3	2
143	он в	2	2
144	искусства в	4	2
145	с этим	2	2
146	в одном	2	2
147	в каждом	3	2
148	а как	2	2
149	с помощью	3	2
150	художественном произведении	3	2
151	же в	3	2
152	до конца	7	2
153	нас не	2	2
154	по существу	2	2
155	но все	2	2
156	во внешнем	2	2
157	должна быть	7	2
158	не дает	2	2
159	или на	2	2
160	от друга	2	2
161	том чтобы	2	2
162	каждый элемент	2	2
163	еще в	2	2
164	сами по	2	2
165	его с	2	2
166	страх и	2	2
167	должен быть	5	2
168	не с	2	2
169	друг от	2	2
170	во всех	5	2
171	быть и	4	2
172	и до	5	2
173	отношения к	6	2
174	ни одного	2	2
175	все это	9	2
176	искусства не	2	2
177	отличается от	3	2
178	по отношению	4	2
179	это и	3	2
180	и вот	2	2
181	приводит к	2	2
182	с точки	13	2
183	и даже	3	2
184	между ними	3	2
185	должно быть	11	2
186	не найдем	2	2
187	ничего не	2	2
188	и с	8	2
189	говорит он	3	2
190	и самый	2	2
191	в нашем	2	2
192	даже и	2	2
193	во всем	2	2
194	в то	9	2
195	если же	2	2
196	произведения искусства	3	2
197	все эти	6	2
198	почти не	2	2
199	на самом	7	2
