N	2gram	Losev_Vesc_1	Myshleni
1	в том	8	28
2	и в	21	28
3	то что	27	28
4	в этом	4	27
5	того что	8	24
6	потому что	16	22
7	не может	17	19
8	том что	8	19
9	таким образом	8	18
10	только в	14	18
11	что в	9	17
12	в силу	3	17
13	не только	36	16
14	по сравнению	7	15
15	сравнению с	6	14
16	может быть	16	13
17	сказать что	17	13
18	точки зрения	5	13
19	в сфере	4	12
20	тому что	2	11
21	и не	29	11
22	как бы	12	11
23	что мы	14	11
24	в отношении	4	10
25	к тому	3	10
26	как мы	4	10
27	но и	18	10
28	от того	3	10
29	так как	7	10
30	но не	5	10
31	того чтобы	3	10
32	с точки	3	10
33	понятий и	2	10
34	было бы	14	9
35	мы можем	4	9
36	никогда не	2	8
37	в самом	9	8
38	еще не	8	8
39	для того	2	8
40	тем что	2	8
41	того же	5	7
42	если бы	5	7
43	в нем	2	7
44	в сущности	4	7
45	в своем	6	7
46	что оно	8	7
47	мы видим	2	7
48	то же	6	7
49	между ними	3	7
50	можно было	2	7
51	так что	5	6
52	и как	8	6
53	и что	15	6
54	для него	4	6
55	в то	3	6
56	когда мы	6	6
57	тогда когда	5	6
58	его в	2	6
59	как и	8	6
60	можно сказать	6	6
61	так и	3	6
62	как раз	9	6
63	мы не	6	6
64	вообще не	2	6
65	в чем	6	6
66	это не	5	5
67	и тем	3	5
68	в свете	7	5
69	в разных	4	5
70	содержится в	3	5
71	и все	5	5
72	но в	5	5
73	что все	2	5
74	с тем	5	5
75	то в	4	5
76	из того	2	5
77	в этой	3	5
78	я не	4	4
79	на то	4	4
80	что на	2	4
81	не в	5	4
82	на этом	2	4
83	но что	2	4
84	но если	8	4
85	с этим	3	4
86	в мысли	3	4
87	и следовательно	7	4
88	в первом	2	4
89	мы имеем	7	4
90	в понятии	4	4
91	ясно что	8	4
92	только тогда	3	4
93	относится к	5	4
94	оно не	3	4
95	что и	3	4
96	во всех	2	4
97	если я	6	4
98	и того	2	4
99	в той	3	4
100	той же	2	4
101	и то	10	4
102	в себе	14	4
103	независимо от	5	3
104	оба эти	3	3
105	как это	2	3
106	это есть	7	3
107	отличается от	7	3
108	же точно	2	3
109	мог бы	5	3
110	хотя и	4	3
111	может сделать	2	3
112	и только	3	3
113	во втором	2	3
114	что то	2	3
115	в основе	3	3
116	и здесь	4	3
117	по своей	2	3
118	только то	2	3
119	а это	4	3
120	бы в	5	3
121	от этого	2	3
122	только не	2	3
123	первом случае	2	3
124	по себе	13	3
125	это и	6	3
126	мы должны	2	3
127	один из	3	3
128	в его	2	3
129	только к	2	3
130	с ней	2	3
131	в себя	13	3
132	а не	19	3
133	что такое	12	3
134	и его	2	3
135	ту же	2	3
136	чего не	2	3
137	как оно	3	3
138	как только	4	2
139	не менее	3	2
140	но на	2	2
141	для этого	4	2
142	с другой	6	2
143	с этой	4	2
144	в конце	2	2
145	была бы	2	2
146	прежде всего	9	2
147	а только	3	2
148	с вещами	3	2
149	для нас	2	2
150	но это	10	2
151	самом деле	4	2
152	имеем дело	3	2
153	и другое	4	2
154	к одному	3	2
155	и от	3	2
156	целиком и	2	2
157	но совершенно	2	2
158	в котором	3	2
159	себе что	3	2
160	из них	4	2
161	если мы	8	2
162	все это	5	2
163	другой стороны	2	2
164	мы говорим	5	2
165	все эти	3	2
166	можно только	4	2
167	но только	3	2
168	не из	2	2
169	с ними	3	2
170	но он	2	2
171	действительность в	2	2
172	необходимо чтобы	3	2
173	что у	5	2
174	с ним	8	2
175	у него	2	2
176	в одном	2	2
177	не с	7	2
178	различие между	2	2
179	говорим что	3	2
180	у нас	7	2
181	по существу	2	2
182	бы сказать	2	2
183	она не	4	2
184	невозможно было	2	2
185	мы уже	3	2
186	по самому	3	2
187	в своей	5	2
188	все же	4	2
189	каждой из	2	2
190	мысли и	3	2
191	только на	3	2
192	а и	9	2
193	а в	4	2
194	но с	2	2
195	только что	2	2
196	вот почему	3	2
197	с другими	8	2
198	нас в	3	2
199	в данном	5	2
200	моментов в	2	2
201	как понятие	3	2
202	как с	4	2
203	что я	24	2
204	в другом	2	2
205	в уме	3	2
206	что они	6	2
