N	2gram	Medvedev_V_1	Problemy
1	и в	26	34
2	и не	19	29
3	как бы	5	27
4	что он	4	23
5	в его	14	22
6	может быть	22	19
7	в нем	6	19
8	не может	17	19
9	как и	7	18
10	но в	2	16
11	все это	10	16
12	и его	6	16
13	в этом	26	16
14	прежде всего	13	15
15	он не	2	15
16	то же	10	14
17	для него	8	13
18	т е	18	12
19	но и	10	12
20	же время	5	12
21	и к	3	12
22	в то	6	12
23	вовсе не	3	11
24	то что	6	11
25	не только	25	10
26	не в	6	9
27	а не	7	9
28	никогда не	4	8
29	в самом	4	8
30	и т	23	8
31	так же	3	8
32	точки зрения	3	8
33	и для	2	8
34	в другом	2	8
35	что в	10	7
36	и даже	2	7
37	все же	5	7
38	что не	3	7
39	что они	3	6
40	в пределах	5	6
41	что у	2	6
42	с ними	4	6
43	с его	3	6
44	отношению к	7	6
45	так и	5	6
46	т п	9	6
47	в плане	5	6
48	в себе	6	6
49	только в	7	6
50	он сам	2	5
51	это не	7	5
52	и от	3	5
53	в конце	3	5
54	к тому	4	5
55	того что	3	5
56	себе и	2	5
57	в целом	4	5
58	из них	9	5
59	по отношению	7	5
60	таким образом	31	5
61	лишь в	2	5
62	а в	3	5
63	и наконец	2	5
64	он и	2	5
65	с тем	3	5
66	в одном	4	5
67	даже в	5	5
68	что и	3	5
69	и у	2	5
70	ни одного	2	5
71	хотя бы	19	5
72	в слове	3	5
73	в чем	2	5
74	на вопрос	2	4
75	с другой	11	4
76	что все	3	4
77	из его	3	4
78	у него	6	4
79	в общем	2	4
80	не о	2	4
81	все эти	6	4
82	даже и	3	4
83	но как	3	4
84	его в	3	4
85	если бы	3	4
86	как раз	3	4
87	но не	2	4
88	еще не	2	4
89	бы и	6	4
90	с другими	2	4
91	собою и	2	4
92	вместе с	7	4
93	не менее	2	3
94	в каждом	2	3
95	в том	15	3
96	что его	2	3
97	но для	2	3
98	хотя и	2	3
99	в виду	4	3
100	в котором	3	3
101	мы видели	3	3
102	жизни и	3	3
103	другой стороны	8	3
104	вот как	4	3
105	ее как	2	3
106	достоевского и	2	3
107	должно быть	2	3
108	их в	6	3
109	в ней	2	3
110	говорить о	2	3
111	как он	2	3
112	конце концов	2	3
113	бы в	3	3
114	по крайней	2	3
115	по себе	2	3
116	в ее	4	3
117	том что	8	3
118	я бы	2	3
119	между тем	5	3
120	нет и	3	3
121	крайней мере	2	3
122	в своей	4	3
123	только что	4	3
124	сводится к	3	3
125	и как	3	3
126	далеко не	2	3
127	в творчестве	3	3
128	только с	2	3
129	не было	7	2
130	тому что	6	2
131	или иной	2	2
132	мы знаем	3	2
133	в последнем	2	2
134	было в	2	2
135	например в	3	2
136	что такое	2	2
137	при всей	2	2
138	же и	2	2
139	не является	5	2
140	один из	5	2
141	он может	2	2
142	в форме	3	2
143	отличается от	2	2
144	в своем	8	2
145	т д	14	2
146	что оно	3	2
147	того или	2	2
148	как на	3	2
149	чего бы	2	2
150	в которых	3	2
151	и мир	3	2
152	с этим	3	2
153	самого себя	2	2
154	что даже	2	2
155	о том	10	2
156	сказать что	5	2
157	нет ни	2	2
158	во время	3	2
159	а как	2	2
160	и этот	2	2
161	всех этих	2	2
162	для его	4	2
163	отнюдь не	3	2
164	в них	4	2
165	в жизни	2	2
166	говорит о	7	2
167	это и	6	2
168	ли это	2	2
169	было бы	7	2
170	во всех	6	2
171	и потому	2	2
172	когда он	3	2
173	бы не	2	2
174	но с	2	2
175	и он	2	2
176	в которой	2	2
177	тому как	2	2
178	пока еще	2	2
179	подобно тому	2	2
180	и ее	4	2
181	будто бы	2	2
182	которые в	2	2
183	так сказать	2	2
184	все его	2	2
185	братьев карамазовых	2	2
186	о чем	2	2
