N	2gram	Vygotskiy__5	Istorich
1	и в	16	25
2	что он	25	22
3	вместе с	4	22
4	может быть	9	17
5	не только	16	13
6	но и	6	13
7	в его	11	12
8	и не	12	11
9	так как	16	11
10	все же	3	10
11	в этом	25	10
12	тем что	5	10
13	с другой	4	9
14	его в	2	9
15	и его	3	9
16	таким образом	19	9
17	с тем	3	8
18	связи с	3	8
19	что в	16	8
20	мы знаем	3	8
21	том что	15	8
22	мы видим	4	8
23	еще не	4	8
24	другой стороны	2	8
25	все эти	4	8
26	и что	12	8
27	и на	6	8
28	в частности	3	7
29	в качестве	4	7
30	мы видели	3	7
31	как и	8	7
32	но это	3	7
33	то что	26	7
34	этом случае	3	7
35	одной стороны	3	7
36	в нем	7	7
37	с одной	3	7
38	потому что	21	7
39	и здесь	2	7
40	представляет собой	7	7
41	только в	10	7
42	о том	8	7
43	в этих	3	6
44	это не	4	6
45	прежде всего	3	6
46	что и	3	6
47	как в	5	6
48	не может	18	6
49	не в	6	6
50	могут быть	4	6
51	в том	18	6
52	с этим	3	5
53	показывает что	5	5
54	видим что	2	5
55	как мы	10	5
56	но все	2	5
57	но не	10	5
58	в ней	2	5
59	так же	15	5
60	мы не	3	5
61	не менее	3	4
62	что у	2	4
63	раньше чем	3	4
64	что все	6	4
65	и тем	3	4
66	в пределах	4	4
67	же как	7	4
68	все это	2	4
69	то же	8	4
70	в истории	2	4
71	совершенно ясно	2	4
72	его на	2	4
73	он не	8	4
74	мы должны	8	4
75	в которой	5	4
76	с ним	5	4
77	того как	5	4
78	никогда не	5	3
79	и как	3	3
80	в более	2	3
81	представления о	2	3
82	в целом	4	3
83	в свою	4	3
84	в этой	6	3
85	в то	5	3
86	в себя	3	3
87	того чтобы	17	3
88	и из	2	3
89	и требует	2	3
90	если в	3	3
91	только один	2	3
92	но мы	5	3
93	то это	2	3
94	представляют собой	2	3
95	в свете	4	3
96	на этом	3	3
97	для того	14	3
98	к нему	3	3
99	а в	3	3
100	их в	2	3
101	и с	3	3
102	они не	3	3
103	никто не	2	3
104	к которым	2	2
105	у него	6	2
106	связанные с	6	2
107	он может	3	2
108	его и	3	2
109	из нее	5	2
110	тогда когда	5	2
111	к этому	3	2
112	вовсе не	2	2
113	вопрос о	12	2
114	по себе	7	2
115	в различных	2	2
116	можно сказать	5	2
117	так что	4	2
118	же в	2	2
119	с этой	4	2
120	по существу	3	2
121	такое же	2	2
122	мы и	5	2
123	такой же	4	2
124	без всяких	2	2
125	это происходит	2	2
126	очевидно что	2	2
127	того же	7	2
128	это значит	5	2
129	до сих	3	2
130	жизни и	2	2
131	друг с	7	2
132	если бы	8	2
133	он делает	2	2
134	из которых	3	2
135	таким же	3	2
136	одним из	2	2
137	как бы	5	2
138	и потому	2	2
139	еще в	3	2
140	по мере	2	2
141	сих пор	3	2
142	в своей	2	2
143	отношению к	12	2
144	когда он	2	2
145	во всех	2	2
146	ее в	3	2
147	говорит о	3	2
148	совершенно не	2	2
149	по отношению	12	2
150	язык и	2	2
151	находится в	2	2
152	самом деле	3	2
153	а не	10	2
154	того что	16	2
155	и по	4	2
156	то в	3	2
157	сказать что	13	2
158	образом в	2	2
159	но он	7	2
160	точки зрения	18	2
161	к его	3	2
162	во всем	2	2
163	ту же	2	2
164	что мы	4	2
165	из них	2	2
166	с другом	7	2
167	в свое	2	2
168	на нее	2	2
169	ничего не	5	2
170	о чем	2	2
171	значит что	5	2
172	том как	2	2
173	мы можем	6	2
