N	2gram	Savitsky_E_1	Istorich
1	и в	37	28
2	может быть	6	25
3	не может	9	15
4	а не	2	15
5	никогда не	3	14
6	для нас	4	13
7	мы должны	2	13
8	что в	21	12
9	то же	15	12
10	не только	18	12
11	мы видим	2	11
12	только в	9	11
13	прежде всего	9	10
14	но и	14	10
15	т е	9	10
16	мы не	4	10
17	и что	2	10
18	в том	11	9
19	о том	3	9
20	то что	6	9
21	и не	14	9
22	не в	5	9
23	так и	10	9
24	что это	2	8
25	если бы	2	8
26	таким образом	2	8
27	в этом	12	8
28	но в	14	8
29	в этих	2	7
30	том что	6	7
31	было бы	8	7
32	в ней	4	7
33	а в	2	7
34	этот вопрос	2	7
35	так же	9	7
36	с другой	7	6
37	к тому	8	6
38	вслед за	6	6
39	что и	3	6
40	когда он	3	6
41	в этой	2	6
42	так как	7	6
43	вместе с	2	6
44	должна быть	2	5
45	в одном	2	5
46	вопрос о	4	5
47	в силу	2	5
48	но не	5	5
49	в качестве	14	5
50	ее в	3	5
51	другой стороны	2	5
52	в своем	14	5
53	можно было	3	5
54	на основе	2	5
55	или в	2	5
56	сказать что	4	5
57	в его	2	5
58	с тем	3	4
59	там где	3	4
60	между собой	2	4
61	обстоит дело	3	4
62	в пределах	25	4
63	на то	6	4
64	представляет собой	3	4
65	в большинстве	2	4
66	одной стороны	8	4
67	друг с	3	4
68	даже в	4	4
69	а именно	2	4
70	с этим	2	4
71	с одной	8	4
72	как и	7	4
73	это так	3	4
74	того что	7	4
75	и даже	6	4
76	хотя бы	15	4
77	и для	3	4
78	и с	2	4
79	и на	6	4
80	к ним	3	4
81	потому что	3	4
82	могут быть	2	4
83	как будто	2	4
84	большинстве случаев	3	4
85	в какой	2	3
86	в стороне	3	3
87	по себе	4	3
88	именно в	4	3
89	утверждать что	2	3
90	не можем	2	3
91	наряду с	2	3
92	следовало бы	2	3
93	в котором	2	3
94	и по	5	3
95	из них	3	3
96	в их	11	3
97	что же	2	3
98	как мы	5	3
99	как это	4	3
100	также и	7	3
101	тем что	3	3
102	в то	16	3
103	с другом	3	3
104	дело в	3	3
105	не могут	2	2
106	этих народов	3	2
107	в частности	5	2
108	не означает	2	2
109	столь же	5	2
110	и от	3	2
111	и потому	5	2
112	между ними	2	2
113	вовсе не	6	2
114	в некотором	4	2
115	ни было	4	2
116	в ее	8	2
117	то ни	4	2
118	мы видели	3	2
119	и как	2	2
120	из всех	3	2
121	по своей	2	2
122	само по	4	2
123	не более	3	2
124	не дает	3	2
125	связано с	3	2
126	в данной	3	2
127	и мы	3	2
128	и если	2	2
129	одной из	5	2
130	же как	5	2
131	но если	5	2
132	как бы	6	2
133	как оно	2	2
134	точка зрения	2	2
135	и тем	3	2
136	не есть	2	2
137	говорит о	3	2
138	бы то	4	2
139	во всех	6	2
140	в некоторых	2	2
141	всего в	2	2
142	со стороны	5	2
143	как в	3	2
144	во всей	2	2
145	не на	4	2
146	и только	3	2
147	он не	2	2
148	в виде	5	2
149	на них	2	2
150	всех случаях	3	2
151	на этот	2	2
152	во многих	4	2
153	производства в	2	2
154	между тем	8	2
155	от этого	5	2
156	в себе	9	2
157	бы в	2	2
158	что если	2	2
159	при помощи	2	2
160	в области	11	2
161	тогда когда	2	2
