N	3gram	Voloshinov_1	Problema
1	в настоящее время	6	16
2	тем не менее	2	12
3	в таком случае	2	10
4	во всяком случае	2	10
5	в этом случае	3	7
6	в конце концов	3	7
7	в этом смысле	2	5
8	то же самое	3	5
9	с другой стороны	5	5
10	в связи с	7	5
11	отношение знака к	2	4
12	до тех пор	2	4
13	до сих пор	8	4
14	сама по себе	2	4
15	в то же	3	4
16	в том что	3	4
17	если мы скажем	2	3
18	на первый план	2	3
19	можно сказать что	3	3
20	не может быть	13	3
21	в том числе	2	2
22	и здесь мы	3	2
23	с самого начала	4	2
24	или хотя бы	2	2
25	том числе и	2	2
26	для того чтобы	3	2
27	это и есть	2	2
28	связи с этим	3	2
29	в самом деле	9	2
30	бы то ни	8	2
31	вопрос о том	2	2
32	и тот же	3	2
33	ничего общего с	2	2
34	можно было бы	2	2
35	может быть и	3	2
36	и прежде всего	2	2
37	и той же	2	2
38	один и тот	3	2
39	одной и той	2	2
