N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	11	25
2	в этом	12	24
3	в том	8	20
4	что в	3	19
5	что он	3	19
6	может быть	15	19
7	том что	7	15
8	в этой	6	14
9	в его	6	12
10	то что	9	12
11	не только	31	12
12	в этих	2	11
13	прежде всего	4	10
14	и не	23	10
15	у него	7	9
16	но и	27	9
17	о том	4	8
18	это было	2	8
19	это не	3	7
20	что касается	2	7
21	не может	8	7
22	точки зрения	5	7
23	в то	4	7
24	у карамзина	3	7
25	из этих	4	6
26	в конце	2	6
27	не в	6	6
28	только в	12	6
29	как бы	6	6
30	как в	4	6
31	а в	13	6
32	и на	5	6
33	в русской	3	6
34	в области	2	6
35	между тем	3	6
36	то же	8	5
37	потому что	5	5
38	с другой	2	5
39	на то	2	5
40	об этом	6	5
41	такого рода	10	5
42	в году	2	5
43	а не	13	5
44	того что	4	5
45	другой стороны	2	5
46	он не	3	5
47	так и	5	5
48	мы имеем	3	5
49	но в	7	5
50	этом отношении	3	4
51	всяком случае	2	4
52	состоит в	10	4
53	точка зрения	5	4
54	в жизни	3	4
55	у нас	3	4
56	как и	13	4
57	в начале	3	4
58	то в	4	4
59	на протяжении	7	4
60	в качестве	14	4
61	можно сказать	5	4
62	если бы	7	4
63	в ней	4	4
64	а также	6	4
65	и тем	4	4
66	в своей	5	4
67	в целом	3	4
68	в речи	4	4
69	в центре	3	4
70	в особенности	2	4
71	не было	3	4
72	лишь в	3	4
73	в чем	2	4
74	к нему	4	4
75	и для	2	4
76	и с	3	4
77	сказать что	2	4
78	во всяком	2	4
79	действующих лиц	5	4
80	все же	4	4
81	ничего не	2	4
82	с его	4	3
83	же время	4	3
84	для него	4	3
85	до конца	2	3
86	обращается к	3	3
87	не является	3	3
88	своего рода	10	3
89	со стороны	8	3
90	как раз	6	3
91	в связи	2	3
92	уже не	8	3
93	что мы	2	3
94	и его	10	3
95	в рассказе	8	3
96	связи с	2	3
97	не менее	3	2
98	никогда не	4	2
99	что у	4	2
100	но они	3	2
101	одного из	6	2
102	этих двух	2	2
103	и ее	3	2
104	или иной	4	2
105	к тому	6	2
106	как мы	2	2
107	а по	2	2
108	но не	4	2
109	времени и	9	2
110	в свою	2	2
111	до сих	2	2
112	еще не	4	2
113	в самом	6	2
114	в сущности	2	2
115	при всей	3	2
116	одна из	4	2
117	речь идет	3	2
118	если в	2	2
119	один из	6	2
120	тем не	3	2
121	вместе с	2	2
122	дело не	2	2
123	сих пор	2	2
124	в форме	2	2
125	и тогда	2	2
126	только что	2	2
127	внимание на	4	2
128	и только	2	2
129	быть не	3	2
130	с ее	2	2
131	начиная с	3	2
132	не мог	6	2
133	самом деле	3	2
134	во втором	6	2
135	для того	3	2
136	что не	2	2
137	мы не	3	2
138	или в	6	2
139	в результате	2	2
140	он и	2	2
141	но как	3	2
142	жизни но	2	2
143	так сказать	2	2
144	не имеет	2	2
145	то есть	9	2
