N	2gram	Bakhtin_Fr_2	VeschiIm
1	не может	7	33
2	не только	17	31
3	может быть	5	29
4	и не	15	28
5	и в	49	26
6	то что	6	24
7	в смысле	2	15
8	и следовательно	2	15
9	только в	13	14
10	было бы	3	12
11	но и	13	12
12	сказать что	6	12
13	все же	7	12
14	в себя	6	12
15	таким образом	7	11
16	то же	7	10
17	в ней	2	10
18	как бы	11	10
19	в том	3	9
20	в самом	3	9
21	и с	6	9
22	прежде всего	19	9
23	на то	2	8
24	но это	2	8
25	с ее	3	8
26	в себе	4	8
27	смысл и	2	8
28	и это	3	8
29	ничего не	2	8
30	смысла и	2	7
31	совершенно не	2	7
32	также и	3	7
33	в то	6	7
34	так как	6	7
35	том что	4	7
36	в этом	15	7
37	что они	2	6
38	что в	2	6
39	для него	9	6
40	жизни и	7	6
41	точки зрения	6	6
42	но в	4	6
43	относится к	5	6
44	с ним	4	6
45	можно было	3	6
46	содержит в	2	5
47	в отношении	2	5
48	еще не	2	5
49	и до	4	5
50	а в	4	5
51	что для	3	5
52	как к	2	5
53	в ее	3	5
54	это и	2	5
55	одна из	4	5
56	но не	5	5
57	другими словами	3	5
58	в сущности	8	5
59	собственном смысле	2	4
60	в своем	5	4
61	с другой	4	4
62	же время	6	4
63	точка зрения	3	4
64	только то	2	4
65	из них	3	4
66	в их	2	4
67	и даже	2	4
68	о том	3	4
69	и более	4	4
70	и все	3	4
71	как и	11	4
72	во всех	6	4
73	и о	4	4
74	и потому	5	4
75	с полной	3	4
76	с точки	5	4
77	тем что	4	4
78	никогда не	5	3
79	но даже	2	3
80	в собственном	3	3
81	можно сказать	2	3
82	несмотря на	3	3
83	без всякого	2	3
84	и чисто	4	3
85	в нем	9	3
86	отношение к	8	3
87	все это	9	3
88	отношения к	4	3
89	мы находим	4	3
90	их в	3	3
91	перестает быть	2	3
92	даже и	2	3
93	в одном	3	3
94	в жизни	4	3
95	один из	7	3
96	что он	3	3
97	тот же	5	3
98	к ней	2	3
99	в своей	5	3
100	вместе с	2	3
101	так и	6	3
102	да и	3	3
103	того чтобы	2	3
104	тому как	2	3
105	подобно тому	2	3
106	и вообще	3	3
107	человека и	3	2
108	на все	3	2
109	затем и	2	2
110	ни в	3	2
111	в самой	2	2
112	но все	4	2
113	понять и	2	2
114	мы уже	6	2
115	в виду	3	2
116	существования и	2	2
117	и вот	3	2
118	так же	2	2
119	жизнь и	2	2
120	в своих	4	2
121	что только	2	2
122	то есть	32	2
123	мы можем	2	2
124	но они	3	2
125	о чем	3	2
126	жизни в	3	2
127	превращается в	3	2
128	и во	4	2
129	в одну	2	2
130	и эти	2	2
131	а затем	3	2
132	на этой	2	2
133	в качестве	2	2
134	но именно	3	2
135	себе и	2	2
136	здравого смысла	2	2
137	как мы	7	2
138	и его	17	2
139	во всяком	2	2
140	выражение в	5	2
141	в особенности	5	2
