N	2gram	Bakhtin_fo_1	Myshleni
1	в том	9	42
2	том что	4	35
3	с помощью	2	31
4	в процессе	4	27
5	таким образом	11	25
6	точки зрения	5	24
7	в этом	25	24
8	в качестве	3	21
9	и в	50	20
10	что в	5	19
11	в основе	5	17
12	то же	11	16
13	то что	6	15
14	не только	9	15
15	как мы	14	13
16	с другой	2	12
17	при этом	3	12
18	в их	6	12
19	потому что	4	12
20	может быть	11	12
21	в целом	2	11
22	так же	6	11
23	в его	13	11
24	мы должны	2	11
25	с точки	2	11
26	того что	2	10
27	на основе	2	10
28	в истории	2	10
29	так как	6	10
30	в отношении	3	10
31	мы видим	3	10
32	если мы	2	10
33	и то	4	10
34	в себе	3	10
35	только в	4	10
36	и другие	5	9
37	и как	10	9
38	одной стороны	2	9
39	но и	8	9
40	с одной	3	9
41	как и	8	9
42	того же	8	9
43	что и	3	9
44	и не	14	8
45	в результате	6	8
46	тогда когда	2	8
47	было бы	2	8
48	вместе с	3	8
49	как бы	2	7
50	этом отношении	3	7
51	что мы	2	7
52	в своей	2	7
53	а не	3	7
54	того чтобы	5	7
55	тем что	2	7
56	могут быть	5	7
57	уже в	2	6
58	одного и	5	6
59	к тому	3	6
60	тому же	2	6
61	же как	2	6
62	в самом	8	6
63	этот процесс	5	6
64	не может	6	6
65	те же	2	6
66	и на	8	6
67	сказать что	3	6
68	его в	3	6
69	с тем	3	6
70	одно и	3	6
71	той же	2	6
72	в частности	6	5
73	никогда не	2	5
74	это не	6	5
75	на друга	2	5
76	друг на	2	5
77	не является	2	5
78	если бы	5	5
79	и его	16	5
80	между собой	4	5
81	с этим	6	5
82	и к	2	5
83	все же	6	5
84	и того	6	5
85	мы уже	11	5
86	так и	12	5
87	как в	6	5
88	для того	5	5
89	все эти	9	5
90	слова и	2	5
91	в нашем	2	4
92	в своем	4	4
93	для нас	2	4
94	с нашей	3	4
95	на один	2	4
96	роль в	9	4
97	друг друга	3	4
98	и те	3	4
99	как он	2	4
100	и с	4	4
101	к этому	3	4
102	в сущности	3	4
103	по сравнению	2	4
104	во всей	3	4
105	между ними	3	4
106	не в	5	4
107	и для	4	4
108	во всяком	3	4
109	не могут	3	3
110	в этих	3	3
111	формы и	3	3
112	что все	2	3
113	а только	2	3
114	не имеют	3	3
115	себе и	3	3
116	одной из	3	3
117	в условиях	7	3
118	и является	2	3
119	в виду	3	3
120	один из	3	3
121	в связи	5	3
122	именно в	3	3
123	и других	3	3
124	но в	10	3
125	отнюдь не	5	3
126	сравнению с	2	3
127	и во	7	3
128	в другую	2	3
129	по существу	12	3
130	во всем	2	3
131	чем в	2	3
132	но не	5	3
133	со всеми	3	3
134	не являются	2	3
135	наряду с	5	3
136	мы говорили	3	3
137	только к	3	3
138	совершенно не	2	3
139	нас в	3	3
140	ни в	8	3
141	связи с	6	3
142	в чем	2	3
143	в которой	2	3
144	место в	2	2
145	том числе	4	2
146	в основу	3	2
147	мы будем	2	2
148	числе и	2	2
149	понятно что	4	2
150	поэтому оно	2	2
151	прежде всего	15	2
152	мы и	4	2
153	в свою	2	2
154	для него	2	2
155	и у	5	2
156	мы встречаем	2	2
157	но для	2	2
158	в ней	4	2
159	в нем	24	2
160	уже говорили	3	2
161	в отличие	2	2
162	они не	3	2
163	между этими	4	2
164	нашей точки	3	2
165	не имеет	4	2
166	а в	3	2
167	вообще не	3	2
168	для других	4	2
169	не знает	3	2
170	также и	2	2
171	в данном	2	2
172	в начале	3	2
173	их в	3	2
174	влияния на	2	2
175	между двумя	6	2
176	но они	3	2
177	у него	6	2
178	человека мы	2	2
179	ясно что	2	2
180	стороны и	2	2
181	и тех	2	2
182	еще не	5	2
183	в данной	2	2
184	том же	2	2
185	все другие	2	2
186	далеко не	2	2
187	а также	2	2
188	раз в	4	2
189	и речи	5	2
190	только на	3	2
191	и т.п	4	2
192	связь между	2	2
193	входит в	3	2
194	в той	4	2
195	в таком	3	2
196	в каком	2	2
197	ту же	2	2
198	как оно	2	2
199	и это	4	2
200	здесь не	4	2
201	этими двумя	3	2
202	отличие от	2	2
