N	2gram	Propp_Russ_1	FransuaR
1	и в	36	41
2	то есть	3	20
3	таким образом	6	19
4	в этом	12	15
5	как и	10	14
6	то же	3	13
7	все эти	2	13
8	в его	2	12
9	в том	17	11
10	как мы	10	11
11	так и	7	10
12	все это	6	10
13	в качестве	3	9
14	но и	16	9
15	в своем	3	9
16	что в	19	9
17	по существу	4	8
18	то что	6	8
19	но в	2	8
20	в них	6	7
21	как бы	5	7
22	в нем	2	7
23	и не	6	7
24	у него	2	6
25	это не	10	6
26	мы видим	2	6
27	и до	2	6
28	только в	4	6
29	о том	8	6
30	к этому	4	5
31	не только	22	5
32	и к	3	5
33	на этом	3	5
34	в ней	2	5
35	вместе с	10	5
36	что и	7	5
37	как в	5	5
38	того как	5	5
39	в году	2	5
40	и у	5	5
41	а в	9	5
42	и для	2	5
43	так же	3	5
44	точки зрения	3	5
45	потому что	10	5
46	что это	3	4
47	хотя и	2	4
48	в образе	2	4
49	и здесь	2	4
50	том что	19	4
51	но все	3	4
52	одна из	4	4
53	после того	2	4
54	может быть	8	4
55	на этой	2	4
56	к жизни	3	4
57	и на	10	4
58	та же	2	4
59	в более	2	4
60	и с	2	4
61	ничего не	3	4
62	и другие	13	3
63	что у	2	3
64	во время	14	3
65	в одном	3	3
66	и потому	2	3
67	его к	2	3
68	он был	2	3
69	но это	4	3
70	такой же	2	3
71	по этому	3	3
72	свою очередь	2	3
73	в свою	3	3
74	при этом	6	3
75	в это	3	3
76	из них	8	3
77	но есть	2	3
78	несмотря на	3	3
79	например в	2	3
80	и их	4	3
81	таким же	3	3
82	во всех	4	3
83	в их	4	3
84	в свете	2	3
85	не может	4	3
86	не было	2	3
87	с точки	3	3
88	не имеет	6	3
89	и по	8	3
90	и те	3	3
91	с ними	5	3
92	тем что	4	3
93	не на	2	3
94	связанные с	3	3
95	так как	15	3
96	иногда в	2	3
97	и др	4	2
98	в отдельности	2	2
99	связаны с	3	2
100	в этих	3	2
101	с этим	2	2
102	на самом	2	2
103	к тому	4	2
104	интерес к	2	2
105	нас не	2	2
106	и как	2	2
107	они и	2	2
108	в большинстве	2	2
109	до конца	2	2
110	еще не	4	2
111	того что	4	2
112	своего рода	3	2
113	в доме	2	2
114	не совсем	4	2
115	так называемый	2	2
116	а также	3	2
117	и нового	2	2
118	в связи	4	2
119	в особенности	2	2
120	в разных	3	2
121	в течение	5	2
122	и других	7	2
123	его как	2	2
124	не просто	2	2
125	находится в	2	2
126	только на	3	2
127	а не	2	2
128	уже не	6	2
129	мы не	6	2
130	или в	2	2
131	их в	3	2
132	в которых	5	2
133	далеко не	3	2
134	как он	2	2
135	большинстве случаев	2	2
136	с ним	2	2
137	в области	3	2
138	мы имеем	4	2
