N	2gram	Vinokur_St_2	FransuaR
1	и в	29	41
2	таким образом	10	17
3	в нем	4	16
4	и с	4	16
5	и его	6	13
6	но и	19	13
7	в этом	21	12
8	все это	11	11
9	все эти	2	11
10	прежде всего	5	10
11	в самом	7	10
12	не только	19	10
13	и др	2	10
14	так как	2	10
15	то что	11	10
16	кроме того	4	9
17	во время	2	9
18	и на	6	9
19	о том	17	9
20	никогда не	3	8
21	в этой	2	8
22	но в	8	8
23	в них	2	7
24	вовсе не	6	7
25	том что	27	7
26	как бы	5	7
27	в особенности	2	7
28	как и	2	7
29	что в	19	7
30	в его	13	7
31	в образе	3	6
32	что он	13	6
33	в году	3	6
34	например в	3	6
35	вместе с	7	6
36	также и	2	6
37	сказать что	2	6
38	в то	2	6
39	то же	2	5
40	с его	2	5
41	в одном	6	5
42	в ее	2	5
43	так же	3	5
44	и он	3	5
45	а также	2	5
46	из них	3	5
47	так и	9	5
48	в своем	9	5
49	в той	5	5
50	и что	6	5
51	еще в	2	5
52	тем что	3	5
53	но он	3	5
54	в себе	2	5
55	там где	2	5
56	что это	3	5
57	подчеркнуть что	3	5
58	борьба с	2	4
59	с другой	4	4
60	но они	2	4
61	он был	2	4
62	а затем	2	4
63	именно в	4	4
64	у нас	3	4
65	и как	2	4
66	не в	4	4
67	и вообще	2	4
68	в ней	7	4
69	в котором	7	4
70	даже в	2	4
71	все же	6	4
72	не может	2	4
73	как в	3	4
74	самом деле	3	4
75	того чтобы	6	4
76	и даже	3	4
77	одним из	6	4
78	другом месте	2	4
79	конечно и	2	4
80	в результате	2	4
81	в другом	4	4
82	того же	2	4
83	до того	4	3
84	сцены в	2	3
85	с этой	2	3
86	в одной	2	3
87	с этим	3	3
88	в духе	2	3
89	одной из	3	3
90	нас не	2	3
91	но это	3	3
92	как у	3	3
93	до сих	6	3
94	было бы	5	3
95	и сам	2	3
96	в начале	3	3
97	не мог	3	3
98	никак не	2	3
99	сих пор	5	3
100	и самый	2	3
101	этом отношении	9	3
102	при этом	2	3
103	и не	9	3
104	они не	2	3
105	того что	5	3
106	в данном	2	3
107	только в	2	3
108	только с	2	3
109	потому что	9	3
110	времени и	4	2
111	не был	3	2
112	отрывок из	2	2
113	в частности	4	2
114	борьбу с	2	2
115	в этих	3	2
116	в конце	2	2
117	того времени	4	2
118	конечно в	2	2
119	что именно	2	2
120	в том	27	2
121	раз в	2	2
122	так что	3	2
123	связи с	4	2
124	что они	2	2
125	но не	3	2
126	в значительной	2	2
127	как известно	2	2
128	до конца	3	2
129	своего времени	4	2
130	кажется что	3	2
131	может быть	2	2
132	в своей	7	2
133	хотя и	4	2
134	он не	9	2
135	и потому	2	2
136	если б	4	2
137	или с	2	2
138	другой стороны	3	2
139	как раз	8	2
140	не на	2	2
141	и другие	2	2
142	этого образа	2	2
143	еще более	4	2
144	как это	2	2
145	но с	4	2
146	и сейчас	3	2
147	в истории	2	2
148	а не	5	2
149	с точки	2	2
150	внимание на	4	2
151	и те	2	2
152	которая была	2	2
153	между тем	5	2
154	точки зрения	5	2
155	на его	2	2
156	как он	2	2
157	отметить что	2	2
158	в области	2	2
159	в эту	3	2
160	в романе	4	2
161	это было	2	2
