N	2gram	Vygotskiy__3	Hudozhes
1	том что	14	16
2	и в	38	14
3	а не	7	12
4	в том	25	12
5	не только	12	12
6	при этом	4	12
7	о том	6	12
8	и т	14	11
9	в этом	13	11
10	в себе	4	11
11	для него	2	10
12	в своей	5	10
13	у него	4	9
14	что он	11	9
15	как и	8	9
16	в качестве	2	9
17	то же	10	9
18	как в	4	8
19	то что	35	8
20	т п	5	8
21	между тем	7	8
22	в этой	13	8
23	в то	3	8
24	в его	5	8
25	ничего не	2	8
26	казалось бы	5	7
27	к тому	6	7
28	уже не	2	7
29	не в	12	7
30	как бы	14	7
31	не может	7	7
32	а в	7	7
33	никогда не	4	6
34	что в	20	6
35	было бы	12	6
36	в первой	2	6
37	перед нами	8	5
38	в этих	2	5
39	к себе	2	5
40	может быть	19	5
41	только в	4	5
42	но и	5	5
43	по мнению	2	5
44	одновременно и	3	5
45	самом деле	21	5
46	и его	6	5
47	потому что	14	5
48	ни в	3	5
49	точки зрения	16	5
50	но в	3	5
51	тому что	6	4
52	в своем	5	4
53	столь же	2	4
54	та же	3	4
55	и все	10	4
56	с с	2	4
57	на то	16	4
58	и к	3	4
59	она не	6	4
60	несмотря на	5	4
61	мы уже	7	4
62	в самом	25	4
63	и о	3	4
64	в ней	15	4
65	один из	6	4
66	что она	16	4
67	из них	6	4
68	как раз	8	4
69	того что	4	4
70	только что	2	4
71	он не	6	4
72	как будто	4	4
73	в русской	2	4
74	в конце	2	4
75	и это	8	4
76	с ним	2	4
77	если бы	14	3
78	отнюдь не	2	3
79	что у	7	3
80	но он	2	3
81	с этим	8	3
82	первой половине	3	3
83	же в	2	3
84	идет о	4	3
85	как мы	7	3
86	в ее	7	3
87	на этом	5	3
88	по своему	4	3
89	не имеют	2	3
90	по преимуществу	2	3
91	и когда	5	3
92	речь идет	4	3
93	в нем	4	3
94	все же	8	3
95	со стороны	2	3
96	то и	3	3
97	т д	4	3
98	и для	4	3
99	все эти	4	3
100	она в	3	3
101	того чтобы	9	3
102	и даже	4	3
103	к этой	2	3
104	с точки	9	3
105	и по	2	3
106	в таком	3	3
107	в своих	4	3
108	или не	2	3
109	тем что	3	3
110	однако и	2	3
111	такой же	2	3
112	и на	6	3
113	как к	2	3
114	его в	3	3
115	едва ли	3	3
116	том как	2	3
117	автора и	2	2
118	как все	2	2
119	каждого из	3	2
120	и другое	4	2
121	героев в	2	2
122	в море	2	2
123	в одной	2	2
124	больше не	3	2
125	о человеке	2	2
126	своих героев	2	2
127	ясно что	6	2
128	в такой	3	2
129	к своему	2	2
130	состоит в	3	2
131	так что	8	2
132	своей жизни	2	2
133	в другом	5	2
134	с той	4	2
135	одна из	4	2
136	перед собой	2	2
137	и что	18	2
138	мы читаем	2	2
139	по выражению	2	2
140	в целом	4	2
141	до конца	2	2
142	раз в	4	2
143	например в	2	2
144	никак не	7	2
145	наше внимание	3	2
146	только для	3	2
147	не знаем	2	2
148	сих пор	5	2
149	что когда	2	2
150	согласиться с	4	2
151	что же	2	2
152	все это	3	2
153	внимание на	2	2
154	же мере	2	2
155	а с	2	2
156	иначе говоря	5	2
157	с и	6	2
158	и не	10	2
159	на самом	2	2
160	они не	2	2
161	что не	3	2
162	в речи	3	2
163	не имеет	6	2
164	той же	2	2
165	с этой	2	2
166	действующих лиц	5	2
167	с ее	2	2
168	эти слова	2	2
169	о котором	5	2
170	представляют собой	2	2
171	но как	2	2
172	здесь не	3	2
173	так сказать	5	2
174	заметить что	2	2
175	мы не	5	2
176	до сих	6	2
