N	2gram	Medvedev_F_2	FransuaR
1	и в	38	45
2	и не	20	15
3	не только	9	14
4	в этом	27	14
5	но в	4	14
6	в его	10	13
7	во всех	5	13
8	и его	21	13
9	как бы	4	12
10	что в	7	12
11	то же	6	11
12	в то	5	11
13	прежде всего	15	10
14	в том	11	10
15	в нем	13	10
16	но и	13	10
17	как и	9	10
18	и с	9	10
19	же время	5	9
20	вовсе не	11	8
21	как мы	7	8
22	в ней	6	8
23	и др	3	8
24	жизни и	3	8
25	таким образом	20	8
26	с его	11	7
27	в конце	2	7
28	он был	2	7
29	том что	2	7
30	не в	15	7
31	что и	8	7
32	мы видели	4	7
33	все это	3	7
34	в эпоху	2	7
35	потому что	2	7
36	и все	3	7
37	всех этих	3	6
38	что он	5	6
39	в этой	6	6
40	он не	6	6
41	здесь не	4	6
42	так и	8	6
43	того чтобы	3	6
44	для того	3	6
45	связи с	13	6
46	так как	4	6
47	здесь и	4	5
48	с ним	2	5
49	и к	4	5
50	это и	5	5
51	но это	2	5
52	на этом	2	5
53	например в	3	5
54	хотя и	3	5
55	от всех	2	5
56	и их	3	5
57	как раз	6	5
58	не может	14	5
59	в связи	10	5
60	этом отношении	7	5
61	все эти	6	5
62	на самом	3	5
63	самом деле	8	5
64	и как	3	5
65	и на	3	5
66	его в	3	5
67	перед нами	2	4
68	же как	3	4
69	характерно что	2	4
70	и от	2	4
71	мы не	3	4
72	до известной	3	4
73	и здесь	3	4
74	его как	2	4
75	такой же	3	4
76	но не	2	4
77	ничего не	4	4
78	кроме того	2	4
79	в самом	16	4
80	в сущности	4	4
81	в общем	5	4
82	и о	2	4
83	известной степени	4	4
84	в их	6	4
85	а не	6	4
86	и даже	4	4
87	его не	2	4
88	а в	6	4
89	сказать что	2	4
90	в основе	5	4
91	чем же	3	4
92	с этим	5	4
93	точки зрения	8	4
94	только в	6	4
95	и это	2	4
96	бы в	5	4
97	как это	2	4
98	это было	3	4
99	и другие	2	3
100	от его	2	3
101	как в	4	3
102	это не	2	3
103	в одной	2	3
104	из этих	3	3
105	что на	2	3
106	ни в	2	3
107	по существу	7	3
108	для него	7	3
109	в своей	7	3
110	дело идет	4	3
111	как они	4	3
112	вместе с	6	3
113	и прежде	3	3
114	не было	6	3
115	именно в	5	3
116	всего этого	5	3
117	с помощью	10	3
118	того что	3	3
119	менее всего	3	3
120	не имеет	2	3
121	и для	5	3
122	он и	3	3
123	в поэзии	12	3
124	там где	4	3
125	не могут	7	2
126	если мы	5	2
127	с тем	11	2
128	особенности в	2	2
129	независимо от	4	2
130	на фоне	4	2
131	в сторону	4	2
132	борьба с	2	2
133	говорить о	5	2
134	превращается в	2	2
135	хотя бы	6	2
136	к этому	4	2
137	значение и	3	2
138	к тому	4	2
139	и нового	2	2
140	отличие от	2	2
141	то что	6	2
142	как ее	3	2
143	в пределах	12	2
144	в качестве	2	2
145	в большинстве	4	2
146	для них	3	2
147	но именно	3	2
148	было бы	6	2
149	что это	3	2
150	может быть	23	2
151	это время	2	2
152	если в	3	2
153	даже в	2	2
154	один из	2	2
155	слова и	7	2
156	все же	8	2
157	и отчасти	3	2
158	в целом	3	2
159	во второй	2	2
160	и до	3	2
161	а именно	2	2
162	что эта	2	2
163	так в	3	2
164	в отличие	2	2
165	и только	5	2
166	в особенности	4	2
167	на котором	2	2
168	при этом	9	2
169	в истории	6	2
170	можно говорить	2	2
171	лишь в	7	2
172	в значительной	3	2
173	и наконец	4	2
174	с точки	7	2
175	к нему	3	2
176	роль в	3	2
177	здесь с	2	2
178	языка но	2	2
179	не столько	4	2
180	между тем	2	2
181	в известной	2	2
182	он в	2	2
183	большинстве случаев	3	2
184	в чем	2	2
185	от этого	3	2
