N	2gram	Potebnia_M_3	EvropaiC
1	таким образом	14	32
2	в том	32	31
3	и в	30	24
4	том что	18	20
5	не может	6	18
6	то что	18	17
7	может быть	28	15
8	все же	2	15
9	точки зрения	2	13
10	в своем	5	12
11	до сих	3	12
12	сих пор	3	12
13	самом деле	2	12
14	в этом	10	12
15	все это	4	11
16	между тем	9	11
17	с этим	6	11
18	отношению к	5	10
19	как бы	3	10
20	из себя	2	10
21	по отношению	5	10
22	все что	4	10
23	так и	11	10
24	на то	2	9
25	при этом	3	9
26	как и	10	9
27	что в	17	9
28	не в	15	8
29	в самом	8	8
30	так же	3	8
31	если бы	12	8
32	и все	3	8
33	а и	4	8
34	не менее	5	7
35	к тому	7	7
36	но и	19	7
37	и не	15	7
38	и что	10	7
39	из этих	9	7
40	о том	2	7
41	что он	6	7
42	в силу	3	7
43	или менее	3	7
44	того чтобы	3	7
45	для того	4	7
46	более или	3	7
47	а между	2	7
48	с другой	7	6
49	так что	7	6
50	в этой	2	6
51	несмотря на	2	6
52	того что	18	6
53	как на	5	6
54	и на	3	6
55	так как	13	6
56	с ним	6	6
57	в сознании	15	6
58	и при	4	6
59	еще не	5	6
60	что и	13	6
61	тогда как	2	6
62	мы можем	3	6
63	только в	21	6
64	вместе с	12	6
65	именно в	3	5
66	что это	4	5
67	и без	7	5
68	столь же	4	5
69	и от	4	5
70	на все	2	5
71	что все	3	5
72	у него	2	5
73	что с	2	5
74	в целом	3	5
75	другой стороны	4	5
76	и с	2	5
77	потому что	46	5
78	его в	3	5
79	между собою	6	5
80	к этому	3	5
81	в то	10	5
82	по своему	2	5
83	что при	3	5
84	и если	2	5
85	в его	4	5
86	не только	21	5
87	не будет	3	5
88	но все	2	5
89	в себе	16	5
90	далеко не	4	5
91	в которой	3	5
92	не могут	5	4
93	самого себя	3	4
94	та же	2	4
95	из того	2	4
96	и проч	16	4
97	тем не	3	4
98	что как	2	4
99	отношение к	2	4
100	из них	6	4
101	первое время	2	4
102	в их	2	4
103	а потому	6	4
104	должно быть	5	4
105	и то	8	4
106	связи с	2	4
107	мы должны	4	4
108	мы уже	2	4
109	том же	2	4
110	он не	4	4
111	не есть	17	4
112	выше мы	2	4
113	что эта	2	4
114	то же	23	4
115	а с	2	4
116	в таком	3	4
117	в виде	2	4
118	в области	2	4
119	с одной	7	3
120	не подлежит	2	3
121	с в	2	3
122	для нас	20	3
123	очевидно что	5	3
124	так или	2	3
125	в нем	9	3
126	от того	8	3
127	целый ряд	2	3
128	в разных	2	3
129	что оно	11	3
130	образом в	3	3
131	и наконец	2	3
132	и по	4	3
133	а в	12	3
134	что только	6	3
135	в начале	3	3
136	что мы	8	3
137	и потому	4	3
138	бы в	2	3
139	с тем	7	3
140	прежде всего	3	3
141	на нас	2	3
142	от него	2	3
143	и может	3	3
144	даже в	2	3
145	только что	8	3
146	ко всем	2	3
147	что по	2	3
148	тем более	4	3
149	и вообще	3	3
150	ничего общего	2	3
151	и это	4	3
152	не то	3	3
153	свою очередь	3	2
154	независимо от	5	2
155	себя и	4	2
156	тому что	3	2
157	с этой	2	2
158	как при	2	2
159	как мы	7	2
160	все в	2	2
161	для него	9	2
162	что они	2	2
163	между людьми	2	2
164	же время	5	2
165	в свою	3	2
166	одной стороны	3	2
167	к нему	3	2
168	том чтобы	2	2
169	в ней	8	2
170	в котором	4	2
171	только один	2	2
172	мы видели	4	2
173	и до	2	2
174	образом и	3	2
175	что она	3	2
176	заключает в	5	2
177	то и	6	2
178	что для	4	2
179	те же	6	2
180	которого в	2	2
181	в одно	3	2
182	над всеми	3	2
183	в которых	2	2
184	не следует	5	2
185	одно из	5	2
186	только при	2	2
187	но как	2	2
188	говорить о	3	2
189	не было	4	2
190	в один	4	2
191	то есть	34	2
192	только не	2	2
193	от нее	2	2
194	в них	5	2
195	же что	6	2
196	тогда когда	9	2
197	представить себе	3	2
198	вовсе не	7	2
199	этого последнего	2	2
200	только тогда	9	2
201	а к	3	2
202	но не	7	2
203	она не	2	2
204	было бы	9	2
205	со своей	2	2
206	жизни и	2	2
207	никто не	3	2
208	входящих в	2	2
209	на него	3	2
210	что же	2	2
211	существование в	2	2
212	одной и	4	2
213	тем самым	7	2
214	или вовсе	3	2
215	не знает	3	2
216	с общим	2	2
217	этого слова	11	2
218	есть в	3	2
219	из него	2	2
