N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	46
2	то есть	6	40
3	и не	12	27
4	может быть	13	23
5	как бы	7	19
6	не может	5	19
7	в нем	2	17
8	у достоевского	2	16
9	в этом	12	16
10	не только	24	14
11	и т.п	4	14
12	но и	17	12
13	как и	6	12
14	точки зрения	6	11
15	а не	16	11
16	не в	8	10
17	в пределах	3	10
18	прежде всего	11	9
19	в том	16	9
20	в самом	3	9
21	в его	7	9
22	с точки	2	9
23	еще не	4	7
24	в сущности	2	7
25	как раз	4	7
26	в себе	7	7
27	никогда не	4	6
28	друг друга	4	6
29	к себе	3	6
30	но в	3	6
31	что он	5	6
32	что я	2	6
33	то же	5	6
34	и его	4	6
35	только в	8	6
36	это не	4	5
37	о себе	4	5
38	же время	5	5
39	при этом	19	5
40	и сам	6	5
41	жизни и	3	5
42	по отношению	3	5
43	в то	5	5
44	в жизни	6	5
45	с его	5	5
46	у него	3	5
47	за пределы	2	5
48	о том	2	5
49	отношению к	2	5
50	уже в	5	4
51	что в	3	4
52	да и	3	4
53	и нет	2	4
54	например в	3	4
55	в виду	3	4
56	в их	3	4
57	таким образом	3	4
58	еще и	3	4
59	все эти	2	4
60	потому что	3	4
61	же и	3	4
62	он и	3	4
63	в чужом	4	4
64	превращается в	2	4
65	как в	5	4
66	раз и	2	4
67	том что	14	4
68	но не	4	4
69	том же	3	4
70	все же	4	4
71	то что	10	4
72	своего рода	11	4
73	так и	4	4
74	приводит к	3	4
75	в себя	2	4
76	уже не	7	4
77	самом деле	2	4
78	на себя	2	4
79	с другой	3	3
80	из этих	2	3
81	человека и	2	3
82	в мире	2	3
83	в своем	11	3
84	на этом	2	3
85	в формах	4	3
86	одним из	5	3
87	то это	2	3
88	не к	2	3
89	и только	2	3
90	и даже	3	3
91	также и	3	3
92	самим собою	2	3
93	в конце	4	3
94	как он	2	3
95	но при	2	3
96	не как	4	3
97	с собой	4	3
98	по своей	3	3
99	того же	2	3
100	было бы	2	3
101	в своей	4	3
102	себя в	6	3
103	только на	2	3
104	в отличие	5	3
105	тем же	3	3
106	той же	3	3
107	в слове	2	3
108	тем что	2	3
109	в этой	4	3
110	далеко не	3	3
111	дело в	3	3
112	отличие от	5	3
113	жизни не	2	2
114	не менее	7	2
115	от автора	2	2
116	должна быть	2	2
117	для этого	4	2
118	для понимания	2	2
119	или иной	2	2
120	к тому	2	2
121	и само	2	2
122	для него	2	2
123	и является	2	2
124	и тем	4	2
125	на том	2	2
126	то и	2	2
127	не было	3	2
128	лишь в	4	2
129	а в	3	2
130	самим собой	2	2
131	в художественном	4	2
132	между тем	2	2
133	а как	2	2
134	одна из	3	2
135	на почве	2	2
136	не могло	2	2
137	если оно	2	2
138	при всем	3	2
139	бы не	3	2
140	героя с	2	2
141	что такое	2	2
142	хотя бы	2	2
143	можно было	2	2
144	в данном	5	2
145	во всяком	3	2
146	могут быть	2	2
147	в другом	2	2
148	ту же	2	2
