N	3gram	Vygotskiy__7	Psycholo
1	в том что	13	9
2	на то что	4	8
3	не может быть	4	8
4	в самом деле	4	7
5	о том что	4	7
6	заключается в том	4	6
7	в то время	2	5
8	с одной стороны	5	5
9	этой точки зрения	4	5
10	то время как	2	5
11	для того чтобы	18	5
12	так же как	7	4
13	с этой точки	4	4
14	как и в	3	4
15	одной и той	2	3
16	в сущности говоря	2	3
17	в какой мере	2	3
18	и той же	2	3
19	так же точно	3	3
20	точно так же	2	3
21	в отличие от	2	3
22	ни в какой	2	3
23	том что она	2	3
24	в собственном смысле	3	3
25	что в этом	2	3
26	до сих пор	3	3
27	не только не	9	3
28	в конечном счете	2	3
29	в последнее время	2	2
30	мы не можем	3	2
31	по этому поводу	3	2
32	смысле этого слова	3	2
33	с точки зрения	21	2
34	то же самое	5	2
35	тем не менее	3	2
36	в этом отношении	3	2
37	состоит в том	3	2
38	благодаря тому что	2	2
39	имеет в виду	3	2
40	в том и	3	2
41	вместе с тем	4	2
42	на самом деле	2	2
43	потому что он	2	2
