N	2gram	Bakhtin_Fr_4	slovoVRo
1	и в	29	41
2	в нем	5	30
3	то есть	21	26
4	в романе	10	21
5	но и	9	16
6	и не	16	16
7	точки зрения	4	16
8	не только	10	16
9	то же	10	14
10	может быть	2	14
11	и др	4	14
12	не может	2	14
13	и его	8	14
14	и на	11	14
15	в то	10	14
16	в сущности	6	13
17	в его	8	13
18	же время	8	12
19	до конца	5	12
20	как бы	8	12
21	в этом	11	12
22	так и	11	11
23	в большинстве	6	10
24	в узком	3	10
25	узком смысле	2	10
26	в той	2	10
27	таким образом	20	9
28	все эти	9	9
29	себя в	2	9
30	прежде всего	8	8
31	на его	2	8
32	в особенности	2	8
33	но в	12	8
34	как в	2	8
35	как мы	10	8
36	с точки	2	8
37	или в	2	8
38	все они	5	7
39	с ним	2	7
40	вовсе не	9	7
41	в своей	5	7
42	все же	3	7
43	в слове	2	7
44	того же	5	6
45	это не	5	6
46	при этом	3	6
47	и даже	3	6
48	большинстве случаев	5	6
49	в плане	4	6
50	в них	7	6
51	только в	2	6
52	с другой	4	5
53	все это	4	5
54	в основе	2	5
55	и к	2	5
56	не на	2	5
57	к нему	3	5
58	далеко не	5	5
59	так сказать	2	5
60	связанных с	2	4
61	перед нами	4	4
62	кроме того	2	4
63	одной стороны	2	4
64	в ней	3	4
65	один из	4	4
66	с ее	3	4
67	в их	2	4
68	с одной	2	4
69	и наконец	2	4
70	рядом с	5	4
71	и с	9	4
72	в которой	4	4
73	и все	13	4
74	с его	4	4
75	всех этих	3	4
76	как и	12	4
77	мы сказали	2	4
78	здесь в	6	4
79	еще не	4	4
80	по преимуществу	3	4
81	том же	2	4
82	другой стороны	3	4
83	и для	2	4
84	там где	3	4
85	все время	3	3
86	никогда не	2	3
87	формы и	2	3
88	к тому	2	3
89	в том	7	3
90	более или	3	3
91	и сам	3	3
92	из них	6	3
93	его и	2	3
94	в своем	3	3
95	в разных	3	3
96	именно в	2	3
97	и других	3	3
98	форм и	2	3
99	того что	3	3
100	друг друга	2	3
101	в других	2	3
102	с ними	3	3
103	также и	4	3
104	в результате	4	3
105	образом в	3	3
106	и здесь	3	3
107	о том	2	3
108	его в	9	3
109	так как	7	3
110	поэтому и	5	3
111	у него	5	3
112	но здесь	2	3
113	связанные с	4	3
114	в себе	3	3
115	в качестве	3	3
116	одной из	2	3
117	конечно не	4	3
118	но оно	2	3
119	он не	3	3
120	у рабле	16	3
121	но эти	2	3
122	из этого	2	3
123	или менее	3	3
124	и этим	2	3
125	связана с	4	2
126	время и	2	2
127	в другой	2	2
128	в частности	3	2
129	и одновременно	4	2
130	в известной	3	2
131	они были	3	2
132	что они	2	2
133	на этом	2	2
134	для того	3	2
135	хотя и	2	2
136	между ними	2	2
137	и по	5	2
138	в этих	2	2
139	где они	2	2
140	как к	3	2
141	уже не	2	2
142	одновременно и	3	2
143	у них	3	2
144	так же	7	2
145	конечно и	3	2
146	сказать что	5	2
147	же и	3	2
148	но он	6	2
149	а как	2	2
150	в котором	2	2
151	одному из	2	2
152	к этому	2	2
153	том что	3	2
154	мы видим	3	2
155	то в	3	2
156	но не	2	2
157	по своему	4	2
158	то время	2	2
159	слов и	3	2
160	мы уже	10	2
161	и о	5	2
162	а также	2	2
163	в ее	3	2
164	как раз	2	2
165	в атмосфере	6	2
166	на самом	4	2
167	и у	2	2
168	и эта	2	2
169	той же	3	2
170	роль в	3	2
171	и то	2	2
172	связи с	2	2
173	здесь не	3	2
174	в эту	3	2
175	не видят	3	2
