N	2gram	Vinokur_Ku_2	Myshleni
1	речи и	5	30
2	в этом	18	29
3	точки зрения	14	28
4	речи в	6	27
5	и в	23	26
6	не только	20	24
7	то что	9	24
8	таким образом	5	23
9	с точки	8	21
10	того чтобы	11	19
11	в том	19	18
12	и не	16	18
13	для того	9	18
14	том что	11	17
15	потому что	25	16
16	как и	2	15
17	этом случае	2	14
18	к слову	2	14
19	того что	3	14
20	так же	4	14
21	так как	15	14
22	как мы	3	14
23	с помощью	7	13
24	что в	10	12
25	вместе с	5	12
26	и его	3	12
27	но и	7	11
28	речи но	2	11
29	не может	9	11
30	что они	2	10
31	слова и	5	10
32	в самом	12	9
33	по сравнению	2	9
34	что мы	6	9
35	в сущности	9	9
36	тем что	3	9
37	же как	2	8
38	то же	6	8
39	что она	3	8
40	сказать что	4	8
41	от речи	3	8
42	что он	5	8
43	тем самым	2	8
44	той же	2	8
45	только в	5	8
46	к тому	4	7
47	прежде всего	8	7
48	может быть	15	7
49	этой речи	3	7
50	и то	5	7
51	речи с	2	7
52	вопрос о	9	6
53	мы могли	2	6
54	и тем	5	6
55	именно в	3	6
56	заключается в	2	6
57	от слова	3	6
58	мы должны	2	6
59	как бы	4	6
60	и что	8	6
61	было бы	15	6
62	все эти	12	6
63	все же	7	6
64	самом деле	9	6
65	а не	10	6
66	выражение в	3	6
67	что это	7	6
68	что эта	2	6
69	слова в	6	5
70	с этой	2	5
71	можно сказать	4	5
72	до конца	3	5
73	если бы	12	5
74	и следовательно	2	5
75	в виду	3	5
76	данном случае	2	5
77	с одной	2	5
78	никак не	3	5
79	и с	7	5
80	могли бы	2	5
81	как это	5	5
82	с тем	2	5
83	речи не	3	5
84	в силу	7	5
85	в качестве	8	5
86	она не	2	5
87	в процессе	3	5
88	слова как	3	5
89	если мы	4	5
90	в речи	6	5
91	тем же	2	5
92	и для	2	5
93	в данном	4	5
94	речи а	3	5
95	не менее	7	4
96	не могут	5	4
97	никогда не	2	4
98	в нашем	7	4
99	что у	2	4
100	с другой	8	4
101	и от	2	4
102	в конце	4	4
103	на то	4	4
104	целый ряд	5	4
105	то и	3	4
106	этой точки	2	4
107	в его	5	4
108	но в	11	4
109	речи мы	2	4
110	связи с	3	4
111	чем в	3	4
112	еще не	5	4
113	гораздо более	3	4
114	как в	3	4
115	приводит к	5	4
116	это и	3	4
117	что оно	3	4
118	в той	2	4
119	должны быть	2	4
120	не в	8	4
121	речь в	5	4
122	в области	11	4
123	я не	5	3
124	для этого	3	3
125	мысль и	2	3
126	все это	5	3
127	это не	6	3
128	из речи	2	3
129	но также	4	3
130	и речь	2	3
131	тем не	6	3
132	но это	3	3
133	есть в	3	3
134	очевидно что	2	3
135	в ней	3	3
136	смысле этого	2	3
137	мы видели	2	3
138	письменной речи	21	3
139	этом отношении	3	3
140	но только	4	3
141	в самой	2	3
142	и по	3	3
143	в живом	2	3
144	он не	3	3
145	нуждается в	2	3
146	состоит в	2	3
147	представить себе	2	3
148	по себе	10	3
149	об этом	5	3
150	последнее время	3	3
151	в то	4	3
152	но не	6	3
153	мы в	2	3
154	и о	4	3
155	и потому	2	3
156	этого слова	5	3
157	что и	3	3
158	в своей	2	3
159	так и	4	3
160	как раз	3	3
161	на самом	2	3
162	только потому	8	3
163	к нему	2	3
164	это положение	2	3
165	отличается от	3	3
166	в этой	6	3
167	перед нами	4	2
168	уже в	3	2
169	что если	2	2
170	казалось бы	3	2
171	можно ли	4	2
172	что между	2	2
173	точно так	3	2
174	одного из	2	2
175	что все	5	2
176	его к	2	2
177	только о	2	2
178	что на	4	2
179	подобного рода	5	2
180	мы знаем	4	2
181	для нас	4	2
182	ни в	4	2
183	ли не	2	2
184	свою очередь	2	2
185	в свою	2	2
186	несмотря на	5	2
187	или в	4	2
188	но для	3	2
189	в конечном	2	2
190	один из	5	2
191	в нем	4	2
192	всего в	3	2
193	в их	2	2
194	за счет	2	2
195	которое было	2	2
196	отношения к	2	2
197	которых мы	2	2
198	образом в	2	2
199	этого термина	2	2
200	лишь в	5	2
201	не имеет	4	2
202	который мы	2	2
203	должно быть	4	2
204	а в	3	2
205	что для	2	2
206	в своих	2	2
207	также и	5	2
208	в которых	2	2
209	и есть	2	2
210	большинстве случаев	2	2
211	к этой	3	2
212	конечном счете	2	2
213	что слово	3	2
214	с этим	3	2
215	к этому	4	2
216	вовсе не	9	2
217	в одну	2	2
218	и здесь	5	2
219	у нас	12	2
220	бы сказать	2	2
221	речи на	2	2
222	нельзя было	2	2
223	лучшем случае	3	2
224	слов и	2	2
225	совершенно не	3	2
226	о которых	3	2
227	и до	2	2
228	в современной	2	2
229	что же	5	2
230	в отношении	2	2
231	в отличие	2	2
232	того как	2	2
233	можно говорить	2	2
234	что не	6	2
235	из которых	3	2
236	в лучшем	3	2
237	почти всегда	2	2
238	можно было	9	2
239	во всяком	5	2
240	могут быть	4	2
241	ту же	6	2
242	вопроса о	6	2
243	мы говорим	2	2
244	ответ на	2	2
245	отличие от	2	2
246	ничего не	4	2
