N	2gram	Vygotskiy__2	Hudozhes
1	том что	21	16
2	и в	32	14
3	так и	3	13
4	а не	7	12
5	в том	37	12
6	не только	12	12
7	при этом	13	12
8	о том	6	12
9	и т	10	11
10	в этом	13	11
11	в себе	2	11
12	в своей	3	10
13	что он	13	9
14	как и	10	9
15	то же	13	9
16	как в	9	8
17	то что	21	8
18	же время	2	8
19	т п	8	8
20	между тем	4	8
21	в этой	6	8
22	в то	5	8
23	в его	2	8
24	ничего не	4	8
25	казалось бы	2	7
26	это не	2	7
27	к тому	7	7
28	не в	8	7
29	еще не	2	7
30	как бы	6	7
31	не может	17	7
32	а в	4	7
33	никогда не	9	6
34	что в	20	6
35	было бы	11	6
36	не менее	8	5
37	с его	2	5
38	в частности	3	5
39	в этих	2	5
40	интерес к	2	5
41	об этом	3	5
42	может быть	18	5
43	только в	7	5
44	и он	3	5
45	но и	10	5
46	жизни и	4	5
47	самом деле	16	5
48	и его	7	5
49	можно было	7	5
50	потому что	21	5
51	ни в	2	5
52	точки зрения	17	5
53	но в	3	5
54	тому что	4	4
55	столь же	4	4
56	та же	3	4
57	и от	2	4
58	и все	4	4
59	на то	11	4
60	и к	3	4
61	а только	3	4
62	тем не	4	4
63	она не	2	4
64	в действительности	4	4
65	несмотря на	4	4
66	в самом	12	4
67	в ней	5	4
68	один из	3	4
69	что она	16	4
70	из них	4	4
71	как раз	5	4
72	не было	2	4
73	того что	8	4
74	он не	6	4
75	как будто	7	4
76	в конце	3	4
77	и это	4	4
78	и с	4	4
79	но не	2	3
80	если бы	6	3
81	отнюдь не	5	3
82	что у	5	3
83	но он	3	3
84	с этим	4	3
85	это в	2	3
86	в ее	2	3
87	на этом	3	3
88	по своему	3	3
89	на тех	3	3
90	что при	9	3
91	не имеют	2	3
92	и когда	4	3
93	в нем	4	3
94	все же	4	3
95	т д	2	3
96	и для	4	3
97	этом отношении	5	3
98	все эти	7	3
99	того чтобы	14	3
100	и даже	5	3
101	с точки	10	3
102	и по	4	3
103	в таком	2	3
104	в своих	9	3
105	тем что	9	3
106	такой же	7	3
107	и на	5	3
108	как к	3	3
109	художественного построения	3	3
110	в творчестве	4	3
111	едва ли	4	3
112	видит в	3	3
113	том как	2	3
114	если в	2	2
115	и другое	2	2
116	так в	2	2
117	конечном счете	3	2
118	на вопрос	2	2
119	и так	3	2
120	ясно что	7	2
121	или иного	2	2
122	по себе	12	2
123	в конечном	3	2
124	что на	4	2
125	к своему	2	2
126	мы знаем	7	2
127	состоит в	3	2
128	так что	3	2
129	с той	4	2
130	же как	4	2
131	и что	22	2
132	в целом	4	2
133	до конца	3	2
134	они в	2	2
135	себе и	2	2
136	например в	3	2
137	на его	2	2
138	только на	5	2
139	никак не	4	2
140	в него	2	2
141	легко заметить	3	2
142	для нее	2	2
143	произведения с	2	2
144	как он	2	2
145	его жизни	2	2
146	на том	2	2
147	сих пор	5	2
148	на него	2	2
149	согласиться с	2	2
150	что же	3	2
151	в их	3	2
152	все это	5	2
153	заключает в	2	2
154	а с	2	2
155	иначе говоря	4	2
156	с и	12	2
157	и не	10	2
158	на самом	5	2
159	только потому	2	2
160	что не	3	2
161	того или	3	2
162	не имеет	4	2
163	той же	8	2
164	с этой	4	2
165	действующих лиц	3	2
166	которых может	2	2
167	с ее	3	2
168	в первый	2	2
169	слова в	2	2
170	с того	2	2
171	в художественном	6	2
172	но как	3	2
173	заметить что	2	2
174	которая не	2	2
175	то чтобы	2	2
176	как она	4	2
177	и поэтому	4	2
178	мы не	3	2
179	до сих	5	2
